Cell_ID	Cluster	Trajectory_ID	Pseudo_time	X_coord	Y_coord	SR_Value	SR_Category	cell	sub
Cell_2035	2	1	NA	2.6186719853703	-0.558785613292067	0.551746149314567	Low	Cell_2035	1
Cell_2036	1	1	NA	-1.48743505043223	-4.30645563519417	0.868253013468347	High	Cell_2036	1
Cell_2037	2	1	NA	2.11020614105605	-0.830123635262596	0.806201878120191	Medium	Cell_2037	1
Cell_2038	1	1	NA	1.61105531477206	-1.74063769472524	0.975606180261821	High	Cell_2038	1
Cell_2039	3	1	NA	1.01684191216516	8.80186118515742	0.979937932803296	High	Cell_2039	1
Cell_204	1	1	NA	-2.51458547192833	-3.52126002211501	0.757514863624237	Medium	Cell_204	1
Cell_2040	2	1	NA	4.03050621200648	2.18462876816874	0.872418025042862	High	Cell_2040	1
Cell_2041	1	1	NA	0.522164919191587	-3.30917876534843	0.717415072838776	Medium	Cell_2041	1
Cell_2042	2	1	NA	2.73112142362369	1.24703973689852	0.5873875686666	Low	Cell_2042	1
Cell_2043	1	1	NA	0.472904923565302	-3.08332891063849	0.717644034419209	Medium	Cell_2043	1
Cell_2044	3	1	NA	1.65947095777347	8.41192026864207	0.881229093880393	High	Cell_2044	1
Cell_2045	3	1	NA	0.00914205245019661	8.94633679619852	0.959514655522071	High	Cell_2045	1
Cell_2046	1	1	NA	-4.96441919849699	-4.58576596600173	0.953348791459575	High	Cell_2046	1
Cell_2047	1	1	NA	-0.272875621878291	-3.17511864770525	0.907756414497271	High	Cell_2047	1
Cell_2048	2	1	NA	2.17879386869666	-0.805852238998679	0.59987647132948	Low	Cell_2048	1
Cell_2049	2	1	NA	3.81274604537456	0.434645961186031	0.524812792660668	Low	Cell_2049	1
Cell_205	1	1	NA	0.573775377907368	-0.669765129012486	0.701286671101116	Medium	Cell_205	1
Cell_2050	1	1	NA	-6.16276606814157	-3.91769868032535	0.739474262809381	Medium	Cell_2050	1
Cell_2051	3	1	NA	3.20309823159539	6.66962881377379	0.795196684426628	Medium	Cell_2051	1
Cell_2052	1	1	NA	-0.103989891880587	-3.23282045249069	0.548310117912479	Low	Cell_2052	1
Cell_2053	1	1	NA	0.398682143849912	-4.36537254556244	0.975445117452182	High	Cell_2053	1
Cell_2054	1	1	NA	-1.65858870351499	-0.902006902037212	0.581371569307521	Low	Cell_2054	1
Cell_2055	1	1	NA	-3.38614493310732	-2.5301529543173	0.960753131308593	High	Cell_2055	1
Cell_2056	1	1	NA	-0.145264246671861	-2.26815277045466	0.563887536409311	Low	Cell_2056	1
Cell_2057	1	1	NA	-9.04727819807252	-3.95848972335547	0.831369795254432	Medium	Cell_2057	1
Cell_2058	1	1	NA	0.196183155204753	0.535221330643209	0.892020963714458	High	Cell_2058	1
Cell_2059	2	1	NA	2.26908047167748	-0.254610598335696	0.882306580897421	High	Cell_2059	1
Cell_206	2	1	NA	4.33168635122058	3.8092408585842	0.940123270615004	High	Cell_206	1
Cell_2060	3	1	NA	2.73418469627518	6.25643660022835	0.836285155266523	High	Cell_2060	1
Cell_2061	3	1	NA	0.935439696948677	8.78900483271366	0.557832951191813	Low	Cell_2061	1
Cell_2062	1	1	NA	-7.98224276957748	-4.47912644784002	0.925650743767619	High	Cell_2062	1
Cell_2063	1	1	NA	-8.23601912369646	-3.70044951964957	0.808980797417462	Medium	Cell_2063	1
Cell_2064	3	1	NA	3.28615847569461	5.97962278400926	0.918205777998082	High	Cell_2064	1
Cell_2065	2	1	NA	3.30133711988809	1.29555979165505	0.584964112378657	Low	Cell_2065	1
Cell_2066	1	1	NA	-2.34739313215096	-2.54055828066141	0.505140610039234	Low	Cell_2066	1
Cell_2067	1	1	NA	0.926578385950482	-0.657746215443753	0.661734865629114	Low	Cell_2067	1
Cell_2068	1	1	NA	-7.50611782143382	-4.20063159328563	0.634841362247244	Low	Cell_2068	1
Cell_2069	1	1	NA	0.879657761906074	-1.20531844561316	0.912630678038113	High	Cell_2069	1
Cell_207	1	1	NA	-0.704935918557757	-1.6251969580445	0.682045932393521	Medium	Cell_207	1
Cell_2070	2	1	NA	3.62665606146677	3.32525998220014	0.966830868506804	High	Cell_2070	1
Cell_2071	1	1	NA	1.28587947473007	-1.19479971392098	0.563895741826855	Low	Cell_2071	1
Cell_2072	1	1	NA	1.22624864253941	-2.38975691809393	0.956668803119101	High	Cell_2072	1
Cell_2073	2	1	NA	2.56271210945273	0.456203793516263	0.802616973873228	Medium	Cell_2073	1
Cell_2074	1	1	NA	3.81497450602139	-7.55997035406431	0.700142583227716	Medium	Cell_2074	1
Cell_2075	1	1	NA	-1.41862847655706	-1.73027894043215	0.832897651707754	Medium	Cell_2075	1
Cell_2076	1	1	NA	-9.06473349970822	-4.03451041198936	0.883799638599157	High	Cell_2076	1
Cell_2077	1	1	NA	-2.03839284357552	-1.73209821985853	0.760947850067168	Medium	Cell_2077	1
Cell_2078	2	1	NA	2.02414374843943	0.455470447023829	0.697253758553416	Medium	Cell_2078	1
Cell_2079	2	1	NA	1.59680895867384	1.3963866824547	0.982893416774459	High	Cell_2079	1
Cell_208	1	1	NA	-1.03265313476524	-2.41888050387678	0.644119640346617	Low	Cell_208	1
Cell_2080	1	1	NA	-5.64564459240247	-3.7778842368207	0.524492770317011	Low	Cell_2080	1
Cell_2081	2	1	NA	2.39305909346519	0.0575273425626499	0.576654135831632	Low	Cell_2081	1
Cell_2082	1	1	NA	-7.05791398634004	-3.69981054377942	0.848419532761909	High	Cell_2082	1
Cell_2083	3	1	NA	2.66823056251991	7.28286264523054	0.863892936613411	High	Cell_2083	1
Cell_2084	3	1	NA	1.92971051948028	8.18441136424538	0.554189707734622	Low	Cell_2084	1
Cell_2085	1	1	NA	-8.79408214567083	-3.82597981612259	0.732284272788092	Medium	Cell_2085	1
Cell_2086	1	1	NA	-4.26872151457253	-2.53309958563004	0.821062768111005	Medium	Cell_2086	1
Cell_2087	3	1	NA	-0.37221784910647	9.07832970506585	0.698555468930863	Medium	Cell_2087	1
Cell_2088	1	1	NA	0.413512760783402	-1.52900748251216	0.99521512852516	High	Cell_2088	1
Cell_2089	1	1	NA	-5.05386954003822	-3.90392163060561	0.839354404946789	High	Cell_2089	1
Cell_209	1	1	NA	0.826143794172308	-0.366226717467828	0.585322617553174	Low	Cell_209	1
Cell_2090	1	1	NA	-1.86838484222028	-2.17261587027633	0.657659228774719	Low	Cell_2090	1
Cell_2091	1	1	NA	-1.14825092307853	0.289405320354814	0.576884630019777	Low	Cell_2091	1
Cell_2092	2	1	NA	3.73117219683875	3.33981297645018	0.650625867885537	Low	Cell_2092	1
Cell_2093	1	1	NA	-1.64710143626112	-4.36503349493325	0.547257765312679	Low	Cell_2093	1
Cell_2094	3	1	NA	0.251607626792282	8.95962165829388	0.513437753426842	Low	Cell_2094	1
Cell_2095	2	1	NA	1.78959120001627	-1.39459163469154	0.65524165215902	Low	Cell_2095	1
Cell_2096	2	1	NA	4.27123975026099	4.34100455701525	0.871219434309751	High	Cell_2096	1
Cell_2097	1	1	NA	-4.14182278779823	-4.23151424689516	0.980046106153168	High	Cell_2097	1
Cell_2098	1	1	NA	-3.9768506666362	-3.63963166047709	0.707901331363246	Medium	Cell_2098	1
Cell_2099	2	1	NA	3.59443512205735	2.58636843359517	0.761117703630589	Medium	Cell_2099	1
Cell_21	2	1	NA	1.34074575983513	-0.0122322577853324	0.944769658031873	High	Cell_21	1
Cell_210	1	1	NA	-2.30817807624974	-3.59438218805954	0.586085873190314	Low	Cell_210	1
Cell_2100	2	1	NA	3.44689608323818	4.80799841632018	0.533759864396416	Low	Cell_2100	1
Cell_2101	1	1	NA	-0.164716411982379	-2.39821226599555	0.814920902717859	Medium	Cell_2101	1
Cell_2102	2	1	NA	3.9470490066507	3.67666604194388	0.676706893602386	Medium	Cell_2102	1
Cell_2103	3	1	NA	0.939451805008705	8.60438494477673	0.712357326061465	Medium	Cell_2103	1
Cell_2104	1	1	NA	0.855144493313018	-0.866721022540969	0.981884395354427	High	Cell_2104	1
Cell_2105	1	1	NA	0.188258933726614	-0.144118529457655	0.840499243466184	High	Cell_2105	1
Cell_2106	1	1	NA	-0.780211193984711	-2.7400302445817	0.859231942216866	High	Cell_2106	1
Cell_2107	2	1	NA	1.58878609736019	-1.03870364021915	0.585314882686362	Low	Cell_2107	1
Cell_2108	1	1	NA	0.424476761243265	-0.561879556017408	0.601804544567131	Low	Cell_2108	1
Cell_2109	1	1	NA	-0.965790756225334	-3.91656414796224	0.938274855958298	High	Cell_2109	1
Cell_211	1	1	NA	0.554884560564211	-1.83611203500104	0.74102130276151	Medium	Cell_211	1
Cell_2110	1	1	NA	-3.47861575833827	-3.34234464277584	0.918761262786575	High	Cell_2110	1
Cell_2111	1	1	NA	0.877476634160011	-1.16818838582256	0.860313521232456	High	Cell_2111	1
Cell_2112	1	1	NA	-0.75727407584643	-1.7923031233671	0.64053168555256	Low	Cell_2112	1
Cell_2113	2	1	NA	3.68915334595951	0.900605722018347	0.604995448375121	Low	Cell_2113	1
Cell_2114	2	1	NA	3.81003175060786	3.49388999429597	0.74707515980117	Medium	Cell_2114	1
Cell_2115	2	1	NA	4.05468914586223	3.95870859971911	0.760876404121518	Medium	Cell_2115	1
Cell_2116	1	1	NA	-2.21843744820251	-2.61274060976234	0.609915905864909	Low	Cell_2116	1
Cell_2117	3	1	NA	3.12841664006867	6.42296833601615	0.881553351180628	High	Cell_2117	1
Cell_2118	2	1	NA	3.30508395505834	0.652278017290136	0.512259826529771	Low	Cell_2118	1
Cell_2119	1	1	NA	-7.26770437202933	-4.18737106943733	0.855742972576991	High	Cell_2119	1
Cell_212	2	1	NA	1.98307368458278	0.69959965016167	0.626482464256696	Low	Cell_212	1
Cell_2120	1	1	NA	-0.25642596076044	-2.83585584734225	0.920443799579516	High	Cell_2120	1
Cell_2121	1	1	NA	-6.13596673451149	-4.2034241744684	0.965410536038689	High	Cell_2121	1
Cell_2122	3	1	NA	3.1986490901749	6.45116463737046	0.831045823637396	Medium	Cell_2122	1
Cell_2123	2	1	NA	1.31748226277943	-0.118550543411051	0.634971109684557	Low	Cell_2123	1
Cell_2124	1	1	NA	1.08922614244265	-2.06892123092848	0.609116730163805	Low	Cell_2124	1
Cell_2125	1	1	NA	0.714120981910116	-0.193538868526256	0.933909085579216	High	Cell_2125	1
Cell_2126	1	1	NA	0.33271089240103	-1.36026706743621	0.512285775854252	Low	Cell_2126	1
Cell_2127	1	1	NA	-2.6443761655056	-2.88539628469279	0.925013362197205	High	Cell_2127	1
Cell_2128	2	1	NA	3.10653387749577	-0.459688292827712	0.761966538499109	Medium	Cell_2128	1
Cell_2129	3	1	NA	3.15614429554013	6.79572759624216	0.717731350916438	Medium	Cell_2129	1
Cell_213	2	1	NA	2.23180728299312	1.05691665076461	0.608127394807525	Low	Cell_213	1
Cell_2130	1	1	NA	-4.77068847649893	-4.58343846819406	0.965647373232059	High	Cell_2130	1
Cell_2131	2	1	NA	2.80592649843208	-1.02649488655771	0.582275197957642	Low	Cell_2131	1
Cell_2132	2	1	NA	2.64424340833558	-1.13859334088744	0.689394196029752	Medium	Cell_2132	1
Cell_2133	2	1	NA	3.95429145195714	3.34236324032391	0.569022468524054	Low	Cell_2133	1
Cell_2134	1	1	NA	-5.33188594794485	-3.60234735085161	0.574860538588837	Low	Cell_2134	1
Cell_2135	1	1	NA	-4.23727041909693	-3.97502295829753	0.838223623693921	High	Cell_2135	1
Cell_2136	3	1	NA	-1.84015989241082	9.37732152161655	0.781058077933267	Medium	Cell_2136	1
Cell_2137	3	1	NA	2.18778778417304	7.80570185132676	0.735824221395887	Medium	Cell_2137	1
Cell_2138	1	1	NA	-2.40686057288507	-2.10499466023505	0.905550084309652	High	Cell_2138	1
Cell_2139	1	1	NA	-1.41008881156157	-1.34328474967568	0.981194266118109	High	Cell_2139	1
Cell_214	2	1	NA	2.70958073141865	0.25795115941971	0.837188194040209	High	Cell_214	1
Cell_2140	2	1	NA	3.76160288787795	3.80785753639499	0.757704942021519	Medium	Cell_2140	1
Cell_2141	2	1	NA	2.99951020377393	-0.506531672056633	0.851861384813674	High	Cell_2141	1
Cell_2142	3	1	NA	3.43414624651202	6.4115787742439	0.590439755003899	Low	Cell_2142	1
Cell_2143	1	1	NA	-5.19693562622129	-3.56038453588823	0.677483473555185	Medium	Cell_2143	1
Cell_2144	2	1	NA	4.29377731307905	3.21772982967835	0.52495139464736	Low	Cell_2144	1
Cell_2145	2	1	NA	2.64055507398471	-0.752055460768306	0.576276851352304	Low	Cell_2145	1
Cell_2146	1	1	NA	-3.25489955021747	-3.09756075596036	0.549635859322734	Low	Cell_2146	1
Cell_2147	1	1	NA	-2.7560617509061	-3.3422369897904	0.640074038063176	Low	Cell_2147	1
Cell_2148	1	1	NA	-2.51207396364658	-3.61749097371245	0.693725101067685	Medium	Cell_2148	1
Cell_2149	2	1	NA	4.07211559665454	3.10969885291001	0.817079393193126	Medium	Cell_2149	1
Cell_215	2	1	NA	2.32164407168386	0.0585425466089904	0.523831813712604	Low	Cell_215	1
Cell_2150	1	1	NA	3.79270168398908	-7.91323591788907	0.853531804401428	High	Cell_2150	1
Cell_2151	3	1	NA	3.6247285597518	6.48963617767387	0.663009159383364	Low	Cell_2151	1
Cell_2152	1	1	NA	-1.95078244961113	-3.53755925342408	0.982591657550074	High	Cell_2152	1
Cell_2153	2	1	NA	1.90910264918134	-1.7353800342462	0.848227223730646	High	Cell_2153	1
Cell_2154	2	1	NA	3.70996438073735	1.66064238775444	0.580539097078145	Low	Cell_2154	1
Cell_2155	1	1	NA	-5.41767782254632	-4.20311035093875	0.684531120816246	Medium	Cell_2155	1
Cell_2156	2	1	NA	1.9974404455795	1.48375922247551	0.651108879595995	Low	Cell_2156	1
Cell_2157	2	1	NA	2.39736600448646	-0.109864972402701	0.728982883738354	Medium	Cell_2157	1
Cell_2158	2	1	NA	3.96817252496978	1.96508215914569	0.911641373182647	High	Cell_2158	1
Cell_2159	1	1	NA	-3.3340220899177	-2.33742636761771	0.616269675432704	Low	Cell_2159	1
Cell_216	1	1	NA	-3.6945312616932	-4.29148988788246	0.85042654373683	High	Cell_216	1
Cell_2160	2	1	NA	1.20870317272039	0.108208526164896	0.701161112636328	Medium	Cell_2160	1
Cell_2161	1	1	NA	-8.3532488785448	-3.70184901322047	0.985806401469745	High	Cell_2161	1
Cell_2162	1	1	NA	1.42696501957096	-2.03686977240146	0.562210372998379	Low	Cell_2162	1
Cell_2163	1	1	NA	-3.25795391904268	-2.69305028432006	0.815145038301125	Medium	Cell_2163	1
Cell_2164	1	1	NA	0.866934120622059	-0.531588580336588	0.851933502941392	High	Cell_2164	1
Cell_2165	1	1	NA	-4.88294622651109	-3.78117098694302	0.795600142097101	Medium	Cell_2165	1
Cell_2166	1	1	NA	-0.428908400934623	-0.832098077829366	0.998258135630749	High	Cell_2166	1
Cell_2167	1	1	NA	0.469636353179952	-2.32719612968999	0.522668050718494	Low	Cell_2167	1
Cell_2168	1	1	NA	0.416256643551185	-4.39437222069519	0.995036268956028	High	Cell_2168	1
Cell_2169	1	1	NA	-1.34215874920273	-3.71850576174914	0.872653154656291	High	Cell_2169	1
Cell_217	2	1	NA	3.88178587457249	5.23860743130419	0.67594431922771	Medium	Cell_217	1
Cell_2170	3	1	NA	2.28378217295519	7.69201419947322	0.718374798889272	Medium	Cell_2170	1
Cell_2171	2	1	NA	4.14501718708988	4.24992826130371	0.576503274380229	Low	Cell_2171	1
Cell_2172	3	1	NA	2.8908864401121	6.85421722575219	0.724432587740012	Medium	Cell_2172	1
Cell_2173	2	1	NA	2.35714616910885	0.304069980854131	0.59316235629376	Low	Cell_2173	1
Cell_2174	1	1	NA	3.82570560978983	-7.80322700728415	0.713274291250855	Medium	Cell_2174	1
Cell_2175	2	1	NA	3.78383802297418	4.70611550200069	0.910389933269471	High	Cell_2175	1
Cell_2176	3	1	NA	2.17709991329859	7.99234862303405	0.525189457111992	Low	Cell_2176	1
Cell_2177	1	1	NA	-6.58590628789955	-3.9118905528502	0.662691075820476	Low	Cell_2177	1
Cell_2178	1	1	NA	2.28007879394122	-2.67332297403343	0.921205964754336	High	Cell_2178	1
Cell_2179	2	1	NA	2.67518260658928	-0.288118422968001	0.520099896471947	Low	Cell_2179	1
Cell_218	3	1	NA	-1.32817963321245	9.27513076506959	0.704471998964436	Medium	Cell_218	1
Cell_2180	1	1	NA	-0.886334656579282	-2.20544456858638	0.895936480606906	High	Cell_2180	1
Cell_2181	3	1	NA	2.70745994396481	7.20266811476412	0.980814218753949	High	Cell_2181	1
Cell_2182	2	1	NA	3.66601644416118	5.50064170152678	0.830460243741982	Medium	Cell_2182	1
Cell_2183	3	1	NA	3.28956363811616	6.06291445489184	0.504358709556982	Low	Cell_2183	1
Cell_2184	1	1	NA	-0.959920041407793	-1.18812660412995	0.732894612126984	Medium	Cell_2184	1
Cell_2185	3	1	NA	1.92517666796256	8.09113927081733	0.858306924346834	High	Cell_2185	1
Cell_2186	2	1	NA	2.16699100091646	-1.68123129166918	0.514091054908931	Low	Cell_2186	1
Cell_2187	1	1	NA	-1.26656151797856	-1.71197028371853	0.92274127935525	High	Cell_2187	1
Cell_2188	1	1	NA	-0.97492518880164	-2.06177035151405	0.873207704513334	High	Cell_2188	1
Cell_2189	1	1	NA	-7.34920636846904	-4.22080808946808	0.63201538217254	Low	Cell_2189	1
Cell_219	1	1	NA	3.82702420523701	-7.74615910076931	0.910475661978126	High	Cell_219	1
Cell_2190	1	1	NA	-3.65352465067904	-2.87561533896882	0.872956838109531	High	Cell_2190	1
Cell_2191	1	1	NA	-1.37416588897458	-1.47323516159373	0.835791235673241	High	Cell_2191	1
Cell_2192	2	1	NA	4.25163204282015	3.84628333795773	0.586026366683654	Low	Cell_2192	1
Cell_2193	2	1	NA	4.51362212056891	3.26578137222446	0.834858234156854	High	Cell_2193	1
Cell_2194	3	1	NA	3.14167484593444	6.01733366833393	0.965177015750669	High	Cell_2194	1
Cell_2195	3	1	NA	0.639412303897853	8.84139526795223	0.925487379194237	High	Cell_2195	1
Cell_2196	1	1	NA	-4.92670538857929	-3.42255452124525	0.890536617604084	High	Cell_2196	1
Cell_2197	3	1	NA	0.926059524159339	8.78751472183696	0.842921165633015	High	Cell_2197	1
Cell_2198	2	1	NA	3.64808112879407	0.587928651564771	0.795684556011111	Medium	Cell_2198	1
Cell_2199	1	1	NA	-1.11774055846173	0.389369442412711	0.701636608457193	Medium	Cell_2199	1
Cell_22	1	1	NA	-0.891854100052482	-2.39671190176123	0.8464017030783	High	Cell_22	1
Cell_220	1	1	NA	-1.75822610164262	-2.38434614323067	0.959428674075752	High	Cell_220	1
Cell_2200	1	1	NA	-5.82409308040571	-4.26149141183645	0.564174056285992	Low	Cell_2200	1
Cell_2201	1	1	NA	-1.20576429808433	-3.50750377978265	0.91008223220706	High	Cell_2201	1
Cell_2202	3	1	NA	1.47822213338504	8.54023481155631	0.858360236161388	High	Cell_2202	1
Cell_2203	1	1	NA	1.3438471432274	-1.14672763758555	0.894162426237017	High	Cell_2203	1
Cell_2204	1	1	NA	-4.73371892661927	-3.59288059521154	0.509158000582829	Low	Cell_2204	1
Cell_2205	1	1	NA	-2.02113285621026	-0.491399049254701	0.587245070491917	Low	Cell_2205	1
Cell_2206	2	1	NA	2.20798810331999	0.794270928223716	0.799324484192766	Medium	Cell_2206	1
Cell_2207	2	1	NA	4.41956005049012	4.13352017093704	0.540319411433302	Low	Cell_2207	1
Cell_2208	1	1	NA	-3.78831120942103	-3.09340662890836	0.853657970903441	High	Cell_2208	1
Cell_2209	1	1	NA	1.87987575936421	-2.20068523677174	0.781834387104027	Medium	Cell_2209	1
Cell_221	2	1	NA	2.75570968368374	0.817788023371214	0.641264165053144	Low	Cell_221	1
Cell_2210	1	1	NA	-5.41212370971126	-3.81694665159792	0.641403954592533	Low	Cell_2210	1
Cell_2211	2	1	NA	1.63778488326664	-1.58665608319746	0.696028382866643	Medium	Cell_2211	1
Cell_2212	1	1	NA	-4.09099411528812	-4.25315906069695	0.836364083923399	High	Cell_2212	1
Cell_2213	1	1	NA	-0.836986440935742	-0.903357541595299	0.581089833634906	Low	Cell_2213	1
Cell_2214	1	1	NA	-4.48334523600925	-4.45220819498182	0.554250951739959	Low	Cell_2214	1
Cell_2215	1	1	NA	1.1326275008346	-0.737105508585182	0.766722114989534	Medium	Cell_2215	1
Cell_2216	1	1	NA	-1.24529514784566	-2.87765748215225	0.551599550177343	Low	Cell_2216	1
Cell_2217	2	1	NA	3.82383432674996	1.76267702051842	0.54670904262457	Low	Cell_2217	1
Cell_2218	3	1	NA	2.75424130986612	7.16948030338727	0.819962571025826	Medium	Cell_2218	1
Cell_2219	1	1	NA	2.20139240345177	-2.67091525935603	0.782021218561567	Medium	Cell_2219	1
Cell_222	3	1	NA	2.78922042738548	7.17856880485919	0.980552396853454	High	Cell_222	1
Cell_2220	1	1	NA	-4.08279528948499	-4.36080866267292	0.65276825975161	Low	Cell_2220	1
Cell_2221	2	1	NA	3.58538351211975	5.18366510343094	0.633004515664652	Low	Cell_2221	1
Cell_2222	2	1	NA	2.57396083618851	0.540603818077746	0.816250394796953	Medium	Cell_2222	1
Cell_2223	3	1	NA	0.642343878209498	8.87342509941247	0.915378916775808	High	Cell_2223	1
Cell_2224	1	1	NA	-1.69642560111189	-0.4206051706122	0.525677807629108	Low	Cell_2224	1
Cell_2225	1	1	NA	-2.27613049112432	-0.634684290233845	0.996167518082075	High	Cell_2225	1
Cell_2226	1	1	NA	-4.28598244211307	-3.26016997068634	0.511043596430682	Low	Cell_2226	1
Cell_2227	2	1	NA	4.36919473117116	1.73684426582384	0.58991944452282	Low	Cell_2227	1
Cell_2228	1	1	NA	-0.00977970785571025	0.0857071939052859	0.664346037432551	Low	Cell_2228	1
Cell_2229	2	1	NA	3.46242194277805	1.26481104928124	0.927447858382948	High	Cell_2229	1
Cell_223	1	1	NA	-1.20508757361424	-1.65745083180616	0.864197214134037	High	Cell_223	1
Cell_2230	3	1	NA	4.06486122050767	5.74498084221696	0.592180156614631	Low	Cell_2230	1
Cell_2231	1	1	NA	1.2358327797503	-0.753119395421898	0.897678351262584	High	Cell_2231	1
Cell_2232	2	1	NA	2.52212098565716	-0.522979411116569	0.929426069138572	High	Cell_2232	1
Cell_2233	1	1	NA	-0.558264117856187	-3.55995584238458	0.736009766929783	Medium	Cell_2233	1
Cell_2234	1	1	NA	-6.22023859048951	-4.57540874153293	0.824101419653744	Medium	Cell_2234	1
Cell_2235	2	1	NA	3.3806297691686	1.73825617630367	0.662520842277445	Low	Cell_2235	1
Cell_2236	1	1	NA	1.36339942357479	-1.71467115571048	0.73306872905232	Medium	Cell_2236	1
Cell_2237	3	1	NA	3.16269653853008	6.85421289771294	0.97120364184957	High	Cell_2237	1
Cell_2238	1	1	NA	-6.97828474203615	-4.11493986873312	0.622732149320655	Low	Cell_2238	1
Cell_2239	1	1	NA	-1.59900246532803	-2.46129639045199	0.511228529619984	Low	Cell_2239	1
Cell_224	2	1	NA	2.08222535140695	0.0739488034483397	0.843187541002408	High	Cell_224	1
Cell_2240	2	1	NA	3.43454204543498	-0.163923586175639	0.983535915263928	High	Cell_2240	1
Cell_2241	1	1	NA	-8.58493430770786	-3.83618207984507	0.630024428479373	Low	Cell_2241	1
Cell_2242	2	1	NA	3.2590955986139	-0.154764475449876	0.827053608256392	Medium	Cell_2242	1
Cell_2243	2	1	NA	3.13743548047651	5.24466336839848	0.537690618773922	Low	Cell_2243	1
Cell_2244	3	1	NA	2.97490399223518	5.73081542726097	0.984623049502261	High	Cell_2244	1
Cell_2245	2	1	NA	2.33614436895164	0.217199176171523	0.959269661922008	High	Cell_2245	1
Cell_2246	3	1	NA	1.69008322323163	8.23294166646367	0.934076268109493	High	Cell_2246	1
Cell_2247	1	1	NA	-5.08598550628018	-3.52364066965442	0.712189487414435	Medium	Cell_2247	1
Cell_2248	1	1	NA	-4.3982875310286	-3.03900678618818	0.890515987994149	High	Cell_2248	1
Cell_2249	2	1	NA	3.51880503900171	3.67029706489973	0.649952946347184	Low	Cell_2249	1
Cell_225	2	1	NA	3.4298064222259	2.20165498575857	0.526421971386299	Low	Cell_225	1
Cell_2250	3	1	NA	2.73791823295746	7.10061994715245	0.644726394210011	Low	Cell_2250	1
Cell_2251	2	1	NA	2.78012915225705	-1.06053202317646	0.999636916560121	High	Cell_2251	1
Cell_2252	1	1	NA	-2.17059226852366	-4.2416304668229	0.99351860396564	High	Cell_2252	1
Cell_2253	1	1	NA	-5.75630132360643	-4.38250286294857	0.740023170597851	Medium	Cell_2253	1
Cell_2254	1	1	NA	1.31966026305076	-1.34281336445848	0.88113753311336	High	Cell_2254	1
Cell_2255	2	1	NA	5.1923129827653	3.4876423393735	0.66430596250575	Low	Cell_2255	1
Cell_2256	1	1	NA	-6.54246690502511	-3.61539085889264	0.618119423626922	Low	Cell_2256	1
Cell_2257	1	1	NA	0.7312246397201	-2.32158867421175	0.808930015191436	Medium	Cell_2257	1
Cell_2258	1	1	NA	-5.77249115949892	-3.53364649575719	0.6702246327186	Medium	Cell_2258	1
Cell_2259	1	1	NA	-3.9188018793787	-2.29927346508657	0.5291955138091	Low	Cell_2259	1
Cell_226	3	1	NA	2.59263991901712	7.67503781749065	0.697610067320056	Medium	Cell_226	1
Cell_2260	1	1	NA	2.77928852649778	-1.71058951443208	0.990972911124118	High	Cell_2260	1
Cell_2261	2	1	NA	1.96692195677546	-0.703524128972846	0.844020060845651	High	Cell_2261	1
Cell_2262	2	1	NA	3.88370607061259	2.50221220222113	0.931091110454872	High	Cell_2262	1
Cell_2263	1	1	NA	0.289650385626868	-0.488613793640627	0.730847741826437	Medium	Cell_2263	1
Cell_2264	1	1	NA	1.37032494801175	-1.92365341504895	0.563013599254191	Low	Cell_2264	1
Cell_2265	1	1	NA	0.967045544017656	-3.80840868013494	0.840147722628899	High	Cell_2265	1
Cell_2266	3	1	NA	0.547860115336563	8.77671966910509	0.509974392596632	Low	Cell_2266	1
Cell_2267	1	1	NA	0.693715779704392	-1.75334935614895	0.581479319836944	Low	Cell_2267	1
Cell_2268	1	1	NA	0.654736340916456	-3.13906730519862	0.947907917550765	High	Cell_2268	1
Cell_2269	1	1	NA	-1.70398723227191	-0.743000876308649	0.576578872278333	Low	Cell_2269	1
Cell_227	1	1	NA	-1.05135417077098	-2.89477322036149	0.738922689924948	Medium	Cell_227	1
Cell_2270	1	1	NA	-0.801888854150015	-2.4091858108632	0.629320796811953	Low	Cell_2270	1
Cell_2271	3	1	NA	-0.456448639429067	9.10058916515759	0.622012340114452	Low	Cell_2271	1
Cell_2272	2	1	NA	2.65448780171385	1.46278250530257	0.655932453693822	Low	Cell_2272	1
Cell_2273	2	1	NA	3.60227979999846	4.88753231487495	0.610623344779015	Low	Cell_2273	1
Cell_2274	2	1	NA	3.0349764714439	1.7828369812324	0.515273421420716	Low	Cell_2274	1
Cell_2275	3	1	NA	1.42172326730505	8.57333090195917	0.9515183045296	High	Cell_2275	1
Cell_2276	1	1	NA	-1.90341942869603	-1.09847338349979	0.979698732146062	High	Cell_2276	1
Cell_2277	2	1	NA	3.41330666668807	2.21955155637251	0.971424330724403	High	Cell_2277	1
Cell_2278	1	1	NA	-6.70496412436371	-4.51730526477422	0.726650019991212	Medium	Cell_2278	1
Cell_2279	1	1	NA	-1.19298858452672	-2.95029790739124	0.718832501210272	Medium	Cell_2279	1
Cell_228	1	1	NA	0.884909140995165	-0.471833432598128	0.780126631841995	Medium	Cell_228	1
Cell_2280	1	1	NA	-4.73306914908746	-4.09872349320996	0.525083073880523	Low	Cell_2280	1
Cell_2281	1	1	NA	0.737216724923526	-2.39476133274264	0.679910634178668	Medium	Cell_2281	1
