Cell_ID	SR_Value	SR_Category
Cell_822	0.655635404516943	Low
Cell_823	0.802793420734815	Medium
Cell_824	0.995517159462906	High
Cell_825	0.871602457598783	High
Cell_826	0.537928565172479	Low
Cell_827	0.725584453204647	Medium
Cell_828	0.526768467272632	Low
Cell_829	0.66977775702253	Medium
Cell_830	0.86697607440874	High
Cell_831	0.502053470234387	Low
Cell_832	0.885954741155729	High
Cell_833	0.731487605604343	Medium
Cell_834	0.860420175013132	High
Cell_835	0.833252858603373	Medium
Cell_836	0.786036860314198	Medium
Cell_837	0.851906475028954	High
Cell_838	0.82861053023953	Medium
Cell_839	0.644676072522998	Low
Cell_840	0.548619727836922	Low
Cell_841	0.981210660538636	High
Cell_842	0.868167014559731	High
Cell_843	0.806361734285019	Medium
Cell_844	0.559964440413751	Low
Cell_845	0.775129523244686	Medium
Cell_846	0.631378138903528	Low
Cell_847	0.949180415598676	High
Cell_848	0.504589972901158	Low
Cell_849	0.618117467965931	Low
Cell_850	0.565022297669202	Low
Cell_851	0.663116573356092	Low
Cell_852	0.863199444138445	High
Cell_853	0.995872617699206	High
Cell_854	0.857566763879731	High
Cell_855	0.752219905494712	Medium
Cell_856	0.718023835914209	Medium
Cell_857	0.974412625306286	High
Cell_858	0.560090743820183	Low
Cell_859	0.53757258830592	Low
Cell_860	0.944510746398009	High
Cell_861	0.712226047529839	Medium
Cell_862	0.521180339390412	Low
Cell_863	0.823721071821637	Medium
Cell_864	0.734309581224807	Medium
Cell_865	0.808963061659597	Medium
Cell_866	0.635407716268674	Low
Cell_867	0.578647643327713	Low
Cell_868	0.557127135107294	Low
Cell_869	0.753841431578621	Medium
Cell_870	0.774016143754125	Medium
Cell_871	0.570323094725609	Low
Cell_872	0.58488452504389	Low
Cell_873	0.880992661579512	High
Cell_874	0.763697470305488	Medium
Cell_875	0.930494678788818	High
Cell_876	0.836777493939735	High
Cell_877	0.506520514842123	Low
Cell_878	0.846599450684153	High
Cell_879	0.94585686607752	High
Cell_880	0.815925087663345	Medium
Cell_881	0.553647327469662	Low
Cell_882	0.96053260192275	High
Cell_883	0.837681190576404	High
Cell_884	0.574296856299043	Low
Cell_885	0.872670921147801	High
Cell_886	0.971299430937506	High
Cell_887	0.710391687811352	Medium
Cell_888	0.648861539084464	Low
Cell_889	0.629713335074484	Low
Cell_890	0.611440658452921	Low
Cell_891	0.782827171729878	Medium
Cell_892	0.878325066412799	High
Cell_893	0.834801772958599	High
Cell_894	0.773261397145689	Medium
Cell_895	0.90573182888329	High
Cell_896	0.87958340102341	High
Cell_897	0.51003423309885	Low
Cell_898	0.690451850066893	Medium
Cell_899	0.525440056808293	Low
Cell_900	0.898951468640007	High
Cell_901	0.961849606595933	High
Cell_902	0.771299185231328	Medium
Cell_903	0.926182300085202	High
Cell_904	0.791781431646086	Medium
Cell_905	0.834161821752787	High
Cell_906	0.755657298257574	Medium
Cell_907	0.881375294644386	High
Cell_908	0.951681143953465	High
Cell_909	0.910237256088294	High
Cell_910	0.535715924808756	Low
Cell_911	0.501948171528056	Low
Cell_912	0.526099307928234	Low
Cell_913	0.933280089870095	High
Cell_914	0.788122584461235	Medium
Cell_915	0.656921286019497	Low
Cell_916	0.979732891893946	High
Cell_917	0.795596878509969	Medium
Cell_918	0.76570466789417	Medium
Cell_919	0.691968335770071	Medium
Cell_920	0.659776614746079	Low
Cell_921	0.904193127644248	High
Cell_922	0.520959749235772	Low
Cell_923	0.681871347362176	Medium
Cell_924	0.928298483486287	High
Cell_925	0.848973289248534	High
Cell_926	0.842243236489594	High
Cell_927	0.67400752636604	Medium
Cell_928	0.777340914704837	Medium
Cell_929	0.568621808779426	Low
Cell_930	0.89246577816084	High
Cell_931	0.94343128579203	High
Cell_932	0.60204794164747	Low
Cell_933	0.885311480727978	High
Cell_934	0.798181480378844	Medium
Cell_935	0.978834871202707	High
Cell_936	0.579344198806211	Low
Cell_937	0.762987137073651	Medium
Cell_938	0.936575683765113	High
Cell_939	0.934853035141714	High
Cell_940	0.511844321619719	Low
Cell_941	0.987944846739992	High
Cell_942	0.745112099102698	Medium
Cell_943	0.694585161516443	Medium
Cell_944	0.708777479943819	Medium
Cell_945	0.546462910249829	Low
Cell_946	0.580904605099931	Low
Cell_947	0.702708247583359	Medium
Cell_948	0.67090722208377	Medium
Cell_949	0.707628726609983	Medium
Cell_950	0.652026234543882	Low
Cell_951	0.780140268732794	Medium
Cell_952	0.577937075286172	Low
Cell_953	0.978289882070385	High
Cell_954	0.521983312675729	Low
Cell_955	0.686078871367499	Medium
Cell_956	0.981307670706883	High
Cell_957	0.822713757865131	Medium
Cell_958	0.530631307163276	Low
Cell_959	0.704972964245826	Medium
Cell_960	0.712952567031607	Medium
Cell_961	0.754079042351805	Medium
Cell_962	0.724799955380149	Medium
Cell_963	0.811630691750906	Medium
Cell_964	0.569988965522498	Low
Cell_965	0.953973200405017	High
Cell_966	0.784721637377515	Medium
Cell_967	0.774140286957845	Medium
Cell_968	0.558413811260834	Low
Cell_969	0.881014166167006	High
Cell_970	0.739184723352082	Medium
Cell_971	0.890984457335435	High
Cell_972	0.523013274301775	Low
Cell_973	0.909922333899885	High
Cell_974	0.634704223717563	Low
Cell_975	0.641425207257271	Low
Cell_976	0.821610779734328	Medium
Cell_977	0.974059418891557	High
Cell_978	0.503499227226712	Low
Cell_979	0.675808836007491	Medium
Cell_980	0.709522862453014	Medium
Cell_981	0.728938398533501	Medium
Cell_982	0.855846289661713	High
Cell_983	0.959924028837122	High
Cell_984	0.813555350294337	Medium
Cell_985	0.951090889167972	High
Cell_986	0.878664579591714	High
Cell_987	0.568929182831198	Low
Cell_988	0.576627439004369	Low
Cell_989	0.595656093442813	Low
Cell_990	0.716592570301145	Medium
Cell_991	0.543609650922008	Low
Cell_992	0.611890000523999	Low
Cell_993	0.786074339761399	Medium
Cell_994	0.700084589188918	Medium
Cell_995	0.782732690335251	Medium
Cell_996	0.914811939350329	High
Cell_997	0.821056909742765	Medium
Cell_998	0.695749375852756	Medium
Cell_999	0.854789927368984	High
Cell_1000	0.554412036552094	Low
Cell_1001	0.636811367119662	Low
Cell_1002	0.796933466335759	Medium
Cell_1003	0.580092406715266	Low
Cell_1004	0.926715119392611	High
Cell_1005	0.923869578866288	High
Cell_1006	0.738943406264298	Medium
Cell_1007	0.886846061213873	High
Cell_1008	0.647700040251948	Low
Cell_1009	0.532814055914059	Low
Cell_1010	0.720266562420875	Medium
Cell_1011	0.731049428926781	Medium
Cell_1012	0.670467185089365	Medium
Cell_1013	0.592570159351453	Low
Cell_1014	0.753498863428831	Medium
Cell_1015	0.509595515322872	Low
Cell_1016	0.886843019747175	High
Cell_1017	0.77983253961429	Medium
Cell_1018	0.82073131960351	Medium
Cell_1019	0.734216059325263	Medium
Cell_1020	0.639611905324273	Low
Cell_1021	0.730608285171911	Medium
Cell_1022	0.896369170863181	High
Cell_1023	0.792782788164914	Medium
Cell_1024	0.697379492921755	Medium
Cell_1025	0.905618674820289	High
Cell_1026	0.659281546948478	Low
Cell_1027	0.790723669109866	Medium
Cell_1028	0.727744478965178	Medium
Cell_1029	0.634401724906638	Low
Cell_1030	0.777588602388278	Medium
Cell_1031	0.61561544216238	Low
Cell_1032	0.77161644899752	Medium
Cell_1033	0.723785070586018	Medium
Cell_1034	0.565144068445079	Low
Cell_1035	0.81086299137678	Medium
Cell_1036	0.773997141630389	Medium
Cell_1037	0.574622106854804	Low
Cell_1038	0.779772934620269	Medium
Cell_1039	0.71344278822653	Medium
Cell_1040	0.723865049192682	Medium
Cell_1041	0.916647385805845	High
Cell_1042	0.859793641371652	High
Cell_1043	0.72844337776769	Medium
Cell_1044	0.760632131481543	Medium
Cell_1045	0.621228538802825	Low
Cell_1046	0.537930417340249	Low
Cell_1047	0.695647545624524	Medium
Cell_1048	0.506554107996635	Low
Cell_1049	0.933749734307639	High
Cell_1050	0.996307836845517	High
Cell_1051	0.8544276941102	High
Cell_1052	0.913357745157555	High
Cell_1053	0.94594813475851	High
Cell_1054	0.76970536634326	Medium
Cell_1055	0.777656795922667	Medium
Cell_1056	0.638219941873103	Low
Cell_1057	0.829598962911405	Medium
Cell_1058	0.62171762122307	Low
Cell_1059	0.644133102381602	Low
Cell_1060	0.857890479266644	High
Cell_1061	0.86376681656111	High
Cell_1062	0.586521519348025	Low
Cell_1063	0.653155629406683	Low
Cell_1064	0.684953638352454	Medium
Cell_1065	0.538860777160153	Low
Cell_1066	0.856575094396248	High
Cell_1067	0.775461364537477	Medium
Cell_1068	0.567932698177174	Low
Cell_1069	0.987081847037189	High
Cell_1070	0.780981579446234	Medium
Cell_1071	0.894204690819606	High
Cell_1072	0.924457042128779	High
Cell_1073	0.939020887366496	High
Cell_1074	0.900238186935894	High
Cell_1075	0.820074243238196	Medium
Cell_1076	0.814463880378753	Medium
Cell_1077	0.635704502346925	Low
Cell_1078	0.514969912706874	Low
Cell_1079	0.70993210747838	Medium
Cell_1080	0.677717335522175	Medium
Cell_1081	0.696165626985021	Medium
Cell_1082	0.585968416184187	Low
Cell_1083	0.659821059671231	Low
Cell_1084	0.706777532119304	Medium
Cell_1085	0.879667848348618	High
Cell_1086	0.635945102549158	Low
Cell_1087	0.557791228522547	Low
Cell_1088	0.51466830749996	Low
Cell_1089	0.903427648940124	High
Cell_1090	0.740063218283467	Medium
Cell_1091	0.903123970143497	High
Cell_1092	0.539502840838395	Low
Cell_1093	0.557668704772368	Low
Cell_1094	0.56470814475324	Low
Cell_1095	0.869374271016568	High
Cell_1096	0.878549266722985	High
Cell_1097	0.99622765427921	High
Cell_1098	0.812276493641548	Medium
Cell_1099	0.644345054286532	Low
Cell_1100	0.599955887184478	Low
Cell_1101	0.900458924355917	High
Cell_1102	0.863881355151534	High
Cell_1103	0.608523987350054	Low
Cell_1104	0.872119252686389	High
Cell_1105	0.933326854137704	High
Cell_1106	0.76470287819393	Medium
Cell_1107	0.799319273442961	Medium
Cell_1108	0.96881616616156	High
Cell_1109	0.975362049182877	High
Cell_1110	0.830266150645912	Medium
Cell_1111	0.536143290461041	Low
Cell_1112	0.913165789330378	High
Cell_1113	0.739772038999945	Medium
Cell_1114	0.695614391705021	Medium
Cell_1115	0.649561387836002	Low
Cell_1116	0.622154124779627	Low
Cell_1117	0.710905065876432	Medium
Cell_1118	0.968885088455863	High
Cell_1119	0.632242558291182	Low
Cell_1120	0.784284377004951	Medium
Cell_1121	0.60109228384681	Low
Cell_1122	0.596402813447639	Low
Cell_1123	0.859305872581899	High
Cell_1124	0.656758947763592	Low
Cell_1125	0.569195063668303	Low
Cell_1126	0.529015348874964	Low
Cell_1127	0.965549820568413	High
Cell_1128	0.784169006044976	Medium
Cell_1129	0.558885180274956	Low
Cell_1130	0.78239724074956	Medium
Cell_1131	0.770128091447987	Medium
Cell_1132	0.909841259242967	High
Cell_1133	0.851489751948975	High
Cell_1134	0.783874186803587	Medium
Cell_1135	0.860654633142985	High
Cell_1136	0.876222106744535	High
Cell_1137	0.69071129837539	Medium
Cell_1138	0.64400514063891	Low
Cell_1139	0.76584166358225	Medium
Cell_1140	0.629823035676964	Low
Cell_1141	0.915895158890635	High
Cell_1142	0.702681942377239	Medium
Cell_1143	0.536315962788649	Low
Cell_1144	0.976879312307574	High
Cell_1145	0.608591891475953	Low
Cell_1146	0.702812633360736	Medium
Cell_1147	0.812834157724865	Medium
Cell_1148	0.814202401903458	Medium
Cell_1149	0.664119332097471	Low
Cell_1150	0.569454745971598	Low
Cell_1151	0.957328585209325	High
Cell_1152	0.799557983642444	Medium
Cell_1153	0.874803547980264	High
Cell_1154	0.959477372583933	High
Cell_1155	0.764382697991095	Medium
Cell_1156	0.685989373014309	Medium
Cell_1157	0.532904160558246	Low
Cell_1158	0.927184961852618	High
Cell_1159	0.755205650697462	Medium
Cell_1160	0.60499902931042	Low
Cell_1161	0.687921718345024	Medium
Cell_1162	0.603682749904692	Low
Cell_1163	0.729620408616029	Medium
Cell_1164	0.620751125039533	Low
Cell_1165	0.55934516119305	Low
Cell_1166	0.536234574858099	Low
Cell_1167	0.845494924928062	High
Cell_1168	0.643478809623048	Low
Cell_1169	0.574706247774884	Low
Cell_1170	0.986216004588641	High
Cell_1171	0.70525719516445	Medium
Cell_1172	0.700906927115284	Medium
Cell_1173	0.824278174317442	Medium
Cell_1174	0.958152869832702	High
Cell_1175	0.608331069466658	Low
Cell_1176	0.773999435943551	Medium
Cell_1177	0.8600252289325	High
Cell_1178	0.698623002623208	Medium
Cell_1179	0.547000696300529	Low
Cell_1180	0.817448202520609	Medium
Cell_1181	0.501239405130036	Low
Cell_1182	0.605261619901285	Low
Cell_1183	0.839511404745281	High
Cell_1184	0.933094565174542	High
Cell_1185	0.89984855777584	High
Cell_1186	0.567498199176043	Low
Cell_1187	0.693749128840864	Medium
Cell_1188	0.894235964515246	High
Cell_1189	0.846456833300181	High
Cell_1190	0.797136485693045	Medium
Cell_1191	0.561928825685754	Low
Cell_1192	0.777539051370695	Medium
Cell_1193	0.724705693894066	Medium
Cell_1194	0.883083264343441	High
Cell_1195	0.51304886082653	Low
Cell_1196	0.597585715935566	Low
Cell_1197	0.940617282409221	High
Cell_1198	0.554900796734728	Low
Cell_1199	0.984275463968515	High
Cell_1200	0.692599296453409	Medium
Cell_1201	0.929295703652315	High
Cell_1202	0.943692377302796	High
Cell_1203	0.74454574927222	Medium
Cell_1204	0.85904590447899	High
Cell_1205	0.743352786288597	Medium
Cell_1206	0.994354430469684	High
Cell_1207	0.532375564798713	Low
Cell_1208	0.578831388964318	Low
Cell_1209	0.892674309201539	High
Cell_1210	0.771094144904055	Medium
Cell_1211	0.708273672615178	Medium
Cell_1212	0.999441324500367	High
Cell_1213	0.627836558502167	Low
Cell_1214	0.753937835572287	Medium
Cell_1215	0.539485588786192	Low
Cell_1216	0.906834182213061	High
Cell_1217	0.691089580068365	Medium
Cell_1218	0.901091353967786	High
Cell_1219	0.598961818381213	Low
Cell_1220	0.973199885105714	High
Cell_1221	0.672836237121373	Medium
Cell_1222	0.761025123647414	Medium
Cell_1223	0.555844003218226	Low
Cell_1224	0.942987425602041	High
Cell_1225	0.97712748660706	High
Cell_1226	0.520190381561406	Low
Cell_1227	0.74680809432175	Medium
Cell_1228	0.613031852408312	Low
Cell_1229	0.929400169639848	High
Cell_1230	0.765467866905965	Medium
Cell_1231	0.50231907540001	Low
Cell_1232	0.638780040084384	Low
Cell_1233	0.662601571530104	Low
Cell_1234	0.794353138306178	Medium
Cell_1235	0.624842350371182	Low
Cell_1236	0.52155864040833	Low
Cell_1237	0.555339393788017	Low
Cell_1238	0.851876906002872	High
Cell_1239	0.969510619412176	High
Cell_1240	0.655584509018809	Low
Cell_1241	0.539246465079486	Low
Cell_1242	0.660872045671567	Low
Cell_1243	0.81245276844129	Medium
Cell_1244	0.720120924757794	Medium
Cell_1245	0.900672650313936	High
Cell_1246	0.639641902525909	Low
Cell_1247	0.785356596694328	Medium
Cell_1248	0.521064006024972	Low
Cell_1249	0.595358727732673	Low
Cell_1250	0.863543235347606	High
Cell_1251	0.913345025153831	High
Cell_1252	0.755360537674278	Medium
Cell_1253	0.78386308287736	Medium
Cell_1254	0.500577909871936	Low
Cell_1255	0.571889051585458	Low
Cell_1256	0.932983541511931	High
Cell_1257	0.541280530276708	Low
Cell_1258	0.622285341029055	Low
Cell_1259	0.99077157874126	High
Cell_1260	0.78879063972272	Medium
Cell_1261	0.62436318222899	Low
Cell_1262	0.807476976886392	Medium
Cell_1263	0.515878660371527	Low
Cell_1264	0.573211772134528	Low
Cell_1265	0.851536486996338	High
Cell_1266	0.532780354260467	Low
Cell_1267	0.810903531149961	Medium
Cell_1268	0.968663682695478	High
Cell_1269	0.543947307392955	Low
Cell_1270	0.986401754664257	High
Cell_1271	0.51300535525661	Low
Cell_1272	0.86261397600174	High
Cell_1273	0.726853195810691	Medium
Cell_1274	0.783091202494688	Medium
Cell_1275	0.93636552314274	High
Cell_1276	0.77728158980608	Medium
Cell_1277	0.868826103629544	High
Cell_1278	0.81156458100304	Medium
Cell_1279	0.655514202895574	Low
Cell_1280	0.696098242304288	Medium
Cell_1281	0.601043727714568	Low
Cell_1282	0.926390194799751	High
Cell_1283	0.803415075410157	Medium
Cell_1284	0.878049006918445	High
Cell_1285	0.781258404371329	Medium
Cell_1286	0.637949506402947	Low
Cell_1287	0.867779201827943	High
Cell_1288	0.774639896932058	Medium
Cell_1289	0.673063521971926	Medium
Cell_1290	0.757482817396522	Medium
Cell_1291	0.907883973792195	High
Cell_1292	0.763136284658685	Medium
Cell_1293	0.601520024938509	Low
Cell_1294	0.924053840222768	High
Cell_1295	0.685247107525356	Medium
Cell_1296	0.651662585441954	Low
Cell_1297	0.885298523469828	High
Cell_1298	0.866724277497269	High
Cell_1299	0.919452999136411	High
Cell_1300	0.784524421207607	Medium
Cell_1301	0.51314041914884	Low
Cell_1302	0.743063614121638	Medium
Cell_1303	0.771340516395867	Medium
Cell_1304	0.918330058455467	High
Cell_1305	0.864332269062288	High
Cell_1306	0.777556903427467	Medium
Cell_1307	0.536707198712975	Low
Cell_1308	0.568251149612479	Low
Cell_1309	0.84230434813071	High
Cell_1310	0.549810968106613	Low
Cell_1311	0.601892952574417	Low
Cell_1312	0.682990069151856	Medium
Cell_1313	0.92309787881095	High
Cell_1314	0.618436297751032	Low
Cell_1315	0.852438925299793	High
Cell_1316	0.553804415394552	Low
Cell_1317	0.889534434303641	High
Cell_1318	0.627552841673605	Low
Cell_1319	0.774021663004532	Medium
Cell_1320	0.516950760385953	Low
Cell_1321	0.903054738068022	High
Cell_1322	0.668876403593458	Medium
Cell_1323	0.958142929011956	High
Cell_1324	0.678553208941594	Medium
Cell_1325	0.987682506558485	High
Cell_1326	0.692189261317253	Medium
Cell_1327	0.744336767587811	Medium
Cell_1328	0.745388115639798	Medium
Cell_1329	0.506127312080935	Low
Cell_1330	0.820736600318924	Medium
Cell_1331	0.756287485826761	Medium
Cell_1332	0.660176059114747	Low
Cell_1333	0.79071657883469	Medium
Cell_1334	0.808672204148024	Medium
Cell_1335	0.719137268839404	Medium
Cell_1336	0.585184490308166	Low
Cell_1337	0.857540248311125	High
Cell_1338	0.873893274343573	High
Cell_1339	0.921957354061306	High
Cell_1340	0.767379523487762	Medium
Cell_1341	0.651117630768567	Low
Cell_1342	0.728259091032669	Medium
Cell_1343	0.692171267233789	Medium
Cell_1344	0.624523427337408	Low
Cell_1345	0.827313372399658	Medium
Cell_1346	0.977661850862205	High
Cell_1347	0.645541478646919	Low
Cell_1348	0.825094543281011	Medium
Cell_1349	0.768179965438321	Medium
Cell_1350	0.798725933302194	Medium
Cell_1351	0.512449134723283	Low
Cell_1352	0.502420869772322	Low
Cell_1353	0.565689127193764	Low
Cell_1354	0.512408551876433	Low
Cell_1355	0.546064725960605	Low
Cell_1356	0.737779112067074	Medium
Cell_1357	0.598328380612656	Low
Cell_1358	0.90733697428368	High
Cell_1359	0.622029614052735	Low
Cell_1360	0.744403818971477	Medium
Cell_1361	0.824441239819862	Medium
Cell_1362	0.579358235001564	Low
Cell_1363	0.918488955474459	High
Cell_1364	0.718298264895566	Medium
Cell_1365	0.616747762542218	Low
Cell_1366	0.649427996017039	Low
Cell_1367	0.579710668418556	Low
Cell_1368	0.792783552082255	Medium
Cell_1369	0.57438898854889	Low
Cell_1370	0.589529779856093	Low
Cell_1371	0.66961075249128	Medium
Cell_1372	0.591950969421305	Low
Cell_1373	0.702770761097781	Medium
Cell_1374	0.806779809179716	Medium
Cell_1375	0.842835667193867	High
Cell_1376	0.911762800067663	High
Cell_1377	0.686991056893021	Medium
Cell_1378	0.976420502294786	High
Cell_1379	0.509416079497896	Low
Cell_1380	0.806187486159615	Medium
Cell_1381	0.731786881922744	Medium
Cell_1382	0.677364810253493	Medium
Cell_1383	0.941211514407769	High
Cell_1384	0.537901429226622	Low
Cell_1385	0.94164559582714	High
Cell_1386	0.594110917882062	Low
Cell_1387	0.607533373404294	Low
Cell_1388	0.934766145772301	High
Cell_1389	0.530419028131291	Low
Cell_1390	0.617449800367467	Low
Cell_1391	0.996507756412029	High
Cell_1392	0.839098863885738	High
Cell_1393	0.717743400251493	Medium
Cell_1394	0.68865497095976	Medium
Cell_1395	0.730592012172565	Medium
Cell_1396	0.900925935828127	High
Cell_1397	0.831483487621881	Medium
Cell_1398	0.73300183203537	Medium
Cell_1399	0.526629718253389	Low
Cell_1400	0.61859895917587	Low
Cell_1401	0.616619868786074	Low
Cell_1402	0.615326800383627	Low
Cell_1403	0.530863136984408	Low
Cell_1404	0.748559304629453	Medium
Cell_1405	0.622062544338405	Low
Cell_1406	0.879092769464478	High
Cell_1407	0.773651338764466	Medium
Cell_1408	0.974033448146656	High
Cell_1409	0.54308609617874	Low
Cell_1410	0.973941292497329	High
Cell_1411	0.861199434031732	High
Cell_1412	0.961002302356064	High
Cell_1413	0.806920471834019	Medium
Cell_1414	0.580483250669204	Low
Cell_1415	0.59147034608759	Low
Cell_1416	0.865091781015508	High
Cell_1417	0.794762825244106	Medium
Cell_1418	0.656241181306541	Low
Cell_1419	0.886397199472412	High
Cell_1420	0.668149101082236	Medium
Cell_1421	0.927838345523924	High
Cell_1422	0.790264246752486	Medium
Cell_1423	0.707861325703561	Medium
Cell_1424	0.966286392649636	High
Cell_1425	0.73134942073375	Medium
Cell_1426	0.54967316496186	Low
Cell_1427	0.732724681613036	Medium
Cell_1428	0.992041928810067	High
Cell_1429	0.962636432959698	High
Cell_1430	0.717699381755665	Medium
Cell_1431	0.934860357898287	High
Cell_1432	0.650177085888572	Low
Cell_1433	0.898986315587536	High
Cell_1434	0.900255355983973	High
Cell_1435	0.693462848081253	Medium
Cell_1436	0.69079484755639	Medium
Cell_1437	0.822757807094604	Medium
Cell_1438	0.930833727121353	High
Cell_1439	0.828316335449927	Medium
Cell_1440	0.758163036778569	Medium
Cell_1441	0.57439079170581	Low
Cell_1442	0.806382951443084	Medium
Cell_1443	0.52098340948578	Low
Cell_1444	0.749179496313445	Medium
Cell_1445	0.86975411081221	High
Cell_1446	0.876949889701791	High
Cell_1447	0.531546870595776	Low
Cell_1448	0.721240966697223	Medium
Cell_1449	0.750335849588737	Medium
Cell_1450	0.635121550178155	Low
Cell_1451	0.799401074531488	Medium
Cell_1452	0.867918813135475	High
Cell_1453	0.856788905919529	High
Cell_1454	0.55824646842666	Low
Cell_1455	0.78756030916702	Medium
Cell_1456	0.899065993609838	High
Cell_1457	0.615911898319609	Low
Cell_1458	0.862427912768908	High
Cell_1459	0.919011598918587	High
Cell_1460	0.559419285389595	Low
Cell_1461	0.979475198313594	High
Cell_1462	0.873882292187773	High
Cell_1463	0.905444739386439	High
Cell_1464	0.59495886170771	Low
Cell_1465	0.512984388740733	Low
Cell_1466	0.931891146115959	High
Cell_1467	0.959589932695962	High
Cell_1468	0.568813993944786	Low
Cell_1469	0.738824310945347	Medium
Cell_1470	0.731480750138871	Medium
Cell_1471	0.850089305546135	High
Cell_1472	0.53278745058924	Low
Cell_1473	0.866519996663556	High
Cell_1474	0.697965795174241	Medium
Cell_1475	0.730743922409602	Medium
Cell_1476	0.862649681628682	High
Cell_1477	0.735001323511824	Medium
Cell_1478	0.99976198875811	High
Cell_1479	0.92296789586544	High
Cell_1480	0.914103651884943	High
Cell_1481	0.880822172155604	High
Cell_1482	0.556053245905787	Low
Cell_1483	0.919488509651273	High
Cell_1484	0.906925262068398	High
Cell_1485	0.995706097106449	High
Cell_1486	0.524157262407243	Low
Cell_1487	0.873393956222571	High
Cell_1488	0.709656760795042	Medium
Cell_1489	0.791071948595345	Medium
Cell_1490	0.915367031120695	High
Cell_1491	0.506765313679352	Low
Cell_1492	0.505760881584138	Low
Cell_1493	0.998222853639163	High
Cell_1494	0.88284483354073	High
Cell_1495	0.657331305323169	Low
Cell_1496	0.906005872180685	High
Cell_1497	0.995609608711675	High
Cell_1498	0.600379796465859	Low
Cell_1499	0.823018610128202	Medium
Cell_1500	0.718775364453904	Medium
Cell_1501	0.969014130765572	High
Cell_1502	0.99400165269617	High
Cell_1503	0.728159780497663	Medium
Cell_1504	0.615307471598499	Low
Cell_1505	0.847744634258561	High
Cell_1506	0.778316172305495	Medium
Cell_1507	0.792355044744909	Medium
Cell_1508	0.71681562345475	Medium
Cell_1509	0.713087526382878	Medium
Cell_1510	0.798427197732963	Medium
Cell_1511	0.726042792433873	Medium
Cell_1512	0.978304329328239	High
Cell_1513	0.922215175000019	High
Cell_1514	0.611384301329963	Low
Cell_1515	0.710085088503547	Medium
Cell_1516	0.709991467767395	Medium
Cell_1517	0.510395424440503	Low
Cell_1518	0.690223984769545	Medium
Cell_1519	0.711174213793129	Medium
Cell_1520	0.595713031711057	Low
Cell_1521	0.852664640871808	High
Cell_1522	0.506760237622075	Low
Cell_1523	0.865601552883163	High
Cell_1524	0.716362048988231	Medium
Cell_1525	0.865620046504773	High
Cell_1526	0.506970776244998	Low
Cell_1527	0.522656654240564	Low
Cell_1528	0.709207188221626	Medium
Cell_1529	0.821920001064427	Medium
Cell_1530	0.609896892798133	Low
Cell_1531	0.916721326415427	High
Cell_1532	0.847383656771854	High
Cell_1533	0.949562242603861	High
Cell_1534	0.707120142644271	Medium
Cell_1535	0.705502351629548	Medium
Cell_1536	0.625007494702004	Low
Cell_1537	0.686883519520052	Medium
Cell_1538	0.615946366335265	Low
Cell_1539	0.965801582322456	High
Cell_1540	0.73817237757612	Medium
Cell_1541	0.523832501494326	Low
Cell_1542	0.886765528004616	High
Cell_1543	0.665558664710261	Low
Cell_1544	0.77643823530525	Medium
Cell_1545	0.838165264460258	High
Cell_1546	0.638667185441591	Low
Cell_1547	0.52642783918418	Low
Cell_1548	0.712879291852005	Medium
Cell_1549	0.805059241014533	Medium
Cell_1550	0.988023017533123	High
Cell_1551	0.984900060109794	High
Cell_1552	0.544242278672755	Low
Cell_1553	0.749190018628724	Medium
Cell_1554	0.697844683891162	Medium
Cell_1555	0.695165964541957	Medium
Cell_1556	0.659249745425768	Low
Cell_1557	0.841287527116947	High
Cell_1558	0.642307453788817	Low
Cell_1559	0.69504735711962	Medium
Cell_1560	0.995084280148149	High
Cell_1561	0.896002865745686	High
Cell_1562	0.656202575773932	Low
Cell_1563	0.908558865194209	High
Cell_1564	0.61045488610398	Low
Cell_1565	0.750536910141818	Medium
Cell_1566	0.583486148156226	Low
Cell_1567	0.559829597244971	Low
Cell_1568	0.948804983869195	High
Cell_1569	0.546857439330779	Low
Cell_1570	0.932529278332368	High
Cell_1571	0.638295731856488	Low
Cell_1572	0.513641846366227	Low
Cell_1573	0.893692481680773	High
Cell_1574	0.679330149898306	Medium
Cell_1575	0.512551482883282	Low
Cell_1576	0.873046798980795	High
Cell_1577	0.514812788576819	Low
Cell_1578	0.716932415496558	Medium
Cell_1579	0.628313416498713	Low
Cell_1580	0.749007610487752	Medium
Cell_1581	0.826677615288645	Medium
Cell_1582	0.541828442830592	Low
Cell_1583	0.590236230869778	Low
Cell_1584	0.552231250796467	Low
Cell_1585	0.906196491909213	High
Cell_1586	0.81375122081954	Medium
Cell_1587	0.815286242985167	Medium
Cell_1588	0.695444925106131	Medium
Cell_1589	0.716126786894165	Medium
Cell_1590	0.674317001132295	Medium
Cell_1591	0.896778879337944	High
Cell_1592	0.943468056037091	High
Cell_1593	0.825563543359749	Medium
Cell_1594	0.796431632130407	Medium
Cell_1595	0.663911046925932	Low
Cell_1596	0.537844683974981	Low
Cell_1597	0.795693621039391	Medium
Cell_1598	0.589168381760828	Low
Cell_1599	0.870675062062219	High
Cell_1600	0.646938104066066	Low
Cell_1601	0.819592905347236	Medium
Cell_1602	0.562411198625341	Low
Cell_1603	0.627632891875692	Low
Cell_1604	0.910287343664095	High
Cell_1605	0.901890196488239	High
Cell_1606	0.522917315363884	Low
