gene1	gene2
G1529	G4461
G1529	G4468
G1529	G473
G1529	G490
G1529	G496
G1529	G514
G1529	G516
G1529	G553
G1529	G556
G1529	G56
G1529	G586
G1529	G599
G1529	G610
G1529	G617
G1529	G652
G1529	G662
G1529	G674
G1529	G739
G1529	G75
G1529	G751
G1529	G758
G1529	G775
G1529	G778
G1529	G794
G1529	G809
G1529	G826
G1529	G900
G1529	G918
G1529	G921
G1529	G959
G1529	G978
G1530	G1768
G1530	G1792
G1530	G261
G1530	G525
G1531	G1540
G1531	G1575
G1531	G1577
G1531	G1582
G1531	G1623
G1531	G1624
G1531	G1652
G1531	G168
G1531	G1709
G1531	G175
G1531	G1754
G1531	G1763
G1531	G179
G1531	G1816
G1531	G1817
G1531	G1820
G1531	G1821
G1531	G1832
G1531	G1838
G1531	G184
G1531	G1869
G1531	G1945
G1531	G1987
G1531	G1994
G1531	G1996
G1531	G2005
G1531	G2014
G1531	G2028
G1531	G2049
G1531	G206
G1531	G2132
G1531	G2151
G1531	G2186
G1531	G2223
G1531	G2230
G1531	G2239
G1531	G2240
G1531	G2290
G1531	G2295
G1531	G231
G1531	G236
G1531	G2365
G1531	G2405
G1531	G2415
G1531	G2425
G1531	G2528
G1531	G2539
G1531	G2574
G1531	G2577
G1531	G2587
G1531	G2593
G1531	G2672
G1531	G2679
G1531	G2702
G1531	G2706
G1531	G2716
G1531	G2771
G1531	G284
G1531	G2840
G1531	G2847
G1531	G2850
G1531	G2874
G1531	G2888
G1531	G291
G1531	G2995
G1531	G301
G1531	G3041
G1531	G3068
G1531	G3081
G1531	G3102
G1531	G3103
G1531	G3127
G1531	G313
G1531	G3135
G1531	G3137
G1531	G3148
G1531	G3228
G1531	G3250
G1531	G3264
G1531	G3284
G1531	G3296
G1531	G332
G1531	G333
G1531	G3388
G1531	G3405
G1531	G3413
G1531	G3423
G1531	G3461
G1531	G3465
G1531	G3485
G1531	G3496
G1531	G3509
G1531	G3536
G1531	G3537
G1531	G3555
G1531	G3576
G1531	G3580
G1531	G3666
G1531	G3669
G1531	G3671
G1531	G37
G1531	G3713
G1531	G372
G1531	G3726
G1531	G3855
G1531	G3858
G1531	G3897
G1531	G3923
G1531	G3946
G1531	G3969
G1531	G3989
G1531	G4004
G1531	G4025
G1531	G4031
G1531	G409
G1531	G4104
G1531	G4108
G1531	G4110
G1531	G412
G1531	G4151
G1531	G4238
G1531	G4245
G1531	G4260
G1531	G4275
G1531	G4294
G1531	G430
G1531	G4321
G1531	G4333
G1531	G4348
G1531	G4352
G1531	G4418
G1531	G4449
G1531	G4461
G1531	G4468
G1531	G4499
G1531	G473
G1531	G496
G1531	G514
G1531	G520
G1531	G563
G1531	G567
G1531	G586
G1531	G599
G1531	G610
G1531	G617
G1531	G627
G1531	G728
G1531	G739
G1531	G751
G1531	G758
G1531	G775
G1531	G778
G1531	G794
G1531	G816
G1531	G862
G1531	G894
G1531	G912
G1531	G928
G1531	G959
G1531	G983
G1532	G3044
G1533	G1538
G1533	G156
G1533	G1582
G1533	G1609
G1533	G1642
G1533	G1690
G1533	G1726
G1533	G177
G1533	G1772
G1533	G1811
G1533	G1812
G1533	G1813
G1533	G1820
G1533	G1838
G1533	G1864
G1533	G1867
G1533	G1888
G1533	G1902
G1533	G2005
G1533	G2049
G1533	G2052
G1533	G2095
G1533	G2124
G1533	G2128
G1533	G2131
G1533	G2132
G1533	G2141
G1533	G2145
G1533	G2162
G1533	G2182
G1533	G2186
G1533	G2192
G1533	G2198
G1533	G223
G1533	G2251
G1533	G2288
G1533	G2296
G1533	G231
G1533	G2345
G1533	G2403
G1533	G2405
G1533	G2428
G1533	G2500
G1533	G2503
G1533	G2517
G1533	G2552
G1533	G2556
G1533	G2600
G1533	G2606
G1533	G263
G1533	G2635
G1533	G2684
G1533	G2686
G1533	G2702
G1533	G2757
G1533	G2784
G1533	G2810
G1533	G2827
G1533	G2834
G1533	G2854
G1533	G2859
G1533	G287
G1533	G292
G1533	G2925
G1533	G2998
G1533	G3007
G1533	G3016
G1533	G3082
G1533	G3100
G1533	G3101
G1533	G3103
G1533	G3166
G1533	G3190
G1533	G3202
G1533	G3217
G1533	G3249
G1533	G3255
G1533	G3257
G1533	G3266
G1533	G3312
G1533	G3317
G1533	G3375
G1533	G3389
G1533	G3409
G1533	G3428
G1533	G3478
G1533	G3500
G1533	G3501
G1533	G3508
G1533	G3525
G1533	G3537
G1533	G3544
G1533	G3545
G1533	G3568
G1533	G3580
G1533	G3669
G1533	G37
G1533	G3726
G1533	G3876
G1533	G3886
G1533	G392
G1533	G3924
G1533	G3934
G1533	G3946
G1533	G3993
G1533	G401
G1533	G4031
G1533	G406
G1533	G4079
G1533	G409
G1533	G4108
G1533	G412
G1533	G4122
G1533	G4129
G1533	G4137
G1533	G4156
G1533	G4179
G1533	G4226
G1533	G4233
G1533	G424
G1533	G4294
G1533	G4330
G1533	G4353
G1533	G4357
G1533	G4359
G1533	G4370
G1533	G4401
G1533	G4412
G1533	G4425
G1533	G4433
G1533	G4455
G1533	G4469
G1533	G4472
G1533	G4482
G1533	G468
G1533	G477
G1533	G52
G1533	G520
G1533	G526
G1533	G544
G1533	G563
G1533	G567
G1533	G569
G1533	G599
G1533	G622
G1533	G641
G1533	G654
G1533	G704
G1533	G706
G1533	G739
G1533	G758
G1533	G768
G1533	G772
G1533	G795
G1533	G808
G1533	G811
G1533	G825
G1533	G827
G1533	G833
G1533	G885
G1533	G894
G1533	G983
G1533	G987
G1533	G990
G1534	G2698
G1535	G1540
G1535	G1559
G1535	G1576
G1535	G1581
G1535	G1587
G1535	G1623
G1535	G1632
G1535	G1690
G1535	G171
G1535	G1718
G1535	G177
G1535	G1772
G1535	G1811
G1535	G1812
G1535	G1813
G1535	G1867
G1535	G1902
G1535	G1909
G1535	G1918
G1535	G1988
G1535	G2023
G1535	G2051
G1535	G2057
G1535	G2064
G1535	G2084
G1535	G2162
G1535	G2192
G1535	G2294
G1535	G2296
G1535	G2379
G1535	G2380
G1535	G2389
G1535	G24
G1535	G2405
G1535	G2411
G1535	G2428
G1535	G2503
G1535	G2556
G1535	G2600
G1535	G2606
G1535	G2635
G1535	G2714
G1535	G2724
G1535	G2827
G1535	G2854
G1535	G2894
G1535	G2901
G1535	G2925
G1535	G2935
G1535	G2962
G1535	G2998
G1535	G3007
G1535	G3016
G1535	G3049
G1535	G3060
G1535	G3100
G1535	G3101
G1535	G3168
G1535	G3190
G1535	G3266
G1535	G3325
G1535	G3358
G1535	G3411
G1535	G3428
G1535	G3500
G1535	G3533
G1535	G3544
G1535	G3545
G1535	G3551
G1535	G3568
G1535	G3717
G1535	G3737
G1535	G38
G1535	G380
G1535	G3876
G1535	G3907
G1535	G392
G1535	G3934
G1535	G3993
G1535	G406
G1535	G4111
G1535	G4122
G1535	G4137
G1535	G4179
G1535	G4263
G1535	G4330
G1535	G4353
G1535	G4357
G1535	G4392
G1535	G4401
G1535	G4425
G1535	G4469
G1535	G4482
G1535	G449
G1535	G477
G1535	G492
G1535	G515
G1535	G526
G1535	G561
G1535	G622
G1535	G641
G1535	G689
G1535	G761
G1535	G825
G1535	G833
G1535	G834
G1535	G843
G1535	G856
G1535	G863
G1535	G865
G1535	G885
G1535	G924
G1535	G987
G1535	G997
G1536	G1765
G1536	G243
G1536	G246
G1536	G2777
G1536	G3030
G1536	G3333
G1536	G3583
G1537	G1927
G1537	G2689
G1537	G3553
G1537	G4435
G1537	G898
G1538	G156
G1538	G2005
G1538	G2124
G1538	G2132
G1538	G2141
G1538	G2186
G1538	G2198
G1538	G231
G1538	G2403
G1538	G2552
G1538	G2702
G1538	G2859
G1538	G292
G1538	G3082
G1538	G3317
G1538	G3409
G1538	G3478
G1538	G3669
G1538	G3873
G1538	G3920
G1538	G4294
G1538	G4474
G1538	G753
G1538	G758
G1538	G808
G1538	G983
G1539	G2666
G1539	G3000
G1539	G4196
G154	G1619
G154	G1764
G154	G1884
G154	G1927
G154	G1966
G154	G1983
G154	G2053
G154	G2178
G154	G2315
G154	G2339
G154	G259
G154	G2689
G154	G2752
G154	G2866
G154	G2956
G154	G2996
G154	G3150
G154	G3162
G154	G3165
G154	G318
G154	G3254
G154	G3318
G154	G337
G154	G3482
G154	G3507
G154	G3754
G154	G3765
G154	G3824
G154	G3867
G154	G410
G154	G4215
G154	G4224
G154	G4269
G154	G4381
G154	G4416
G154	G4440
G154	G4489
G154	G4496
G154	G501
G154	G93
G1540	G1541
G1540	G1575
G1540	G1581
G1540	G1582
G1540	G1587
G1540	G1621
G1540	G1623
G1540	G1624
G1540	G1635
G1540	G1676
G1540	G171
G1540	G1712
G1540	G1715
G1540	G1721
G1540	G1754
G1540	G1763
G1540	G1775
G1540	G1811
G1540	G1812
G1540	G1813
G1540	G1816
G1540	G1817
G1540	G1820
G1540	G1821
G1540	G1838
G1540	G1845
G1540	G1864
G1540	G1869
G1540	G1888
G1540	G1902
G1540	G1913
G1540	G1935
G1540	G1942
G1540	G1945
G1540	G1958
G1540	G1987
G1540	G1988
G1540	G1996
G1540	G2005
G1540	G2039
G1540	G2040
G1540	G2049
G1540	G2055
G1540	G2057
G1540	G2086
G1540	G2113
G1540	G2132
G1540	G2151
G1540	G2162
G1540	G2186
G1540	G2192
G1540	G2198
G1540	G2223
G1540	G2230
G1540	G2239
G1540	G2240
G1540	G2247
G1540	G2251
G1540	G2259
G1540	G228
G1540	G231
G1540	G2320
G1540	G2338
G1540	G2346
G1540	G2365
G1540	G2389
G1540	G2405
G1540	G2415
G1540	G2418
G1540	G2419
G1540	G2425
G1540	G2428
G1540	G2452
G1540	G2454
G1540	G2503
G1540	G2528
G1540	G2574
G1540	G2577
G1540	G2593
G1540	G2600
G1540	G2616
G1540	G2653
G1540	G2672
G1540	G2675
G1540	G2684
G1540	G2702
G1540	G2706
G1540	G2708
G1540	G2716
G1540	G2742
G1540	G2771
G1540	G2815
G1540	G2816
G1540	G2819
G1540	G2827
G1540	G2840
G1540	G2843
G1540	G2850
G1540	G2867
G1540	G2874
G1540	G2877
G1540	G2888
G1540	G291
G1540	G2911
G1540	G292
G1540	G2925
G1540	G2927
G1540	G2935
G1540	G2938
G1540	G2939
G1540	G2943
G1540	G2975
G1540	G2995
G1540	G2998
G1540	G3003
G1540	G301
G1540	G3016
G1540	G3041
G1540	G3063
G1540	G3067
G1540	G3068
G1540	G3081
G1540	G3100
G1540	G3101
G1540	G3102
G1540	G3103
G1540	G3127
G1540	G3135
G1540	G3137
G1540	G3143
G1540	G3168
G1540	G3173
G1540	G3178
G1540	G3182
G1540	G3190
G1540	G321
G1540	G3211
G1540	G3215
G1540	G3246
G1540	G3250
G1540	G3264
G1540	G3280
G1540	G3300
G1540	G3301
G1540	G3317
G1540	G3358
G1540	G3381
G1540	G3388
G1540	G3389
G1540	G3395
G1540	G3405
G1540	G3410
G1540	G3413
G1540	G3420
G1540	G3465
G1540	G3485
G1540	G3495
G1540	G3496
G1540	G3500
G1540	G3501
G1540	G3536
G1540	G3537
G1540	G3538
G1540	G3544
G1540	G3545
G1540	G3555
G1540	G3566
G1540	G3580
G1540	G3609
G1540	G3664
G1540	G3666
G1540	G3669
G1540	G3671
G1540	G3677
G1540	G3682
G1540	G3696
G1540	G37
G1540	G3705
G1540	G3713
G1540	G3717
G1540	G3718
G1540	G372
G1540	G3722
G1540	G3724
G1540	G3737
G1540	G3744
G1540	G3763
G1540	G3774
G1540	G3782
G1540	G3794
G1540	G3812
G1540	G3826
G1540	G3855
G1540	G3876
G1540	G3886
G1540	G3893
G1540	G3897
G1540	G3907
G1540	G392
G1540	G393
G1540	G3934
G1540	G3945
G1540	G3946
G1540	G3969
G1540	G3989
G1540	G3993
G1540	G4004
G1540	G4023
G1540	G4030
G1540	G4031
G1540	G4038
G1540	G4042
G1540	G4043
G1540	G405
G1540	G4061
G1540	G4088
G1540	G409
G1540	G4095
G1540	G4104
G1540	G4108
G1540	G4111
G1540	G412
G1540	G4137
G1540	G4151
G1540	G4160
G1540	G4171
G1540	G4172
G1540	G4179
G1540	G4223
G1540	G4245
G1540	G4249
G1540	G4275
G1540	G4294
G1540	G4314
G1540	G4321
G1540	G4333
G1540	G4348
G1540	G4359
G1540	G437
G1540	G4371
G1540	G4418
G1540	G4433
G1540	G4461
G1540	G4468
G1540	G4475
G1540	G4499
G1540	G455
G1540	G473
G1540	G52
G1540	G520
G1540	G527
G1540	G563
G1540	G567
G1540	G582
G1540	G586
G1540	G599
G1540	G610
G1540	G625
G1540	G629
G1540	G652
G1540	G654
G1540	G676
G1540	G739
G1540	G751
G1540	G753
G1540	G758
G1540	G768
G1540	G772
G1540	G775
G1540	G778
G1540	G788
G1540	G794
G1540	G809
G1540	G825
G1540	G833
G1540	G843
G1540	G862
G1540	G87
G1540	G882
G1540	G885
G1540	G894
G1540	G900
G1540	G906
G1540	G921
G1540	G924
G1540	G928
G1540	G933
G1540	G983
G1540	G987
G1540	G993
G1540	G999
G1541	G1552
G1541	G1577
G1541	G1594
G1541	G1606
G1541	G1621
G1541	G1623
G1541	G1676
G1541	G168
G1541	G1692
G1541	G1712
G1541	G172
G1541	G1733
G1541	G1736
G1541	G1741
G1541	G1745
G1541	G1749
G1541	G1763
G1541	G1770
G1541	G1775
G1541	G1780
G1541	G1816
G1541	G1822
G1541	G183
G1541	G1860
G1541	G1868
G1541	G1879
G1541	G1911
G1541	G1913
G1541	G1920
G1541	G1926
G1541	G1934
G1541	G1935
G1541	G1942
G1541	G1945
G1541	G1958
G1541	G1978
G1541	G1986
G1541	G1987
G1541	G202
G1541	G2063
G1541	G2077
G1541	G2085
G1541	G2086
G1541	G2089
G1541	G2138
G1541	G2200
G1541	G2208
G1541	G2256
G1541	G2259
G1541	G228
G1541	G2320
G1541	G2329
G1541	G2338
G1541	G2344
G1541	G2346
G1541	G2390
G1541	G2401
G1541	G2405
G1541	G2415
G1541	G2416
G1541	G2418
G1541	G2420
G1541	G2425
G1541	G2432
G1541	G2446
G1541	G2452
G1541	G2463
G1541	G2476
G1541	G2478
G1541	G2509
G1541	G2528
G1541	G2569
G1541	G2579
G1541	G2582
G1541	G2586
G1541	G2609
G1541	G2631
G1541	G265
G1541	G2653
G1541	G2662
G1541	G2675
G1541	G2683
G1541	G2771
G1541	G2781
G1541	G2819
G1541	G2829
G1541	G2840
G1541	G2850
G1541	G2877
G1541	G2888
G1541	G2896
G1541	G291
G1541	G2911
G1541	G2927
G1541	G2938
G1541	G2958
G1541	G2975
G1541	G2993
G1541	G3001
G1541	G3009
G1541	G3014
G1541	G3020
G1541	G305
G1541	G3059
G1541	G3063
G1541	G31
G1541	G3102
G1541	G3178
G1541	G3193
G1541	G3206
G1541	G3211
G1541	G3247
G1541	G325
G1541	G3265
G1541	G3273
G1541	G3280
G1541	G3289
G1541	G3300
G1541	G331
G1541	G336
G1541	G3381
G1541	G3395
G1541	G3410
G1541	G3413
G1541	G3420
G1541	G3463
G1541	G3465
G1541	G3485
G1541	G3495
G1541	G3510
G1541	G3514
G1541	G3535
G1541	G3538
G1541	G3543
G1541	G3549
G1541	G3552
G1541	G3566
G1541	G3653
G1541	G3654
G1541	G3664
G1541	G3670
G1541	G3677
G1541	G3690
G1541	G3706
G1541	G3715
G1541	G3718
G1541	G3720
G1541	G3724
G1541	G3763
G1541	G3791
G1541	G3802
G1541	G3826
G1541	G384
G1541	G3861
G1541	G3909
G1541	G3911
G1541	G393
G1541	G3945
G1541	G3969
G1541	G3989
G1541	G399
G1541	G4007
G1541	G4048
G1541	G405
G1541	G4065
G1541	G4075
G1541	G4077
G1541	G4095
G1541	G4160
G1541	G4163
G1541	G4165
G1541	G4171
G1541	G4172
G1541	G4189
G1541	G4223
G1541	G4238
G1541	G4254
G1541	G4265
G1541	G4281
G1541	G4287
G1541	G4295
G1541	G4298
G1541	G4314
G1541	G4348
G1541	G4352
G1541	G437
G1541	G4461
G1541	G4466
G1541	G4473
G1541	G4475
G1541	G4499
G1541	G451
G1541	G472
G1541	G473
G1541	G500
G1541	G513
G1541	G522
G1541	G550
G1541	G575
G1541	G609
G1541	G611
G1541	G628
G1541	G635
G1541	G675
G1541	G724
G1541	G728
G1541	G731
G1541	G732
G1541	G750
G1541	G752
G1541	G775
G1541	G80
G1541	G805
G1541	G809
G1541	G828
G1541	G830
G1541	G84
G1541	G846
G1541	G855
G1541	G862
G1541	G87
G1541	G879
G1541	G882
G1541	G894
G1541	G900
G1541	G918
G1541	G943
G1541	G979
G1543	G2105
G1543	G2228
G1543	G246
G1543	G2604
G1543	G945
G1544	G1546
G1544	G1559
G1544	G1606
G1544	G1617
G1544	G1668
G1544	G1706
G1544	G1741
G1544	G1749
G1544	G1764
G1544	G1780
G1544	G1784
G1544	G1809
G1544	G1822
G1544	G183
G1544	G1927
G1544	G1934
G1544	G1975
G1544	G1983
G1544	G1986
G1544	G2057
G1544	G2063
G1544	G2077
G1544	G2082
G1544	G2085
G1544	G2086
G1544	G2138
G1544	G2143
G1544	G2146
G1544	G2156
G1544	G2159
G1544	G2161
G1544	G2165
G1544	G2209
G1544	G2213
G1544	G2256
G1544	G2258
G1544	G2259
G1544	G23
G1544	G2314
G1544	G2322
G1544	G2329
G1544	G2344
G1544	G2364
G1544	G2390
G1544	G2402
G1544	G2416
G1544	G2434
G1544	G2452
G1544	G2476
G1544	G2509
G1544	G2514
G1544	G2573
G1544	G2579
G1544	G259
G1544	G2591
G1544	G2622
G1544	G2643
G1544	G2648
G1544	G2683
G1544	G2709
G1544	G2726
G1544	G2736
G1544	G2798
G1544	G2835
G1544	G2838
G1544	G2853
G1544	G2890
G1544	G2902
G1544	G2904
G1544	G2927
G1544	G2929
G1544	G2955
G1544	G2975
G1544	G2982
G1544	G2993
G1544	G3014
G1544	G3054
G1544	G3075
G1544	G3132
G1544	G3136
G1544	G3152
G1544	G3162
G1544	G318
G1544	G3193
G1544	G325
G1544	G3280
G1544	G3285
G1544	G3300
G1544	G3318
G1544	G3342
G1544	G3346
G1544	G336
G1544	G3381
G1544	G3386
G1544	G341
G1544	G3414
G1544	G3420
G1544	G3456
G1544	G348
G1544	G3495
G1544	G3517
G1544	G3548
G1544	G3549
G1544	G3565
G1544	G3566
G1544	G3571
G1544	G3594
G1544	G3618
G1544	G3631
G1544	G3663
G1544	G3668
G1544	G3677
G1544	G3690
G1544	G3715
G1544	G3718
G1544	G3723
G1544	G3762
G1544	G3791
G1544	G3802
G1544	G3818
G1544	G3826
G1544	G3845
G1544	G3853
G1544	G386
G1544	G3860
G1544	G3869
G1544	G3889
G1544	G3901
G1544	G3919
G1544	G3945
G1544	G3947
G1544	G3981
G1544	G399
G1544	G4026
G1544	G4033
G1544	G4048
G1544	G4095
G1544	G410
G1544	G4103
G1544	G4148
G1544	G4160
G1544	G4163
G1544	G4165
G1544	G4176
G1544	G4183
G1544	G4189
G1544	G420
G1544	G4200
G1544	G4219
G1544	G4223
G1544	G4224
G1544	G4234
G1544	G4235
G1544	G4248
G1544	G4254
G1544	G4271
G1544	G4301
G1544	G4324
G1544	G433
G1544	G4406
G1544	G4421
G1544	G4447
G1544	G4467
G1544	G4473
G1544	G4475
G1544	G4480
G1544	G4486
G1544	G472
G1544	G499
G1544	G513
G1544	G522
G1544	G585
G1544	G598
G1544	G604
G1544	G636
G1544	G657
G1544	G675
G1544	G749
G1544	G770
G1544	G788
G1544	G804
G1544	G810
G1544	G826
G1544	G845
G1544	G87
G1544	G882
G1544	G896
G1544	G960
G1544	G979
G1544	G982
G1544	G992
G1545	G1549
G1545	G2558
G1545	G3331
G1545	G3497
G1545	G3755
G1545	G4143
G1545	G4488
G1546	G1559
G1546	G1560
G1546	G1614
G1546	G1617
G1546	G1621
G1546	G1651
G1546	G1736
G1546	G1741
G1546	G1749
G1546	G1763
G1546	G1764
G1546	G1770
G1546	G1773
G1546	G1780
G1546	G1784
G1546	G1806
G1546	G1809
G1546	G1816
G1546	G1822
G1546	G183
G1546	G1834
G1546	G1914
G1546	G1925
G1546	G1934
G1546	G1958
G1546	G1983
G1546	G2050
G1546	G2057
G1546	G2063
G1546	G2076
G1546	G2077
G1546	G2080
G1546	G2082
G1546	G2085
G1546	G2086
G1546	G2089
G1546	G2159
G1546	G2161
G1546	G2165
G1546	G2177
G1546	G2208
G1546	G2209
G1546	G2241
G1546	G2247
G1546	G2248
G1546	G2256
G1546	G2258
G1546	G2259
G1546	G2285
G1546	G23
G1546	G2322
G1546	G2329
G1546	G2344
G1546	G2346
G1546	G2357
G1546	G2360
G1546	G2364
G1546	G2390
G1546	G2401
G1546	G2402
G1546	G2416
G1546	G2418
G1546	G242
G1546	G2434
G1546	G2452
G1546	G2476
G1546	G2485
G1546	G2505
G1546	G2509
G1546	G2516
G1546	G2579
G1546	G2591
G1546	G2643
G1546	G2648
G1546	G2653
G1546	G2675
G1546	G2683
G1546	G2726
G1546	G2732
G1546	G2736
G1546	G2771
G1546	G2798
G1546	G2811
G1546	G2828
G1546	G2829
G1546	G2835
G1546	G2838
G1546	G2844
G1546	G2850
G1546	G2853
G1546	G2877
G1546	G2902
G1546	G2904
G1546	G291
G1546	G2927
G1546	G2938
G1546	G2955
G1546	G2975
G1546	G2982
G1546	G2993
G1546	G3009
G1546	G3014
G1546	G3020
G1546	G3023
G1546	G3040
G1546	G3055
G1546	G3063
G1546	G3102
G1546	G3136
G1546	G3152
G1546	G3178
G1546	G3193
G1546	G3215
G1546	G3219
G1546	G3246
G1546	G3247
G1546	G325
G1546	G3280
G1546	G3300
G1546	G3309
G1546	G3322
G1546	G3327
G1546	G3342
G1546	G3354
G1546	G336
G1546	G338
G1546	G3381
G1546	G341
G1546	G3420
G1546	G3424
G1546	G3436
G1546	G3456
G1546	G348
G1546	G3495
G1546	G3517
G1546	G3535
G1546	G3552
G1546	G3558
G1546	G3565
G1546	G3566
G1546	G3571
G1546	G3593
G1546	G3594
G1546	G3631
G1546	G3634
G1546	G365
G1546	G3657
G1546	G3663
G1546	G3664
G1546	G3670
G1546	G3677
G1546	G3690
G1546	G3715
G1546	G3718
G1546	G3720
G1546	G3724
G1546	G3762
G1546	G3763
G1546	G3791
G1546	G3802
G1546	G3804
G1546	G3818
G1546	G3826
G1546	G3830
G1546	G3837
G1546	G3845
G1546	G3853
G1546	G3860
G1546	G3861
G1546	G3869
G1546	G387
G1546	G3889
G1546	G3901
G1546	G3909
G1546	G3945
G1546	G3975
G1546	G3981
G1546	G399
G1546	G4007
G1546	G4011
G1546	G4026
G1546	G4048
G1546	G405
G1546	G407
G1546	G4088
G1546	G4092
G1546	G4095
G1546	G4103
G1546	G4112
G1546	G4116
G1546	G4148
G1546	G4160
G1546	G4165
G1546	G4176
G1546	G4183
G1546	G4189
G1546	G4190
G1546	G420
G1546	G4200
G1546	G4201
G1546	G4219
G1546	G4223
G1546	G4234
G1546	G4254
G1546	G4265
G1546	G4272
G1546	G4285
G1546	G4295
G1546	G4300
G1546	G4301
G1546	G4314
G1546	G4322
G1546	G433
G1546	G4340
G1546	G4344
G1546	G4388
G1546	G4406
G1546	G4421
G1546	G4447
G1546	G4467
G1546	G4473
G1546	G4475
G1546	G4486
G1546	G472
G1546	G474
G1546	G489
G1546	G499
G1546	G500
G1546	G513
G1546	G522
G1546	G562
G1546	G575
G1546	G585
G1546	G598
G1546	G611
G1546	G636
G1546	G657
G1546	G662
G1546	G675
G1546	G716
G1546	G75
G1546	G755
G1546	G770
G1546	G785
G1546	G788
G1546	G800
G1546	G804
G1546	G810
G1546	G826
G1546	G845
G1546	G87
G1546	G882
G1546	G883
G1546	G890
G1546	G900
G1546	G943
G1546	G960
G1546	G979
G1546	G982
G1546	G992
G1549	G1616
G1549	G2558
G1549	G3755
G1549	G4040
G1549	G4143
G155	G2178
G155	G2339
G155	G2514
G155	G2622
G155	G2752
G155	G2866
G155	G2996
G155	G3054
G155	G3165
G155	G337
G155	G3507
G155	G3824
G155	G410
G155	G4224
G155	G4381
G155	G4489
G155	G4496
G155	G749
G155	G896
G155	G93
G1552	G2200
G1552	G2348
G1552	G2350
G1552	G2582
G1552	G2726
G1552	G3059
G1552	G31
G1552	G3485
G1552	G3945
G1552	G4281
G1552	G4466
G1552	G728
G1553	G1698
G1553	G1925
G1553	G1976
G1553	G2161
G1553	G2165
G1553	G2177
G1553	G2213
G1553	G2307
G1553	G2364
G1553	G242
G1553	G2476
G1553	G2591
G1553	G2643
G1553	G2732
G1553	G2797
G1553	G2977
G1553	G3
G1553	G3121
G1553	G3215
G1553	G3420
G1553	G3517
G1553	G3571
G1553	G3594
G1553	G3663
G1553	G3684
G1553	G3734
G1553	G3747
G1553	G3910
G1553	G4026
G1553	G4088
G1553	G4183
G1553	G4192
G1553	G4285
G1553	G4301
G1553	G4388
G1553	G4467
G1553	G4480
G1553	G4486
G1553	G770
G1553	G785
G1553	G788
G1554	G617
G1556	G2350
G1556	G3931
G1559	G1560
G1559	G1614
G1559	G1617
G1559	G1621
G1559	G1623
G1559	G1651
G1559	G1698
G1559	G1741
G1559	G1749
G1559	G1759
G1559	G1764
G1559	G1773
G1559	G1780
G1559	G1784
G1559	G1806
G1559	G1812
G1559	G1813
G1559	G1816
G1559	G1822
G1559	G183
G1559	G1834
G1559	G1862
G1559	G1880
G1559	G1902
G1559	G1914
G1559	G1925
G1559	G1934
G1559	G1958
G1559	G1975
G1559	G2050
G1559	G2057
G1559	G2063
G1559	G2075
G1559	G2076
G1559	G2077
G1559	G2082
G1559	G2085
G1559	G2086
G1559	G2159
G1559	G2161
G1559	G2165
G1559	G2177
G1559	G2192
G1559	G2209
G1559	G2210
G1559	G2213
G1559	G2226
G1559	G2241
G1559	G2247
G1559	G2248
G1559	G2256
G1559	G2258
G1559	G2259
G1559	G2285
G1559	G23
G1559	G2308
G1559	G2322
G1559	G2329
G1559	G2338
G1559	G2344
G1559	G2346
G1559	G2357
G1559	G2360
G1559	G24
G1559	G2401
G1559	G2402
G1559	G2405
G1559	G2416
G1559	G2418
G1559	G242
G1559	G2428
G1559	G2452
G1559	G2476
G1559	G2485
G1559	G2503
G1559	G2505
G1559	G2544
G1559	G2579
G1559	G2591
G1559	G2643
G1559	G2675
G1559	G2684
G1559	G2704
G1559	G2732
G1559	G2771
G1559	G2794
G1559	G2797
G1559	G2798
G1559	G2828
G1559	G2844
G1559	G2853
G1559	G2877
G1559	G2890
G1559	G2896
G1559	G2902
G1559	G2904
G1559	G291
G1559	G2915
G1559	G2923
G1559	G2925
G1559	G2927
G1559	G2928
G1559	G2935
G1559	G2938
G1559	G2955
G1559	G2973
G1559	G2975
G1559	G2982
G1559	G2986
G1559	G2993
G1559	G3001
G1559	G3014
G1559	G3025
G1559	G3040
G1559	G3063
G1559	G3103
G1559	G3136
G1559	G3143
G1559	G3168
G1559	G3178
G1559	G3193
G1559	G3215
G1559	G3219
G1559	G325
G1559	G3254
G1559	G3280
G1559	G3300
G1559	G3309
G1559	G3318
G1559	G3340
G1559	G3342
G1559	G3346
G1559	G336
G1559	G3375
G1559	G338
G1559	G3381
G1559	G341
G1559	G3420
G1559	G3436
G1559	G3475
G1559	G348
G1559	G3517
G1559	G3565
G1559	G3566
G1559	G3571
G1559	G3584
G1559	G3593
G1559	G3594
G1559	G3631
G1559	G365
G1559	G3657
G1559	G3659
G1559	G3663
G1559	G3664
G1559	G3677
G1559	G3682
G1559	G3684
G1559	G3690
G1559	G3715
G1559	G3718
G1559	G3720
G1559	G3791
G1559	G3802
G1559	G3804
G1559	G3826
G1559	G3830
G1559	G3845
G1559	G3853
G1559	G3860
G1559	G3869
G1559	G387
G1559	G3889
G1559	G3941
G1559	G3945
G1559	G3947
G1559	G3954
G1559	G3981
G1559	G399
G1559	G4007
G1559	G4026
G1559	G4043
G1559	G4048
G1559	G405
G1559	G407
G1559	G4088
G1559	G4092
G1559	G4095
