Gene1	Gene2	Type	Strength	Correlation	Score	Source	Region
7.0035	7.1556	TF_regulation	0.9816027977320718	0.4358384283848358	0.427820220661704	TF_to_gene	
7.0035	6.9607	TF_regulation	1.199406489949619	0.0729679740628349	0.08751826164943964	TF_to_gene	
7.0035	6.7274	TF_regulation	0.2032000397872327	0.2378321703450003	0.04832750647678796	TF_to_gene	
7.0035	6.7376	TF_regulation	0.728978043913296	0.2743897642540644	0.2000241136157583	TF_to_gene	
7.0035	6.9007	TF_regulation	0.416664051029673	-0.0148419291204239	0.006184098312411094	TF_to_gene	
7.0035	6.6677	TF_regulation	0.4629919829675855	0.3376199132305496	0.15631531311595628	TF_to_gene	
7.0035	6.7581	TF_regulation	0.7715882882784046	0.4015025744164656	0.30979468413337347	TF_to_gene	
7.031	8.2846	TF_regulation	0.2615670993263292	0.1791527428472946	0.04686046328292262	TF_to_gene	
7.031	7.581	TF_regulation	0.4458052632908437	0.5774916453700629	0.2574488150124634	TF_to_gene	
7.031	7.0437	TF_regulation	0.752842679722009	0.2374326765362375	0.17874945245711002	TF_to_gene	
7.031	6.6075	TF_regulation	0.393659647976362	0.1324453208493978	0.05213837838169026	TF_to_gene	
7.031	6.4208	TF_regulation	0.2032310820678106	0.0777009900646102	0.01579125628857093	TF_to_gene	
7.031	7.0936	TF_regulation	0.1292505522203076	0.1057033554582382	0.013662217064516752	TF_to_gene	
7.031	6.8328	TF_regulation	0.9449218028812272	0.343519916279196	0.3245994586161461	TF_to_gene	
7.031	6.7182	TF_regulation	0.015229352590395	0.392116532316754	0.005971680927174862	TF_to_gene	
6.7057	6.6681	TF_regulation	0.4888260320470758	0.1252434225783351	0.06122224529896269	TF_to_gene	
6.7057	6.6082	TF_regulation	0.9024532203321044	0.2245878365635911	0.20268001635423313	TF_to_gene	
6.7057	8.1231	TF_regulation	1.0615619007195518	0.026612168283578	0.028250463945383636	TF_to_gene	
6.7057	6.8892	TF_regulation	0.0679780042670084	0.3011442562198245	0.020471185534296298	TF_to_gene	
6.7057	7.0634	TF_regulation	0.4435651672113277	0.6880508586963824	0.3051953941875585	TF_to_gene	
6.9383	7.0992	TF_regulation	0.2720180969196752	0.3127026522560917	0.08506078036843703	TF_to_gene	
6.9383	7.0251	TF_regulation	0.4759041035809008	0.1535765988883046	0.07308773362494217	TF_to_gene	
6.9383	8.1784	TF_regulation	0.2753856668170972	0.8621235848492474	0.2374164782924563	TF_to_gene	
8.0338	7.3556	TF_regulation	0.2372367930348841	0.2945512955346079	0.06987840473690075	TF_to_gene	
8.0338	8.1231	TF_regulation	0.9749414000987572	0.574123979156359	0.5597372360689704	TF_to_gene	
8.0338	6.995	TF_regulation	1.1261529603689648	0.3397714291565247	0.3826346007934143	TF_to_gene	
8.0338	7.8165	TF_regulation	0.7645748712882836	0.809172474718914	0.6186729407082355	TF_to_gene	
6.771	6.4208	TF_regulation	0.1591486952147277	0.2985222260239352	0.04750942276430531	TF_to_gene	
6.771	6.7869	TF_regulation	1.0047573572818227	0.4627681141301378	0.4649696673876902	TF_to_gene	
7.1619	6.8558	TF_regulation	0.858910044663252	0.4519392248879234	0.3881751398335618	TF_to_gene	
7.1619	7.1314	TF_regulation	0.049911820750689	0.0605560538544837	0.00302246290535406	TF_to_gene	
7.1619	7.0561	TF_regulation	0.0117429780150162	-4.827833653187064e-05	5.669314444953104e-07	TF_to_gene	
7.1619	6.9398	TF_regulation	0.0410998664464806	0.3529878789804483	0.014507754683322882	TF_to_gene	
7.1619	7.0335	TF_regulation	0.6543488219514026	0.5893483474035707	0.38563939684253246	TF_to_gene	
7.1619	14.48	TF_regulation	0.545239089727994	0.2980219541583531	0.16249321900425837	TF_to_gene	
7.1619	8.1784	TF_regulation	0.654305568031956	0.0820194342206266	0.05366577249738674	TF_to_gene	
