Regulator	Target	Edge_Value	Source	Gold_Standard_Value
G328	G7	1	IEntropy_True_Positive	1
G333	G7	1	IEntropy_True_Positive	1
G125	G7	1	IEntropy_True_Positive	1
G176	G7	1	IEntropy_True_Positive	1
G121	G7	1	IEntropy_True_Positive	1
G84	G7	1	IEntropy_True_Positive	1
G202	G7	1	IEntropy_True_Positive	1
G140	G7	1	IEntropy_True_Positive	1
G66	G7	1	IEntropy_True_Positive	1
G6	G7	1	IEntropy_True_Positive	1
G168	G7	1	IEntropy_True_Positive	1
G199	G7	1	IEntropy_True_Positive	1
G220	G7	1	IEntropy_True_Positive	1
G179	G7	1	IEntropy_True_Positive	1
G86	G7	1	IEntropy_True_Positive	1
G207	G7	1	IEntropy_True_Positive	1
G235	G7	1	IEntropy_True_Positive	1
G82	G7	1	IEntropy_True_Positive	1
G323	G7	1	IEntropy_True_Positive	1
G172	G7	1	IEntropy_True_Positive	1
G259	G700	1	IEntropy_True_Positive	1
G7	G700	1	IEntropy_True_Positive	1
G76	G700	1	IEntropy_True_Positive	1
G13	G700	1	IEntropy_True_Positive	1
G187	G700	1	IEntropy_True_Positive	1
G110	G700	1	IEntropy_True_Positive	1
G309	G700	1	IEntropy_True_Positive	1
G11	G700	1	IEntropy_True_Positive	1
G254	G700	1	IEntropy_True_Positive	1
G284	G700	1	IEntropy_True_Positive	1
G219	G700	1	IEntropy_True_Positive	1
G116	G700	1	IEntropy_True_Positive	1
G36	G700	1	IEntropy_True_Positive	1
G299	G700	1	IEntropy_True_Positive	1
G89	G700	1	IEntropy_True_Positive	1
G138	G700	1	IEntropy_True_Positive	1
G216	G700	1	IEntropy_True_Positive	1
G332	G700	1	IEntropy_True_Positive	1
G188	G700	1	IEntropy_True_Positive	1
G4	G700	1	IEntropy_True_Positive	1
G197	G700	1	IEntropy_True_Positive	1
G10	G700	1	IEntropy_True_Positive	1
G23	G700	1	IEntropy_True_Positive	1
G113	G700	1	IEntropy_True_Positive	1
G183	G700	1	IEntropy_True_Positive	1
G73	G700	1	IEntropy_True_Positive	1
G151	G700	1	IEntropy_True_Positive	1
G92	G700	1	IEntropy_True_Positive	1
G281	G700	1	IEntropy_True_Positive	1
G150	G700	1	IEntropy_True_Positive	1
G244	G700	1	IEntropy_True_Positive	1
G167	G700	1	IEntropy_True_Positive	1
G19	G700	1	IEntropy_True_Positive	1
G145	G700	1	IEntropy_True_Positive	1
G22	G700	1	IEntropy_True_Positive	1
G178	G700	1	IEntropy_True_Positive	1
G209	G700	1	IEntropy_True_Positive	1
G313	G700	1	IEntropy_True_Positive	1
G31	G700	1	IEntropy_True_Positive	1
G57	G700	1	IEntropy_True_Positive	1
G277	G700	1	IEntropy_True_Positive	1
G192	G700	1	IEntropy_True_Positive	1
G305	G700	1	IEntropy_True_Positive	1
G280	G700	1	IEntropy_True_Positive	1
G268	G700	1	IEntropy_True_Positive	1
G315	G700	1	IEntropy_True_Positive	1
G48	G700	1	IEntropy_True_Positive	1
G208	G700	1	IEntropy_True_Positive	1
G55	G700	1	IEntropy_True_Positive	1
G162	G700	1	IEntropy_True_Positive	1
G193	G700	1	IEntropy_True_Positive	1
G69	G700	1	IEntropy_True_Positive	1
G282	G700	1	IEntropy_True_Positive	1
G278	G700	1	IEntropy_True_Positive	1
G264	G700	1	IEntropy_True_Positive	1
G210	G700	1	IEntropy_True_Positive	1
G328	G700	1	IEntropy_True_Positive	1
G333	G700	1	IEntropy_True_Positive	1
G125	G700	1	IEntropy_True_Positive	1
G176	G700	1	IEntropy_True_Positive	1
G121	G700	1	IEntropy_True_Positive	1
G84	G700	1	IEntropy_True_Positive	1
G202	G700	1	IEntropy_True_Positive	1
G140	G700	1	IEntropy_True_Positive	1
G66	G700	1	IEntropy_True_Positive	1
G6	G700	1	IEntropy_True_Positive	1
G168	G700	1	IEntropy_True_Positive	1
G199	G700	1	IEntropy_True_Positive	1
G220	G700	1	IEntropy_True_Positive	1
G179	G700	1	IEntropy_True_Positive	1
G86	G700	1	IEntropy_True_Positive	1
G207	G700	1	IEntropy_True_Positive	1
G235	G700	1	IEntropy_True_Positive	1
G82	G700	1	IEntropy_True_Positive	1
G323	G700	1	IEntropy_True_Positive	1
G172	G700	1	IEntropy_True_Positive	1
G259	G3879	1	IEntropy_True_Positive	1
G7	G3879	1	IEntropy_True_Positive	1
G76	G3879	1	IEntropy_True_Positive	1
G13	G3879	1	IEntropy_True_Positive	1
G187	G3879	1	IEntropy_True_Positive	1
G110	G3879	1	IEntropy_True_Positive	1
G309	G3879	1	IEntropy_True_Positive	1
G11	G3879	1	IEntropy_True_Positive	1
G254	G3879	1	IEntropy_True_Positive	1
G284	G3879	1	IEntropy_True_Positive	1
G219	G3879	1	IEntropy_True_Positive	1
G116	G3879	1	IEntropy_True_Positive	1
G36	G3879	1	IEntropy_True_Positive	1
G299	G3879	1	IEntropy_True_Positive	1
G89	G3879	1	IEntropy_True_Positive	1
G138	G3879	1	IEntropy_True_Positive	1
G216	G3879	1	IEntropy_True_Positive	1
G332	G3879	1	IEntropy_True_Positive	1
G188	G3879	1	IEntropy_True_Positive	1
G4	G3879	1	IEntropy_True_Positive	1
G197	G3879	1	IEntropy_True_Positive	1
G10	G3879	1	IEntropy_True_Positive	1
G23	G3879	1	IEntropy_True_Positive	1
G113	G3879	1	IEntropy_True_Positive	1
G183	G3879	1	IEntropy_True_Positive	1
G73	G3879	1	IEntropy_True_Positive	1
G151	G3879	1	IEntropy_True_Positive	1
G92	G3879	1	IEntropy_True_Positive	1
G281	G3879	1	IEntropy_True_Positive	1
G150	G3879	1	IEntropy_True_Positive	1
G244	G3879	1	IEntropy_True_Positive	1
G167	G3879	1	IEntropy_True_Positive	1
G19	G3879	1	IEntropy_True_Positive	1
G145	G3879	1	IEntropy_True_Positive	1
G22	G3879	1	IEntropy_True_Positive	1
G178	G3879	1	IEntropy_True_Positive	1
G209	G3879	1	IEntropy_True_Positive	1
G313	G3879	1	IEntropy_True_Positive	1
G31	G3879	1	IEntropy_True_Positive	1
G57	G3879	1	IEntropy_True_Positive	1
G277	G3879	1	IEntropy_True_Positive	1
G192	G3879	1	IEntropy_True_Positive	1
G305	G3879	1	IEntropy_True_Positive	1
G280	G3879	1	IEntropy_True_Positive	1
G268	G3879	1	IEntropy_True_Positive	1
G315	G3879	1	IEntropy_True_Positive	1
G48	G3879	1	IEntropy_True_Positive	1
G208	G3879	1	IEntropy_True_Positive	1
G55	G3879	1	IEntropy_True_Positive	1
G162	G3879	1	IEntropy_True_Positive	1
G193	G3879	1	IEntropy_True_Positive	1
G69	G3879	1	IEntropy_True_Positive	1
G282	G3879	1	IEntropy_True_Positive	1
G278	G3879	1	IEntropy_True_Positive	1
G264	G3879	1	IEntropy_True_Positive	1
G210	G3879	1	IEntropy_True_Positive	1
G328	G3879	1	IEntropy_True_Positive	1
G333	G3879	1	IEntropy_True_Positive	1
G125	G3879	1	IEntropy_True_Positive	1
G176	G3879	1	IEntropy_True_Positive	1
G121	G3879	1	IEntropy_True_Positive	1
G84	G3879	1	IEntropy_True_Positive	1
G202	G3879	1	IEntropy_True_Positive	1
G140	G3879	1	IEntropy_True_Positive	1
G66	G3879	1	IEntropy_True_Positive	1
G6	G3879	1	IEntropy_True_Positive	1
G168	G3879	1	IEntropy_True_Positive	1
G199	G3879	1	IEntropy_True_Positive	1
G220	G3879	1	IEntropy_True_Positive	1
G179	G3879	1	IEntropy_True_Positive	1
G86	G3879	1	IEntropy_True_Positive	1
G207	G3879	1	IEntropy_True_Positive	1
G235	G3879	1	IEntropy_True_Positive	1
G82	G3879	1	IEntropy_True_Positive	1
G323	G3879	1	IEntropy_True_Positive	1
G172	G3879	1	IEntropy_True_Positive	1
G259	G76	1	IEntropy_True_Positive	1
G7	G76	1	IEntropy_True_Positive	1
G13	G76	1	IEntropy_True_Positive	1
G187	G76	1	IEntropy_True_Positive	1
G110	G76	1	IEntropy_True_Positive	1
G309	G76	1	IEntropy_True_Positive	1
G11	G76	1	IEntropy_True_Positive	1
G254	G76	1	IEntropy_True_Positive	1
G284	G76	1	IEntropy_True_Positive	1
G219	G76	1	IEntropy_True_Positive	1
G116	G76	1	IEntropy_True_Positive	1
G36	G76	1	IEntropy_True_Positive	1
G299	G76	1	IEntropy_True_Positive	1
G89	G76	1	IEntropy_True_Positive	1
G138	G76	1	IEntropy_True_Positive	1
G216	G76	1	IEntropy_True_Positive	1
G332	G76	1	IEntropy_True_Positive	1
G188	G76	1	IEntropy_True_Positive	1
G4	G76	1	IEntropy_True_Positive	1
G197	G76	1	IEntropy_True_Positive	1
G10	G76	1	IEntropy_True_Positive	1
G23	G76	1	IEntropy_True_Positive	1
G113	G76	1	IEntropy_True_Positive	1
G183	G76	1	IEntropy_True_Positive	1
G73	G76	1	IEntropy_True_Positive	1
G151	G76	1	IEntropy_True_Positive	1
G92	G76	1	IEntropy_True_Positive	1
G281	G76	1	IEntropy_True_Positive	1
G150	G76	1	IEntropy_True_Positive	1
G244	G76	1	IEntropy_True_Positive	1
G167	G76	1	IEntropy_True_Positive	1
G19	G76	1	IEntropy_True_Positive	1
G145	G76	1	IEntropy_True_Positive	1
G22	G76	1	IEntropy_True_Positive	1
G178	G76	1	IEntropy_True_Positive	1
G209	G76	1	IEntropy_True_Positive	1
G313	G76	1	IEntropy_True_Positive	1
G31	G76	1	IEntropy_True_Positive	1
G57	G76	1	IEntropy_True_Positive	1
G277	G76	1	IEntropy_True_Positive	1
G192	G76	1	IEntropy_True_Positive	1
G305	G76	1	IEntropy_True_Positive	1
G280	G76	1	IEntropy_True_Positive	1
G268	G76	1	IEntropy_True_Positive	1
G315	G76	1	IEntropy_True_Positive	1
G48	G76	1	IEntropy_True_Positive	1
G208	G76	1	IEntropy_True_Positive	1
G55	G76	1	IEntropy_True_Positive	1
G162	G76	1	IEntropy_True_Positive	1
G193	G76	1	IEntropy_True_Positive	1
G69	G76	1	IEntropy_True_Positive	1
G282	G76	1	IEntropy_True_Positive	1
G278	G76	1	IEntropy_True_Positive	1
G264	G76	1	IEntropy_True_Positive	1
G210	G76	1	IEntropy_True_Positive	1
G328	G76	1	IEntropy_True_Positive	1
G333	G76	1	IEntropy_True_Positive	1
G125	G76	1	IEntropy_True_Positive	1
G176	G76	1	IEntropy_True_Positive	1
G121	G76	1	IEntropy_True_Positive	1
G84	G76	1	IEntropy_True_Positive	1
G202	G76	1	IEntropy_True_Positive	1
G140	G76	1	IEntropy_True_Positive	1
G66	G76	1	IEntropy_True_Positive	1
G6	G76	1	IEntropy_True_Positive	1
G168	G76	1	IEntropy_True_Positive	1
G199	G76	1	IEntropy_True_Positive	1
G220	G76	1	IEntropy_True_Positive	1
G179	G76	1	IEntropy_True_Positive	1
G86	G76	1	IEntropy_True_Positive	1
G207	G76	1	IEntropy_True_Positive	1
G235	G76	1	IEntropy_True_Positive	1
G82	G76	1	IEntropy_True_Positive	1
G323	G76	1	IEntropy_True_Positive	1
G172	G76	1	IEntropy_True_Positive	1
G259	G4173	1	IEntropy_True_Positive	1
G7	G4173	1	IEntropy_True_Positive	1
G76	G4173	1	IEntropy_True_Positive	1
G13	G4173	1	IEntropy_True_Positive	1
G187	G4173	1	IEntropy_True_Positive	1
G110	G4173	1	IEntropy_True_Positive	1
G309	G4173	1	IEntropy_True_Positive	1
G11	G4173	1	IEntropy_True_Positive	1
G254	G4173	1	IEntropy_True_Positive	1
G284	G4173	1	IEntropy_True_Positive	1
G219	G4173	1	IEntropy_True_Positive	1
G116	G4173	1	IEntropy_True_Positive	1
G36	G4173	1	IEntropy_True_Positive	1
G299	G4173	1	IEntropy_True_Positive	1
G89	G4173	1	IEntropy_True_Positive	1
G138	G4173	1	IEntropy_True_Positive	1
G216	G4173	1	IEntropy_True_Positive	1
G332	G4173	1	IEntropy_True_Positive	1
G188	G4173	1	IEntropy_True_Positive	1
G4	G4173	1	IEntropy_True_Positive	1
G197	G4173	1	IEntropy_True_Positive	1
G10	G4173	1	IEntropy_True_Positive	1
G23	G4173	1	IEntropy_True_Positive	1
G113	G4173	1	IEntropy_True_Positive	1
G183	G4173	1	IEntropy_True_Positive	1
G73	G4173	1	IEntropy_True_Positive	1
G151	G4173	1	IEntropy_True_Positive	1
G92	G4173	1	IEntropy_True_Positive	1
G281	G4173	1	IEntropy_True_Positive	1
G150	G4173	1	IEntropy_True_Positive	1
G244	G4173	1	IEntropy_True_Positive	1
G167	G4173	1	IEntropy_True_Positive	1
G19	G4173	1	IEntropy_True_Positive	1
G145	G4173	1	IEntropy_True_Positive	1
G22	G4173	1	IEntropy_True_Positive	1
G178	G4173	1	IEntropy_True_Positive	1
G209	G4173	1	IEntropy_True_Positive	1
G313	G4173	1	IEntropy_True_Positive	1
G31	G4173	1	IEntropy_True_Positive	1
G57	G4173	1	IEntropy_True_Positive	1
G277	G4173	1	IEntropy_True_Positive	1
G192	G4173	1	IEntropy_True_Positive	1
G305	G4173	1	IEntropy_True_Positive	1
G280	G4173	1	IEntropy_True_Positive	1
G268	G4173	1	IEntropy_True_Positive	1
G315	G4173	1	IEntropy_True_Positive	1
G48	G4173	1	IEntropy_True_Positive	1
G208	G4173	1	IEntropy_True_Positive	1
G55	G4173	1	IEntropy_True_Positive	1
G162	G4173	1	IEntropy_True_Positive	1
G193	G4173	1	IEntropy_True_Positive	1
G69	G4173	1	IEntropy_True_Positive	1
G282	G4173	1	IEntropy_True_Positive	1
G278	G4173	1	IEntropy_True_Positive	1
G264	G4173	1	IEntropy_True_Positive	1
G210	G4173	1	IEntropy_True_Positive	1
G328	G4173	1	IEntropy_True_Positive	1
G333	G4173	1	IEntropy_True_Positive	1
G125	G4173	1	IEntropy_True_Positive	1
G176	G4173	1	IEntropy_True_Positive	1
G121	G4173	1	IEntropy_True_Positive	1
G84	G4173	1	IEntropy_True_Positive	1
G202	G4173	1	IEntropy_True_Positive	1
G140	G4173	1	IEntropy_True_Positive	1
G66	G4173	1	IEntropy_True_Positive	1
G6	G4173	1	IEntropy_True_Positive	1
G168	G4173	1	IEntropy_True_Positive	1
G199	G4173	1	IEntropy_True_Positive	1
G220	G4173	1	IEntropy_True_Positive	1
G179	G4173	1	IEntropy_True_Positive	1
G86	G4173	1	IEntropy_True_Positive	1
G207	G4173	1	IEntropy_True_Positive	1
G235	G4173	1	IEntropy_True_Positive	1
G82	G4173	1	IEntropy_True_Positive	1
G323	G4173	1	IEntropy_True_Positive	1
G172	G4173	1	IEntropy_True_Positive	1
G259	G2966	1	IEntropy_True_Positive	1
G7	G2966	1	IEntropy_True_Positive	1
G76	G2966	1	IEntropy_True_Positive	1
G13	G2966	1	IEntropy_True_Positive	1
G187	G2966	1	IEntropy_True_Positive	1
G110	G2966	1	IEntropy_True_Positive	1
G309	G2966	1	IEntropy_True_Positive	1
G11	G2966	1	IEntropy_True_Positive	1
G254	G2966	1	IEntropy_True_Positive	1
G284	G2966	1	IEntropy_True_Positive	1
G219	G2966	1	IEntropy_True_Positive	1
G116	G2966	1	IEntropy_True_Positive	1
G36	G2966	1	IEntropy_True_Positive	1
G299	G2966	1	IEntropy_True_Positive	1
G89	G2966	1	IEntropy_True_Positive	1
G138	G2966	1	IEntropy_True_Positive	1
G216	G2966	1	IEntropy_True_Positive	1
G332	G2966	1	IEntropy_True_Positive	1
G188	G2966	1	IEntropy_True_Positive	1
G4	G2966	1	IEntropy_True_Positive	1
G197	G2966	1	IEntropy_True_Positive	1
G10	G2966	1	IEntropy_True_Positive	1
G23	G2966	1	IEntropy_True_Positive	1
G113	G2966	1	IEntropy_True_Positive	1
G183	G2966	1	IEntropy_True_Positive	1
G73	G2966	1	IEntropy_True_Positive	1
G151	G2966	1	IEntropy_True_Positive	1
G92	G2966	1	IEntropy_True_Positive	1
G281	G2966	1	IEntropy_True_Positive	1
G150	G2966	1	IEntropy_True_Positive	1
G244	G2966	1	IEntropy_True_Positive	1
G167	G2966	1	IEntropy_True_Positive	1
G19	G2966	1	IEntropy_True_Positive	1
G145	G2966	1	IEntropy_True_Positive	1
G22	G2966	1	IEntropy_True_Positive	1
G178	G2966	1	IEntropy_True_Positive	1
G209	G2966	1	IEntropy_True_Positive	1
G313	G2966	1	IEntropy_True_Positive	1
G31	G2966	1	IEntropy_True_Positive	1
G57	G2966	1	IEntropy_True_Positive	1
G277	G2966	1	IEntropy_True_Positive	1
G192	G2966	1	IEntropy_True_Positive	1
G305	G2966	1	IEntropy_True_Positive	1
G280	G2966	1	IEntropy_True_Positive	1
G268	G2966	1	IEntropy_True_Positive	1
G315	G2966	1	IEntropy_True_Positive	1
G48	G2966	1	IEntropy_True_Positive	1
G208	G2966	1	IEntropy_True_Positive	1
G55	G2966	1	IEntropy_True_Positive	1
G162	G2966	1	IEntropy_True_Positive	1
G193	G2966	1	IEntropy_True_Positive	1
G69	G2966	1	IEntropy_True_Positive	1
G282	G2966	1	IEntropy_True_Positive	1
G278	G2966	1	IEntropy_True_Positive	1
G264	G2966	1	IEntropy_True_Positive	1
G210	G2966	1	IEntropy_True_Positive	1
G328	G2966	1	IEntropy_True_Positive	1
G333	G2966	1	IEntropy_True_Positive	1
G125	G2966	1	IEntropy_True_Positive	1
G176	G2966	1	IEntropy_True_Positive	1
G121	G2966	1	IEntropy_True_Positive	1
G84	G2966	1	IEntropy_True_Positive	1
G202	G2966	1	IEntropy_True_Positive	1
G140	G2966	1	IEntropy_True_Positive	1
G66	G2966	1	IEntropy_True_Positive	1
G6	G2966	1	IEntropy_True_Positive	1
G168	G2966	1	IEntropy_True_Positive	1
G199	G2966	1	IEntropy_True_Positive	1
G220	G2966	1	IEntropy_True_Positive	1
G179	G2966	1	IEntropy_True_Positive	1
G86	G2966	1	IEntropy_True_Positive	1
G207	G2966	1	IEntropy_True_Positive	1
G235	G2966	1	IEntropy_True_Positive	1
G82	G2966	1	IEntropy_True_Positive	1
G323	G2966	1	IEntropy_True_Positive	1
G172	G2966	1	IEntropy_True_Positive	1
G259	G2709	1	IEntropy_True_Positive	1
G7	G2709	1	IEntropy_True_Positive	1
G76	G2709	1	IEntropy_True_Positive	1
G13	G2709	1	IEntropy_True_Positive	1
G187	G2709	1	IEntropy_True_Positive	1
G110	G2709	1	IEntropy_True_Positive	1
G309	G2709	1	IEntropy_True_Positive	1
G11	G2709	1	IEntropy_True_Positive	1
G254	G2709	1	IEntropy_True_Positive	1
G284	G2709	1	IEntropy_True_Positive	1
G219	G2709	1	IEntropy_True_Positive	1
G116	G2709	1	IEntropy_True_Positive	1
G36	G2709	1	IEntropy_True_Positive	1
G299	G2709	1	IEntropy_True_Positive	1
G89	G2709	1	IEntropy_True_Positive	1
G138	G2709	1	IEntropy_True_Positive	1
G216	G2709	1	IEntropy_True_Positive	1
G332	G2709	1	IEntropy_True_Positive	1
G188	G2709	1	IEntropy_True_Positive	1
G4	G2709	1	IEntropy_True_Positive	1
G197	G2709	1	IEntropy_True_Positive	1
G10	G2709	1	IEntropy_True_Positive	1
G23	G2709	1	IEntropy_True_Positive	1
G113	G2709	1	IEntropy_True_Positive	1
G183	G2709	1	IEntropy_True_Positive	1
G73	G2709	1	IEntropy_True_Positive	1
G151	G2709	1	IEntropy_True_Positive	1
G92	G2709	1	IEntropy_True_Positive	1
G281	G2709	1	IEntropy_True_Positive	1
G150	G2709	1	IEntropy_True_Positive	1
G244	G2709	1	IEntropy_True_Positive	1
G167	G2709	1	IEntropy_True_Positive	1
G19	G2709	1	IEntropy_True_Positive	1
G145	G2709	1	IEntropy_True_Positive	1
G22	G2709	1	IEntropy_True_Positive	1
G178	G2709	1	IEntropy_True_Positive	1
G209	G2709	1	IEntropy_True_Positive	1
G313	G2709	1	IEntropy_True_Positive	1
G31	G2709	1	IEntropy_True_Positive	1
G57	G2709	1	IEntropy_True_Positive	1
G277	G2709	1	IEntropy_True_Positive	1
G192	G2709	1	IEntropy_True_Positive	1
G305	G2709	1	IEntropy_True_Positive	1
G280	G2709	1	IEntropy_True_Positive	1
G268	G2709	1	IEntropy_True_Positive	1
G315	G2709	1	IEntropy_True_Positive	1
G48	G2709	1	IEntropy_True_Positive	1
G208	G2709	1	IEntropy_True_Positive	1
G55	G2709	1	IEntropy_True_Positive	1
G162	G2709	1	IEntropy_True_Positive	1
G193	G2709	1	IEntropy_True_Positive	1
G69	G2709	1	IEntropy_True_Positive	1
G282	G2709	1	IEntropy_True_Positive	1
G278	G2709	1	IEntropy_True_Positive	1
G264	G2709	1	IEntropy_True_Positive	1
G210	G2709	1	IEntropy_True_Positive	1
G328	G2709	1	IEntropy_True_Positive	1
G333	G2709	1	IEntropy_True_Positive	1
G125	G2709	1	IEntropy_True_Positive	1
G176	G2709	1	IEntropy_True_Positive	1
G121	G2709	1	IEntropy_True_Positive	1
G84	G2709	1	IEntropy_True_Positive	1
G202	G2709	1	IEntropy_True_Positive	1
G140	G2709	1	IEntropy_True_Positive	1
G66	G2709	1	IEntropy_True_Positive	1
G6	G2709	1	IEntropy_True_Positive	1
G168	G2709	1	IEntropy_True_Positive	1
G199	G2709	1	IEntropy_True_Positive	1
G220	G2709	1	IEntropy_True_Positive	1
G179	G2709	1	IEntropy_True_Positive	1
G86	G2709	1	IEntropy_True_Positive	1
G207	G2709	1	IEntropy_True_Positive	1
G235	G2709	1	IEntropy_True_Positive	1
G82	G2709	1	IEntropy_True_Positive	1
G323	G2709	1	IEntropy_True_Positive	1
G172	G2709	1	IEntropy_True_Positive	1
G259	G4083	1	IEntropy_True_Positive	1
G7	G4083	1	IEntropy_True_Positive	1
G76	G4083	1	IEntropy_True_Positive	1
G13	G4083	1	IEntropy_True_Positive	1
G187	G4083	1	IEntropy_True_Positive	1
G110	G4083	1	IEntropy_True_Positive	1
G309	G4083	1	IEntropy_True_Positive	1
G11	G4083	1	IEntropy_True_Positive	1
G254	G4083	1	IEntropy_True_Positive	1
G284	G4083	1	IEntropy_True_Positive	1
G219	G4083	1	IEntropy_True_Positive	1
G116	G4083	1	IEntropy_True_Positive	1
G36	G4083	1	IEntropy_True_Positive	1
G299	G4083	1	IEntropy_True_Positive	1
G89	G4083	1	IEntropy_True_Positive	1
G138	G4083	1	IEntropy_True_Positive	1
G216	G4083	1	IEntropy_True_Positive	1
G332	G4083	1	IEntropy_True_Positive	1
G188	G4083	1	IEntropy_True_Positive	1
G4	G4083	1	IEntropy_True_Positive	1
G197	G4083	1	IEntropy_True_Positive	1
G10	G4083	1	IEntropy_True_Positive	1
G23	G4083	1	IEntropy_True_Positive	1
G113	G4083	1	IEntropy_True_Positive	1
G183	G4083	1	IEntropy_True_Positive	1
G73	G4083	1	IEntropy_True_Positive	1
G151	G4083	1	IEntropy_True_Positive	1
G92	G4083	1	IEntropy_True_Positive	1
G281	G4083	1	IEntropy_True_Positive	1
G150	G4083	1	IEntropy_True_Positive	1
G244	G4083	1	IEntropy_True_Positive	1
G167	G4083	1	IEntropy_True_Positive	1
G19	G4083	1	IEntropy_True_Positive	1
G145	G4083	1	IEntropy_True_Positive	1
G22	G4083	1	IEntropy_True_Positive	1
G178	G4083	1	IEntropy_True_Positive	1
G209	G4083	1	IEntropy_True_Positive	1
G313	G4083	1	IEntropy_True_Positive	1
G31	G4083	1	IEntropy_True_Positive	1
G57	G4083	1	IEntropy_True_Positive	1
G277	G4083	1	IEntropy_True_Positive	1
G192	G4083	1	IEntropy_True_Positive	1
G305	G4083	1	IEntropy_True_Positive	1
G280	G4083	1	IEntropy_True_Positive	1
G268	G4083	1	IEntropy_True_Positive	1
G315	G4083	1	IEntropy_True_Positive	1
G48	G4083	1	IEntropy_True_Positive	1
G208	G4083	1	IEntropy_True_Positive	1
G55	G4083	1	IEntropy_True_Positive	1
G162	G4083	1	IEntropy_True_Positive	1
G193	G4083	1	IEntropy_True_Positive	1
G69	G4083	1	IEntropy_True_Positive	1
G282	G4083	1	IEntropy_True_Positive	1
G278	G4083	1	IEntropy_True_Positive	1
G264	G4083	1	IEntropy_True_Positive	1
G210	G4083	1	IEntropy_True_Positive	1
G328	G4083	1	IEntropy_True_Positive	1
G333	G4083	1	IEntropy_True_Positive	1
G125	G4083	1	IEntropy_True_Positive	1
G176	G4083	1	IEntropy_True_Positive	1
G121	G4083	1	IEntropy_True_Positive	1
G84	G4083	1	IEntropy_True_Positive	1
G202	G4083	1	IEntropy_True_Positive	1
G140	G4083	1	IEntropy_True_Positive	1
G66	G4083	1	IEntropy_True_Positive	1
G6	G4083	1	IEntropy_True_Positive	1
G168	G4083	1	IEntropy_True_Positive	1
G199	G4083	1	IEntropy_True_Positive	1
G220	G4083	1	IEntropy_True_Positive	1
G179	G4083	1	IEntropy_True_Positive	1
G86	G4083	1	IEntropy_True_Positive	1
G207	G4083	1	IEntropy_True_Positive	1
G235	G4083	1	IEntropy_True_Positive	1
G82	G4083	1	IEntropy_True_Positive	1
G323	G4083	1	IEntropy_True_Positive	1
G172	G4083	1	IEntropy_True_Positive	1
G259	G13	1	IEntropy_True_Positive	1
G7	G13	1	IEntropy_True_Positive	1
G76	G13	1	IEntropy_True_Positive	1
G187	G13	1	IEntropy_True_Positive	1
G110	G13	1	IEntropy_True_Positive	1
G309	G13	1	IEntropy_True_Positive	1
G11	G13	1	IEntropy_True_Positive	1
G254	G13	1	IEntropy_True_Positive	1
G284	G13	1	IEntropy_True_Positive	1
G219	G13	1	IEntropy_True_Positive	1
G116	G13	1	IEntropy_True_Positive	1
G36	G13	1	IEntropy_True_Positive	1
G299	G13	1	IEntropy_True_Positive	1
G89	G13	1	IEntropy_True_Positive	1
G138	G13	1	IEntropy_True_Positive	1
G216	G13	1	IEntropy_True_Positive	1
G332	G13	1	IEntropy_True_Positive	1
G188	G13	1	IEntropy_True_Positive	1
G4	G13	1	IEntropy_True_Positive	1
G197	G13	1	IEntropy_True_Positive	1
G10	G13	1	IEntropy_True_Positive	1
G23	G13	1	IEntropy_True_Positive	1
G113	G13	1	IEntropy_True_Positive	1
G183	G13	1	IEntropy_True_Positive	1
G73	G13	1	IEntropy_True_Positive	1
G151	G13	1	IEntropy_True_Positive	1
G92	G13	1	IEntropy_True_Positive	1
G281	G13	1	IEntropy_True_Positive	1
G150	G13	1	IEntropy_True_Positive	1
G244	G13	1	IEntropy_True_Positive	1
G167	G13	1	IEntropy_True_Positive	1
G19	G13	1	IEntropy_True_Positive	1
G145	G13	1	IEntropy_True_Positive	1
G22	G13	1	IEntropy_True_Positive	1
G178	G13	1	IEntropy_True_Positive	1
G209	G13	1	IEntropy_True_Positive	1
G313	G13	1	IEntropy_True_Positive	1
G31	G13	1	IEntropy_True_Positive	1
G57	G13	1	IEntropy_True_Positive	1
G277	G13	1	IEntropy_True_Positive	1
G192	G13	1	IEntropy_True_Positive	1
G305	G13	1	IEntropy_True_Positive	1
G280	G13	1	IEntropy_True_Positive	1
G268	G13	1	IEntropy_True_Positive	1
G315	G13	1	IEntropy_True_Positive	1
G48	G13	1	IEntropy_True_Positive	1
G208	G13	1	IEntropy_True_Positive	1
G55	G13	1	IEntropy_True_Positive	1
G162	G13	1	IEntropy_True_Positive	1
G193	G13	1	IEntropy_True_Positive	1
G69	G13	1	IEntropy_True_Positive	1
G282	G13	1	IEntropy_True_Positive	1
G278	G13	1	IEntropy_True_Positive	1
G264	G13	1	IEntropy_True_Positive	1
G210	G13	1	IEntropy_True_Positive	1
G328	G13	1	IEntropy_True_Positive	1
G333	G13	1	IEntropy_True_Positive	1
G125	G13	1	IEntropy_True_Positive	1
G176	G13	1	IEntropy_True_Positive	1
G121	G13	1	IEntropy_True_Positive	1
G84	G13	1	IEntropy_True_Positive	1
G202	G13	1	IEntropy_True_Positive	1
G140	G13	1	IEntropy_True_Positive	1
G66	G13	1	IEntropy_True_Positive	1
G6	G13	1	IEntropy_True_Positive	1
G168	G13	1	IEntropy_True_Positive	1
