gene_id,mean_expression,std_expression,min_expression,max_expression,median_expression,cells_expressed,total_cells,expression_rate
GENE_000292,8.436981445355796,1.3195402144468984,3.5455,14.916,8.3469,4511,4511,1.0
GENE_000293,8.345935247173575,1.3595509637397556,3.5273,14.88,8.2431,4511,4511,1.0
GENE_000294,8.312852272223454,1.3097752160486213,3.5254,14.901,8.2102,4511,4511,1.0
GENE_000295,8.395393194413655,1.323176778185136,3.5597,14.926,8.3285,4511,4511,1.0
GENE_000296,8.391835801374418,1.32496153669714,3.5334,14.873,8.3146,4511,4511,1.0
GENE_000297,8.316080558634448,1.1475460447925683,3.5344,14.966,8.3587,4511,4511,1.0
GENE_000298,8.312649944579915,1.1104646255361177,3.5376,14.832,8.3209,4511,4511,1.0
GENE_000299,8.282637619153181,1.0948109707534204,3.5459,14.812,8.2791,4511,4511,1.0
GENE_000300,8.346360718244293,1.0718372546173454,3.537,14.864,8.3893,4511,4511,1.0
GENE_000301,8.279848791842163,1.1371603203681155,3.564,14.826,8.3191,4511,4511,1.0
GENE_000302,8.317946220350255,1.1041523500407253,3.5289,14.856,8.3434,4511,4511,1.0
GENE_000303,8.458727222345379,1.331834492217449,3.6359,14.796,8.4532,4511,4511,1.0
GENE_000304,8.503248880514299,1.2336001435662278,3.5658,14.831,8.5337,4511,4511,1.0
GENE_000305,8.443757991576147,1.2219173152746214,3.6947,14.822,8.4686,4511,4511,1.0
GENE_000306,8.567260496563955,1.4963810174066954,3.7269,14.825,8.4605,4511,4511,1.0
GENE_000307,8.582522168033696,1.558837559189098,3.6126,14.787,8.4683,4511,4511,1.0
GENE_000308,8.590809776102859,1.6192234228411333,3.5621,14.816,8.4455,4511,4511,1.0
GENE_000309,8.576381689204169,1.6282053849514249,3.598,14.786,8.3955,4511,4511,1.0
GENE_000310,8.565759277322103,1.629078914821507,3.6255,14.725,8.4056,4511,4511,1.0
GENE_000311,8.480022744402572,1.5925273702512013,3.5158,14.581,8.3353,4511,4511,1.0
GENE_000312,8.527763201064065,1.5946157231707752,3.6307,14.692,8.348,4511,4511,1.0
GENE_000313,8.5757122367546,1.5859885157510225,3.649,14.383,8.3908,4511,4511,1.0
GENE_000314,8.600774462425182,1.569860081276193,3.6744,14.729,8.4857,4511,4511,1.0
GENE_000315,8.607048370649522,1.57447590518985,3.626,14.572,8.4534,4511,4511,1.0
GENE_000316,8.619948902682331,1.534103777265979,3.6881,14.702,8.5202,4511,4511,1.0
GENE_000317,8.602605453336288,1.5464278620643526,3.5965,14.804,8.4903,4511,4511,1.0
GENE_000318,8.600471159388164,1.5594989207519738,3.6486,14.609,8.4879,4511,4511,1.0
GENE_000319,8.61498547993793,1.5401060825543247,3.5534,14.799,8.4991,4511,4511,1.0
GENE_000320,8.63448332963866,1.5723538455273525,3.5857,14.716,8.5162,4511,4511,1.0
GENE_000321,8.659845333628908,1.5701903360382352,3.6968,14.709,8.5397,4511,4511,1.0
GENE_000322,8.46207858567945,1.3692951833568923,3.5385,14.779,8.3634,4511,4511,1.0
GENE_000323,8.468076058523609,1.4211129504531037,3.5786,14.821,8.3667,4511,4511,1.0
GENE_000324,8.554609310574152,1.4512987247721494,3.5707,14.772,8.4559,4511,4511,1.0
GENE_000325,8.64830791398803,1.5254987927872798,3.6595,14.796,8.5325,4511,4511,1.0
GENE_000326,8.599349700731546,1.5628605097908315,3.506,14.705,8.4654,4511,4511,1.0
GENE_000327,8.592176812236755,1.5031185432134855,3.7753,14.854,8.5072,4511,4511,1.0
GENE_000328,8.587483772999336,1.5187423568486105,3.6935,14.726,8.461,4511,4511,1.0
GENE_000329,8.545089647528263,1.5042580036366022,3.6841,14.658,8.4047,4511,4511,1.0
GENE_000330,8.590701773442696,1.503144515788475,3.6335,14.679,8.4628,4511,4511,1.0
GENE_000331,8.549277233429395,1.523436080127168,3.7119,14.742,8.3823,4511,4511,1.0
GENE_000332,8.585375349146531,1.526061710750812,3.6522,14.796,8.4274,4511,4511,1.0
GENE_000333,8.595785346929729,1.5880146980602248,3.618,14.674,8.417,4511,4511,1.0
GENE_000334,8.614567257814231,1.5527389170586774,3.5896,14.598,8.4429,4511,4511,1.0
GENE_000335,8.62961649301707,1.5389760227406053,3.6912,14.671,8.4745,4511,4511,1.0
GENE_000336,8.591152094879185,1.5690932815324483,3.5876,14.792,8.4262,4511,4511,1.0
GENE_000337,8.648136776767899,1.5098477804355621,3.6271,14.842,8.5047,4511,4511,1.0
GENE_000338,8.595626313455996,1.5661143794083139,3.5963,14.901,8.4387,4511,4511,1.0
GENE_000339,8.59538062513855,1.5178861031670738,3.5141,14.72,8.4355,4511,4511,1.0
GENE_000340,8.625777809798272,1.5167843107629593,3.7263,14.818,8.4776,4511,4511,1.0
GENE_000341,8.632395898913767,1.5288551670243515,3.6327,14.836,8.4779,4511,4511,1.0
GENE_000342,8.639728663267569,1.4742884015035682,3.5809,14.624,8.506,4511,4511,1.0
GENE_000343,8.648648481489692,1.4729899093172962,3.628,14.842,8.5241,4511,4511,1.0
GENE_000344,8.619610352471737,1.5395467271718564,3.6911,14.802,8.4457,4511,4511,1.0
GENE_000345,8.611979139880294,1.5342511917626362,3.6495,14.721,8.4627,4511,4511,1.0
GENE_000346,8.572454422522721,1.5725976930492662,3.6677,14.82,8.4014,4511,4511,1.0
GENE_000347,8.591475459986698,1.5617225454736414,3.6146,14.738,8.4333,4511,4511,1.0
GENE_000348,8.66251906450898,1.5742352798948867,3.5647,14.765,8.5038,4511,4511,1.0
GENE_000349,8.611802970516514,1.570124880434575,3.6328,14.926,8.4594,4511,4511,1.0
GENE_000350,8.622904123254267,1.5254106999441361,3.6589,14.914,8.4686,4511,4511,1.0
GENE_000351,8.595085103081356,1.5218825547309625,3.6353,14.782,8.4253,4511,4511,1.0
GENE_000352,8.668847151407672,1.4912390219274192,3.5907,14.572,8.5183,4511,4511,1.0
GENE_000353,8.592488627798716,1.5356257141956908,3.6672,14.849,8.4367,4511,4511,1.0
GENE_000354,8.570021015295946,1.5450594047110213,3.5953,14.733,8.4203,4511,4511,1.0
GENE_000355,8.610037264464642,1.5394877619184373,3.8568,14.797,8.4619,4511,4511,1.0
GENE_000356,8.604316692529373,1.5352642036024953,3.6343,14.704,8.4474,4511,4511,1.0
GENE_000357,8.645489226335624,1.5437860986701153,3.6506,14.89,8.5033,4511,4511,1.0
GENE_000358,8.647596231434271,1.5252046484775272,3.6073,14.915,8.5134,4511,4511,1.0
GENE_000359,8.659771159388162,1.5389656538756258,3.5958,14.885,8.5162,4511,4511,1.0
GENE_000360,8.620335956550655,1.5381854360837026,3.6712,14.799,8.4494,4511,4511,1.0
GENE_000361,8.665648370649523,1.5438354991672623,3.7054,14.588,8.5053,4511,4511,1.0
GENE_000362,8.558314187541567,1.5797925734209286,3.64,14.597,8.3751,4511,4511,1.0
GENE_000363,8.625608845045445,1.5610866372389758,3.6152,14.695,8.4572,4511,4511,1.0
GENE_000364,8.607271358900466,1.55204803380331,3.6212,14.655,8.43,4511,4511,1.0
GENE_000365,8.549729017956107,1.5838941537719284,3.535,14.662,8.3905,4511,4511,1.0
GENE_000366,8.629223320771446,1.5765708511745022,3.5623,14.6,8.4516,4511,4511,1.0
GENE_000367,8.621221458656617,1.5433021846411472,3.653,14.641,8.4434,4511,4511,1.0
GENE_000368,8.62894331633784,1.5402499793552236,3.5646,14.823,8.4861,4511,4511,1.0
GENE_000369,8.650439104411438,1.5461905234402689,3.6566,14.88,8.4969,4511,4511,1.0
GENE_000370,8.618943227665707,1.5419917356733255,3.5384,14.769,8.4552,4511,4511,1.0
GENE_000371,8.627769297273332,1.5584336374303618,3.5767,14.781,8.4735,4511,4511,1.0
GENE_000372,8.652048215473288,1.5743066019576477,3.6215,14.76,8.485,4511,4511,1.0
GENE_000373,8.644315318111284,1.5384719704544347,3.6158,14.72,8.4936,4511,4511,1.0
GENE_000374,8.630040301485257,1.4492250730288956,3.6928,14.783,8.5033,4511,4511,1.0
GENE_000375,8.440830436710264,1.2468842075421314,3.5479,14.855,8.3698,4511,4511,1.0
GENE_000376,8.28573400576369,1.2899558219513354,3.5322,14.906,8.1858,4511,4511,1.0
GENE_000377,8.298927554865884,1.315755988245616,3.5226,14.894,8.1734,4511,4511,1.0
GENE_000378,8.412565972068279,1.2404262012942826,3.6027,14.935,8.38,4511,4511,1.0
GENE_000379,8.351670228330747,1.3033391292074397,3.5307,14.904,8.2352,4511,4511,1.0
GENE_000380,8.26108421636001,1.2869926207728506,3.5347,14.88,8.1558,4511,4511,1.0
GENE_000381,8.444051474174241,1.417299280517714,3.5274,15.016,8.3383,4511,4511,1.0
GENE_000382,8.434809687430725,1.4185199684364396,3.6009,15.05,8.311,4511,4511,1.0
GENE_000383,8.474548725338062,1.3618817749928542,3.5333,14.909,8.4094,4511,4511,1.0
GENE_000384,8.348233761915319,1.307282794306586,3.5435,14.89,8.2838,4511,4511,1.0
GENE_000385,8.431691243626691,1.3187016952806914,3.5455,14.916,8.3454,4511,4511,1.0
GENE_000386,8.343456705830192,1.3491787550000116,3.5273,14.88,8.2431,4511,4511,1.0
GENE_000387,8.309969563289737,1.300731815291166,3.5254,14.901,8.2091,4511,4511,1.0
GENE_000388,8.400793172245622,1.3240227646797387,3.5597,14.926,8.3346,4511,4511,1.0
GENE_000389,8.391357282199069,1.322935175984716,3.5334,14.873,8.3146,4511,4511,1.0
GENE_000390,8.498873088007095,1.4884549083403573,3.5879,14.9,8.4404,4511,4511,1.0
GENE_000391,8.530266437596985,1.4971551667157443,3.6192,14.855,8.465,4511,4511,1.0
GENE_000392,8.502463976945245,1.4044173177570907,3.7668,14.927,8.4644,4511,4511,1.0
GENE_000393,8.5219836843272,1.4312348267055903,3.6352,14.893,8.4991,4511,4511,1.0
GENE_000394,8.586431456439813,1.4169640965964991,3.6974,14.955,8.5409,4511,4511,1.0
GENE_000395,8.510350609620927,1.404910895506875,3.6404,14.937,8.457,4511,4511,1.0
GENE_000396,8.449403569053425,1.5236663469295137,3.5451,14.913,8.364,4511,4511,1.0
GENE_000397,8.450198248725338,1.4917007777115738,3.5444,14.809,8.3742,4511,4511,1.0
GENE_000398,8.390196142762138,1.1825515169469174,3.5363,14.835,8.3762,4511,4511,1.0
GENE_000399,8.359455176235867,1.1943848388766913,3.5625,14.828,8.3576,4511,4511,1.0
GENE_000400,8.373743405009975,1.1697697661869144,3.5457,14.914,8.3987,4511,4511,1.0
GENE_000401,8.314764508978055,1.1472652991393437,3.5344,14.966,8.3515,4511,4511,1.0
GENE_000402,8.310230547550432,1.1062297765779516,3.5376,14.832,8.3259,4511,4511,1.0
GENE_000403,8.283007603635557,1.0869026099736117,3.5459,14.812,8.2818,4511,4511,1.0
GENE_000404,8.348419574373754,1.0719508565780016,3.537,14.864,8.3874,4511,4511,1.0
GENE_000405,8.27796982930614,1.127484547866227,3.564,14.826,8.3216,4511,4511,1.0
GENE_000406,8.319339436931944,1.1038533410003937,3.5289,14.856,8.3445,4511,4511,1.0
GENE_000407,8.57730432276657,1.6036523577564592,3.617,14.698,8.4815,4511,4511,1.0
GENE_000408,8.523529372644647,1.538142416217436,3.5597,14.713,8.3861,4511,4511,1.0
GENE_000409,8.608690667257815,1.5354987181038902,3.6635,14.547,8.4522,4511,4511,1.0
GENE_000410,8.359147240079805,1.4557585592562052,3.5474,14.711,8.2015,4511,4511,1.0
GENE_000411,8.441575792507203,1.4459195893508092,3.5454,14.725,8.2862,4511,4511,1.0
GENE_000412,8.496011372201286,1.5516513603745659,3.5724,14.759,8.3149,4511,4511,1.0
GENE_000413,8.459868521392153,1.501539498955862,3.5795,14.746,8.2856,4511,4511,1.0
GENE_000414,8.24928920416759,1.162615415167066,3.5434,14.709,8.2146,4511,4511,1.0
GENE_000415,8.55221194857016,1.6123656202041774,3.5739,14.922,8.4049,4511,4511,1.0
GENE_000416,8.58906725781423,1.63151876201871,3.5765,14.653,8.4256,4511,4511,1.0
GENE_000417,8.52014169807138,1.5543299998236522,3.6548,14.866,8.3872,4511,4511,1.0
GENE_000418,8.537078918199956,1.5600120507952535,3.5301,14.836,8.3877,4511,4511,1.0
GENE_000419,8.446975615162936,1.578774919831673,3.6219,14.794,8.3071,4511,4511,1.0
GENE_000420,8.575690911106184,1.5713851974215896,3.5691,14.83,8.4219,4511,4511,1.0
GENE_000421,8.521539348259811,1.4626194617168318,3.6238,14.697,8.3893,4511,4511,1.0
GENE_000422,8.546094613167812,1.502754095634607,3.5825,14.884,8.4014,4511,4511,1.0
GENE_000423,8.595198891598315,1.4698941968270143,3.5454,14.759,8.4851,4511,4511,1.0
GENE_000424,8.457117889603191,1.5546297513091343,3.5771,14.818,8.3137,4511,4511,1.0
GENE_000425,8.592187120372424,1.5229740513009649,3.6206,14.722,8.4704,4511,4511,1.0
GENE_000426,8.552377432941698,1.5124845826619027,3.6092,14.874,8.4395,4511,4511,1.0
GENE_000427,8.657505275992017,1.492643807308916,3.6335,14.767,8.506,4511,4511,1.0
GENE_000428,8.482504522278875,1.553448213697611,3.5696,14.807,8.3334,4511,4511,1.0
GENE_000429,8.42444637552649,1.3741045286586895,3.5738,14.915,8.2722,4511,4511,1.0
GENE_000430,8.48624457991576,1.3106404206479125,3.5863,14.87,8.3909,4511,4511,1.0
GENE_000431,8.492294347151407,1.340982962132096,3.6204,14.864,8.3837,4511,4511,1.0
GENE_000432,8.486467257814233,1.586306150741064,3.5785,14.747,8.2758,4511,4511,1.0
GENE_000433,8.462650188428286,1.5721253484887359,3.5667,14.595,8.244,4511,4511,1.0
GENE_000434,8.453205608512524,1.5521418299102077,3.5371,14.601,8.3052,4511,4511,1.0
GENE_000435,8.633421502992684,1.5416247179866323,3.6468,14.573,8.4988,4511,4511,1.0
GENE_000436,8.609698758590113,1.5921075424679643,3.6578,14.632,8.4766,4511,4511,1.0
GENE_000437,8.550415805808024,1.584232801298537,3.6186,14.677,8.4133,4511,4511,1.0
GENE_000438,8.580430325870095,1.589657155826774,3.6314,14.687,8.4398,4511,4511,1.0
GENE_000439,8.585678918199957,1.5989242965030959,3.583,14.627,8.4263,4511,4511,1.0
GENE_000440,8.602988627798712,1.6067912629695698,3.5708,14.74,8.4204,4511,4511,1.0
GENE_000441,8.576961383285303,1.6103956365282466,3.5437,14.693,8.3969,4511,4511,1.0
GENE_000442,8.538889159831523,1.6013659980572543,3.581,14.399,8.3333,4511,4511,1.0
GENE_000443,8.638434338284194,1.6435722217974116,3.6831,14.71,8.464,4511,4511,1.0
GENE_000444,8.55127408556861,1.6940854976212647,3.5523,14.852,8.3854,4511,4511,1.0
GENE_000445,8.555178563511417,1.6338600577822466,3.6657,14.484,8.3667,4511,4511,1.0
GENE_000446,8.58964096652627,1.6303986451939962,3.7224,14.562,8.4135,4511,4511,1.0
GENE_000447,8.609137087120372,1.6467093567710898,3.5524,14.801,8.4615,4511,4511,1.0
GENE_000448,8.643178607847485,1.667081359697384,3.6011,14.844,8.5063,4511,4511,1.0
GENE_000449,8.598184371536243,1.57094841032269,3.7272,14.36,8.4538,4511,4511,1.0
GENE_000450,8.562941498559079,1.6012271813254368,3.6553,14.591,8.4165,4511,4511,1.0
GENE_000451,8.615533784083352,1.6383865588024675,3.6279,14.672,8.4575,4511,4511,1.0
GENE_000452,8.573994103303038,1.6707970004067894,3.6276,14.807,8.4043,4511,4511,1.0
GENE_000453,8.553053912657946,1.604567083860756,3.8791,14.291,8.3911,4511,4511,1.0
GENE_000454,8.592147284415871,1.5706869362971723,3.6411,14.521,8.4357,4511,4511,1.0
GENE_000455,8.63634265129683,1.6390697407752457,3.6611,14.742,8.4829,4511,4511,1.0
GENE_000456,8.611473154511195,1.6515516917180135,3.6926,14.718,8.4598,4511,4511,1.0
GENE_000457,8.607806916426512,1.583197891813891,3.6365,14.211,8.4093,4511,4511,1.0
GENE_000458,8.576088007093771,1.525187220444109,3.6432,14.549,8.4203,4511,4511,1.0
GENE_000459,8.611891088450454,1.613729211292758,3.6554,14.785,8.472,4511,4511,1.0
GENE_000460,8.58643240966526,1.6539396497958065,3.6683,14.825,8.4208,4511,4511,1.0
GENE_000461,8.575662802039458,1.602739989559328,3.6412,14.811,8.4043,4511,4511,1.0
GENE_000462,8.568574839281757,1.560760854352025,3.6945,14.597,8.3909,4511,4511,1.0
GENE_000463,8.619526158279761,1.6436301814283798,3.5665,14.85,8.4768,4511,4511,1.0
GENE_000464,8.639602660164044,1.6202048068375037,3.6243,14.698,8.5127,4511,4511,1.0
GENE_000465,8.585825448902682,1.626338637350446,3.6476,14.571,8.4072,4511,4511,1.0
GENE_000466,8.58474194191975,1.653980413645777,3.7017,14.481,8.4197,4511,4511,1.0
GENE_000467,8.658497495012192,1.6490132921077523,3.6535,14.847,8.518,4511,4511,1.0
GENE_000468,8.712968299711815,1.5945900950856309,3.6761,14.56,8.5738,4511,4511,1.0
GENE_000469,8.67745903347373,1.6156636635150796,3.6053,14.829,8.5401,4511,4511,1.0
GENE_000470,8.645260984260695,1.5987314195306566,3.7049,14.895,8.5157,4511,4511,1.0
GENE_000471,8.620019574373751,1.6182485723893787,3.6359,14.895,8.4876,4511,4511,1.0
GENE_000472,8.623515628463757,1.6117208548345743,3.549,15.18,8.4896,4511,4511,1.0
GENE_000473,8.604768432720018,1.5993234344715421,3.7238,14.801,8.4568,4511,4511,1.0
GENE_000474,8.617506495233874,1.6343714231235105,3.6786,14.88,8.4838,4511,4511,1.0
GENE_000475,8.609563356240303,1.5842846612618924,3.6988,14.86,8.4617,4511,4511,1.0
GENE_000476,8.605295189536688,1.626669041386488,3.6172,14.903,8.4585,4511,4511,1.0
GENE_000477,8.623270405675017,1.6247295276062548,3.6216,14.816,8.4802,4511,4511,1.0
GENE_000478,8.546122168033696,1.6602214452890327,3.6583,14.913,8.397,4511,4511,1.0
GENE_000479,8.67186202615828,1.6310911863387352,3.6738,14.936,8.5359,4511,4511,1.0
GENE_000480,8.64554395921082,1.6428874699452423,3.7002,14.91,8.5076,4511,4511,1.0
GENE_000481,8.640355264908004,1.6344356297670417,3.6316,14.85,8.492,4511,4511,1.0
GENE_000482,8.662124939037907,1.6190253000591328,3.6207,14.813,8.5148,4511,4511,1.0
GENE_000483,8.591082132564841,1.6466483474055043,3.7985,15.051,8.4422,4511,4511,1.0
GENE_000484,8.62328614497894,1.654846271012455,3.671,14.917,8.4823,4511,4511,1.0
GENE_000485,8.61466754599867,1.5932978704108014,3.6171,14.843,8.4725,4511,4511,1.0
GENE_000486,8.606588295278208,1.5780657987457853,3.5835,14.868,8.4717,4511,4511,1.0
GENE_000487,8.61895284859233,1.6187492493649194,3.6374,15.201,8.4792,4511,4511,1.0
GENE_000488,8.642165728219908,1.525054096441671,3.6374,14.782,8.5187,4511,4511,1.0
GENE_000489,8.480945067612502,1.2897150407696767,3.6151,14.82,8.4698,4511,4511,1.0
GENE_000490,8.425450232764355,1.5598787705452042,3.5242,14.71,8.3469,4511,4511,1.0
GENE_000491,8.358755686100643,1.4924582222554004,3.527,14.665,8.3006,4511,4511,1.0
GENE_000492,8.421218155619597,1.5437362543613147,3.577,14.764,8.3452,4511,4511,1.0
GENE_000493,8.489616714697407,1.5834578668316306,3.5285,14.68,8.3866,4511,4511,1.0
GENE_000494,8.521970472179119,1.5527246643236101,3.5703,14.723,8.4191,4511,4511,1.0
GENE_000495,8.484246530702727,1.5619188838168807,3.566,14.705,8.3902,4511,4511,1.0
GENE_000496,8.465550498780757,1.3382337417126267,3.6164,14.954,8.4276,4511,4511,1.0
GENE_000497,8.54308842828641,1.487336431341164,3.5229,14.862,8.3922,4511,4511,1.0
GENE_000498,8.40412387497229,1.4059599349477196,3.5326,14.916,8.2592,4511,4511,1.0
GENE_000499,8.323099290622922,1.2343226457220537,3.5252,14.834,8.2703,4511,4511,1.0
GENE_000500,8.531840146309023,1.5716341193779153,3.5293,14.868,8.4096,4511,4511,1.0
GENE_000501,8.49050576368876,1.5998319280065676,3.6865,14.856,8.3599,4511,4511,1.0
GENE_000502,8.555742385280425,1.5230226330300993,3.5947,14.979,8.4378,4511,4511,1.0
GENE_000503,8.577191886499667,1.5597146756000828,3.564,14.9,8.4478,4511,4511,1.0
GENE_000504,8.642596519618712,1.5499176810152153,3.5819,14.551,8.5156,4511,4511,1.0
GENE_000505,8.603750011084017,1.5111657061548298,3.6343,14.854,8.4831,4511,4511,1.0
GENE_000506,8.668462314342717,1.42603871697404,3.5845,14.671,8.5933,4511,4511,1.0
GENE_000507,8.596035646198183,1.5088369206362113,3.6087,14.8,8.5022,4511,4511,1.0
GENE_000508,8.599284726224784,1.4879773207595672,3.6279,14.708,8.5009,4511,4511,1.0
GENE_000509,8.60566586122811,1.5199010375287099,3.6356,14.842,8.4827,4511,4511,1.0
GENE_000510,8.565467346486367,1.5343713186192451,3.6921,14.812,8.4309,4511,4511,1.0
GENE_000511,8.586005497672357,1.5235357878722904,3.6715,14.718,8.4539,4511,4511,1.0
GENE_000512,8.601641365550874,1.5417868731125774,3.7172,14.731,8.4881,4511,4511,1.0
GENE_000513,8.620514143205497,1.4405661076667882,3.6375,14.785,8.5001,4511,4511,1.0
GENE_000514,8.485546796719131,1.4291281374521585,3.722,14.778,8.3528,4511,4511,1.0
GENE_000515,8.565994945688319,1.4125981167331179,3.7242,14.816,8.415,4511,4511,1.0
GENE_000516,8.664163511416536,1.4654157426104242,3.6299,14.655,8.5683,4511,4511,1.0
GENE_000517,8.192269784970073,1.1792322584083617,3.5344,14.818,8.134,4511,4511,1.0
GENE_000518,8.443259875859011,1.348657633845532,3.5925,14.799,8.3068,4511,4511,1.0
GENE_000519,8.519820594103303,1.4595188161437949,3.6714,14.781,8.4147,4511,4511,1.0
GENE_000520,8.629244646419862,1.5814687378944672,3.4941,14.825,8.4716,4511,4511,1.0
GENE_000521,8.550673863888273,1.4355613432171292,3.7121,14.804,8.4574,4511,4511,1.0
GENE_000522,8.498812037242296,1.5507011389113399,3.6035,14.697,8.341,4511,4511,1.0
GENE_000523,8.512506938594546,1.496627923145854,3.6102,14.764,8.4139,4511,4511,1.0
GENE_000524,8.613670738195522,1.45208504170108,3.7176,14.772,8.5003,4511,4511,1.0
GENE_000525,8.598348902682332,1.50009178950731,3.5696,14.744,8.4809,4511,4511,1.0
GENE_000526,8.561707071602749,1.5661970370349139,3.6475,14.779,8.4361,4511,4511,1.0
GENE_000527,8.607643538018179,1.547128588524549,3.5675,14.823,8.4836,4511,4511,1.0
GENE_000528,8.550263201064066,1.572961949174294,3.5993,14.762,8.4203,4511,4511,1.0
GENE_000529,8.64035530924407,1.5536670204452256,3.5601,14.639,8.513,4511,4511,1.0
GENE_000530,8.223467834183108,1.2254336232599987,3.5443,14.906,8.2125,4511,4511,1.0
GENE_000531,8.235636422079361,1.2413811622709638,3.5344,14.93,8.2363,4511,4511,1.0
GENE_000532,8.15570259365994,1.243632071826435,3.5332,14.866,8.1791,4511,4511,1.0
GENE_000533,8.155141875415651,1.1146791718773774,3.5042,14.774,8.1935,4511,4511,1.0
GENE_000534,8.15899736200399,1.083633824148097,3.5266,14.853,8.177,4511,4511,1.0
GENE_000535,8.129225958767458,1.0899511913206241,3.5352,14.909,8.161,4511,4511,1.0
GENE_000536,8.492809399246287,1.5525596394371444,3.6335,14.765,8.3643,4511,4511,1.0
GENE_000537,8.576783972511638,1.5910358761510772,3.6758,14.754,8.457,4511,4511,1.0
GENE_000538,8.558087519397029,1.5394141446911687,3.6947,14.784,8.4332,4511,4511,1.0
GENE_000539,8.611869186433164,1.56894942257062,3.5662,14.731,8.4902,4511,4511,1.0
GENE_000540,8.556349102194636,1.531226079735614,3.6386,14.805,8.4472,4511,4511,1.0
GENE_000541,8.597044402571493,1.5483586921755286,3.6158,14.694,8.4793,4511,4511,1.0
GENE_000542,8.566418798492574,1.547359969415749,3.6889,14.775,8.4463,4511,4511,1.0
GENE_000543,8.580230503214366,1.5181500075193453,3.6502,14.753,8.4861,4511,4511,1.0
GENE_000544,8.557984814896917,1.5410415618806066,3.7362,14.819,8.4266,4511,4511,1.0
GENE_000545,8.484692618044779,1.532904317981127,3.6082,14.907,8.3776,4511,4511,1.0
GENE_000546,8.580669208601195,1.5740788929037004,3.6222,14.747,8.4395,4511,4511,1.0
GENE_000547,8.6445673686544,1.5133128070177564,3.6255,14.565,8.5437,4511,4511,1.0
GENE_000548,8.586226956328975,1.5664048706027183,3.6281,14.71,8.4585,4511,4511,1.0
GENE_000549,8.547275127466193,1.5529704962274198,3.6554,14.666,8.4362,4511,4511,1.0
GENE_000550,8.614855530924407,1.4881491638974766,3.8525,14.829,8.5284,4511,4511,1.0
GENE_000551,8.532297317667922,1.3661636776881783,3.5985,14.778,8.4731,4511,4511,1.0
GENE_000552,8.613533296386612,1.4280781799792301,3.8855,14.827,8.5379,4511,4511,1.0
GENE_000553,8.543386588339613,1.3982626698442444,3.5798,14.803,8.4925,4511,4511,1.0
GENE_000554,8.571182376413212,1.3784018630757076,3.5623,14.783,8.4998,4511,4511,1.0
GENE_000555,8.52130977610286,1.3906217222487194,3.6412,14.791,8.4566,4511,4511,1.0
GENE_000556,8.463118310795833,1.358092782084904,3.5987,14.728,8.3963,4511,4511,1.0
GENE_000557,8.681207492795389,1.4574692471604147,3.6139,14.701,8.5711,4511,4511,1.0
GENE_000558,8.694984903569054,1.4889641561433935,3.6717,14.792,8.5774,4511,4511,1.0
GENE_000559,8.627799534471293,1.4317471882655168,3.6435,14.709,8.5429,4511,4511,1.0
GENE_000560,8.576725803591222,1.5079764015380572,3.6112,14.939,8.406,4511,4511,1.0
GENE_000561,8.594268743072488,1.457306326777221,3.733,14.929,8.4787,4511,4511,1.0
GENE_000562,8.554165595211705,1.500456090370826,3.6969,14.956,8.4206,4511,4511,1.0
GENE_000563,8.619614387053868,1.5529131369631117,3.8579,14.92,8.4524,4511,4511,1.0
GENE_000564,8.619580403458215,1.519584834555774,3.8058,14.986,8.4691,4511,4511,1.0
GENE_000565,8.569915628463756,1.430413371229316,3.5827,14.905,8.4989,4511,4511,1.0
GENE_000566,8.546298337397472,1.489243226166357,3.5229,14.862,8.3881,4511,4511,1.0
GENE_000567,8.452721502992684,1.3124135999110693,3.6235,14.886,8.4208,4511,4511,1.0
GENE_000568,8.591154954555531,1.541630158943385,3.6056,14.741,8.4532,4511,4511,1.0
GENE_000569,8.65811744624252,1.4837506454267202,3.6979,14.636,8.5444,4511,4511,1.0
GENE_000570,8.65303143427178,1.4689280889137133,3.6887,14.812,8.5473,4511,4511,1.0
GENE_000571,8.635658279760587,1.5116824453782616,3.7079,14.787,8.5104,4511,4511,1.0
GENE_000572,8.676172378630016,1.4847154920451697,3.658,14.871,8.5556,4511,4511,1.0
GENE_000573,8.678062558191089,1.5002846766246976,3.5856,14.681,8.5607,4511,4511,1.0
GENE_000574,8.671937685657282,1.5047914933253559,3.5859,14.694,8.5587,4511,4511,1.0
GENE_000575,8.612918665484374,1.5115281906597982,3.5934,14.722,8.4626,4511,4511,1.0
GENE_000576,8.542570228330748,1.5140309145991002,3.5792,14.839,8.4314,4511,4511,1.0
GENE_000577,8.665548193305254,1.61312454232649,3.6466,14.641,8.4912,4511,4511,1.0
GENE_000578,8.623197162491687,1.5003822364797754,3.6902,14.805,8.4948,4511,4511,1.0
GENE_000579,8.632008978053646,1.5719404961491987,3.5748,14.858,8.4999,4511,4511,1.0
GENE_000580,8.589592751052981,1.579098511879537,3.5781,14.876,8.4349,4511,4511,1.0
GENE_000581,8.598792152516072,1.5625991738709917,3.5304,14.886,8.4715,4511,4511,1.0
GENE_000582,8.597908534692973,1.6083818733260373,3.6481,14.645,8.4535,4511,4511,1.0
GENE_000583,8.581474019064508,1.529948121249569,3.7512,14.697,8.438,4511,4511,1.0
GENE_000584,8.56487517180226,1.5858858380326621,3.5821,14.899,8.3854,4511,4511,1.0
