cell_id,pseudotime,cell_type,hours,media,library
CELL_1264,1.214747018390625,Tipo_1_Intermediario_1,72,DM,LIB_1264
CELL_1265,0.023377172101861805,Tipo_0_Inicial,0,GM,LIB_1265
CELL_1266,0.15041044461339573,Tipo_0_Inicial,24,DM,LIB_1266
CELL_1267,0.9967849941714344,Tipo_1_Intermediario_1,48,GM,LIB_1267
CELL_1268,1.3076176975600253,Tipo_1_Intermediario_1,72,DM,LIB_1268
CELL_1269,1.8326842069838267,Tipo_2_Intermediario_2,0,GM,LIB_1269
CELL_1270,0.6896694301489164,Tipo_1_Intermediario_1,24,DM,LIB_1270
CELL_1271,2.374768228778372,Tipo_2_Intermediario_2,48,GM,LIB_1271
CELL_1272,3.9339750088062044,Tipo_3_Final,72,DM,LIB_1272
CELL_1273,3.0269012773951416,Tipo_3_Final,0,GM,LIB_1273
CELL_1274,0.08085003279540631,Tipo_0_Inicial,24,DM,LIB_1274
CELL_1275,1.3098036830042166,Tipo_1_Intermediario_1,48,GM,LIB_1275
CELL_1276,0.22170710161909227,Tipo_0_Inicial,72,DM,LIB_1276
CELL_1277,0.5542625655694364,Tipo_0_Inicial,0,GM,LIB_1277
CELL_1278,8.634365310458866,Tipo_3_Final,24,DM,LIB_1278
CELL_1279,0.30745780434611725,Tipo_0_Inicial,48,GM,LIB_1279
CELL_1280,1.3818519124180149,Tipo_1_Intermediario_1,72,DM,LIB_1280
CELL_1281,1.925484869922573,Tipo_2_Intermediario_2,0,GM,LIB_1281
CELL_1282,2.4244466297154763,Tipo_2_Intermediario_2,24,DM,LIB_1282
CELL_1283,1.6403648480762212,Tipo_2_Intermediario_2,48,GM,LIB_1283
CELL_1284,0.019637790769126452,Tipo_0_Inicial,72,DM,LIB_1284
CELL_1285,0.7904196719957203,Tipo_1_Intermediario_1,0,GM,LIB_1285
CELL_1286,1.4584261871453665,Tipo_2_Intermediario_2,24,DM,LIB_1286
CELL_1287,0.18393783420810145,Tipo_0_Inicial,48,GM,LIB_1287
CELL_1288,0.8634957821673652,Tipo_1_Intermediario_1,72,DM,LIB_1288
CELL_1289,0.0675336914110481,Tipo_0_Inicial,0,GM,LIB_1289
CELL_1290,0.1636753792161745,Tipo_0_Inicial,24,DM,LIB_1290
CELL_1291,1.0114217070711897,Tipo_1_Intermediario_1,48,GM,LIB_1291
CELL_1292,0.28477701184932275,Tipo_0_Inicial,72,DM,LIB_1292
CELL_1293,1.6765348078362414,Tipo_2_Intermediario_2,0,GM,LIB_1293
CELL_1294,2.338917126316868,Tipo_2_Intermediario_2,24,DM,LIB_1294
CELL_1295,3.2247514382215186,Tipo_3_Final,48,GM,LIB_1295
CELL_1296,0.4466627485156944,Tipo_0_Inicial,72,DM,LIB_1296
CELL_1297,0.3666022702701539,Tipo_0_Inicial,0,GM,LIB_1297
CELL_1298,0.22089763457015135,Tipo_0_Inicial,24,DM,LIB_1298
CELL_1299,2.023568229408261,Tipo_2_Intermediario_2,48,GM,LIB_1299
CELL_1300,2.451589879023199,Tipo_2_Intermediario_2,72,DM,LIB_1300
CELL_1301,0.06419149347206422,Tipo_0_Inicial,0,GM,LIB_1301
CELL_1302,5.5043881088978175,Tipo_3_Final,24,DM,LIB_1302
CELL_1303,0.10674097135801607,Tipo_0_Inicial,48,GM,LIB_1303
CELL_1304,1.558701776191244,Tipo_2_Intermediario_2,72,DM,LIB_1304
CELL_1305,2.469280008122478,Tipo_2_Intermediario_2,0,GM,LIB_1305
CELL_1306,4.095407104909522,Tipo_3_Final,24,DM,LIB_1306
CELL_1307,2.5041349457440525,Tipo_2_Intermediario_2,48,GM,LIB_1307
CELL_1308,3.236231745193452,Tipo_3_Final,72,DM,LIB_1308
CELL_1309,0.8293654982928672,Tipo_1_Intermediario_1,0,GM,LIB_1309
CELL_1310,3.3729091386958467,Tipo_3_Final,24,DM,LIB_1310
CELL_1311,0.1670128995163253,Tipo_0_Inicial,48,GM,LIB_1311
CELL_1312,4.504100637570432,Tipo_3_Final,72,DM,LIB_1312
CELL_1313,1.586343365757859,Tipo_2_Intermediario_2,0,GM,LIB_1313
CELL_1314,3.3997952193310375,Tipo_3_Final,24,DM,LIB_1314
CELL_1315,1.2041219438700927,Tipo_1_Intermediario_1,48,GM,LIB_1315
CELL_1316,2.0632780034401774,Tipo_2_Intermediario_2,72,DM,LIB_1316
CELL_1317,1.4947956279175392,Tipo_2_Intermediario_2,0,GM,LIB_1317
CELL_1318,2.6304756699738414,Tipo_2_Intermediario_2,24,DM,LIB_1318
CELL_1319,0.17030979977791233,Tipo_0_Inicial,48,GM,LIB_1319
CELL_1320,0.12450006263803015,Tipo_0_Inicial,72,DM,LIB_1320
CELL_1321,0.5676543150798328,Tipo_1_Intermediario_1,0,GM,LIB_1321
CELL_1322,0.3476229730303001,Tipo_0_Inicial,24,DM,LIB_1322
CELL_1323,4.1080711140047965,Tipo_3_Final,48,GM,LIB_1323
CELL_1324,0.4949083163611079,Tipo_0_Inicial,72,DM,LIB_1324
CELL_1325,7.448205618868187,Tipo_3_Final,0,GM,LIB_1325
CELL_1326,0.8216462486628586,Tipo_1_Intermediario_1,24,DM,LIB_1326
CELL_1327,0.40207420795770576,Tipo_0_Inicial,48,GM,LIB_1327
CELL_1328,3.118426195188695,Tipo_3_Final,72,DM,LIB_1328
CELL_1329,2.1500324106830373,Tipo_2_Intermediario_2,0,GM,LIB_1329
CELL_1330,1.3790902174468676,Tipo_1_Intermediario_1,24,DM,LIB_1330
CELL_1331,1.6209965982312413,Tipo_2_Intermediario_2,48,GM,LIB_1331
CELL_1332,2.5402378794579326,Tipo_2_Intermediario_2,72,DM,LIB_1332
CELL_1333,0.5187198913734135,Tipo_0_Inicial,0,GM,LIB_1333
CELL_1334,11.217262464095409,Tipo_3_Final,24,DM,LIB_1334
CELL_1335,7.36127995578019,Tipo_3_Final,48,GM,LIB_1335
CELL_1336,2.1015061802651136,Tipo_2_Intermediario_2,72,DM,LIB_1336
CELL_1337,0.4451435569377867,Tipo_0_Inicial,0,GM,LIB_1337
CELL_1338,2.2802955905507374,Tipo_2_Intermediario_2,24,DM,LIB_1338
CELL_1339,0.14987474366858658,Tipo_0_Inicial,48,GM,LIB_1339
CELL_1340,0.06226423304723896,Tipo_0_Inicial,72,DM,LIB_1340
CELL_1341,0.5959575062777931,Tipo_1_Intermediario_1,0,GM,LIB_1341
CELL_1342,1.2421106037468779,Tipo_1_Intermediario_1,24,DM,LIB_1342
CELL_1343,4.054039850381681,Tipo_3_Final,48,GM,LIB_1343
CELL_1344,2.597805957635778,Tipo_2_Intermediario_2,72,DM,LIB_1344
CELL_1345,2.715075809498644,Tipo_2_Intermediario_2,0,GM,LIB_1345
CELL_1346,1.1084871588148277,Tipo_1_Intermediario_1,24,DM,LIB_1346
CELL_1347,0.8490970653789652,Tipo_1_Intermediario_1,48,GM,LIB_1347
CELL_1348,0.9273713010945941,Tipo_1_Intermediario_1,72,DM,LIB_1348
CELL_1349,8.788127783033008,Tipo_3_Final,0,GM,LIB_1349
CELL_1350,0.08187148408785734,Tipo_0_Inicial,24,DM,LIB_1350
CELL_1351,4.035285983511478,Tipo_3_Final,48,GM,LIB_1351
CELL_1352,1.728703482705325,Tipo_2_Intermediario_2,72,DM,LIB_1352
CELL_1353,1.154698162069319,Tipo_1_Intermediario_1,0,GM,LIB_1353
CELL_1354,2.583843134977741,Tipo_2_Intermediario_2,24,DM,LIB_1354
CELL_1355,1.333668607198428,Tipo_1_Intermediario_1,48,GM,LIB_1355
CELL_1356,4.133812682535534,Tipo_3_Final,72,DM,LIB_1356
CELL_1357,4.619256959240749,Tipo_3_Final,0,GM,LIB_1357
CELL_1358,1.0953974027080495,Tipo_1_Intermediario_1,24,DM,LIB_1358
CELL_1359,0.6482158141702838,Tipo_1_Intermediario_1,48,GM,LIB_1359
CELL_1360,1.7946942438818185,Tipo_2_Intermediario_2,72,DM,LIB_1360
CELL_1361,4.869111879047198,Tipo_3_Final,0,GM,LIB_1361
CELL_1362,0.4731217979000491,Tipo_0_Inicial,24,DM,LIB_1362
CELL_1363,1.9508429153991511,Tipo_2_Intermediario_2,48,GM,LIB_1363
CELL_1364,1.996956000451087,Tipo_2_Intermediario_2,72,DM,LIB_1364
CELL_1365,2.641860030253711,Tipo_2_Intermediario_2,0,GM,LIB_1365
CELL_1366,0.28213125940532086,Tipo_0_Inicial,24,DM,LIB_1366
CELL_1367,2.5163298182542198,Tipo_2_Intermediario_2,48,GM,LIB_1367
CELL_1368,4.79450641257849,Tipo_3_Final,72,DM,LIB_1368
CELL_1369,0.3961291215602891,Tipo_0_Inicial,0,GM,LIB_1369
CELL_1370,0.5424191833743239,Tipo_0_Inicial,24,DM,LIB_1370
CELL_1371,7.108354077723023,Tipo_3_Final,48,GM,LIB_1371
CELL_1372,0.3992861095103158,Tipo_0_Inicial,72,DM,LIB_1372
CELL_1373,3.853579535513316,Tipo_3_Final,0,GM,LIB_1373
CELL_1374,1.3556418851070982,Tipo_1_Intermediario_1,24,DM,LIB_1374
CELL_1375,0.5679939399887409,Tipo_1_Intermediario_1,48,GM,LIB_1375
CELL_1376,4.092012003489698,Tipo_3_Final,72,DM,LIB_1376
CELL_1377,1.1786746511199115,Tipo_1_Intermediario_1,0,GM,LIB_1377
CELL_1378,1.4464597382022362,Tipo_2_Intermediario_2,24,DM,LIB_1378
CELL_1379,0.8901799183556157,Tipo_1_Intermediario_1,48,GM,LIB_1379
CELL_1380,1.797642685370157,Tipo_2_Intermediario_2,72,DM,LIB_1380
CELL_1381,0.35711459523526273,Tipo_0_Inicial,0,GM,LIB_1381
CELL_1382,0.9921418127269471,Tipo_1_Intermediario_1,24,DM,LIB_1382
CELL_1383,6.974316083642288,Tipo_3_Final,48,GM,LIB_1383
CELL_1384,0.5971717608480124,Tipo_1_Intermediario_1,72,DM,LIB_1384
CELL_1385,2.1385147690342055,Tipo_2_Intermediario_2,0,GM,LIB_1385
CELL_1386,0.7866484087778541,Tipo_1_Intermediario_1,24,DM,LIB_1386
CELL_1387,2.96978338141433,Tipo_3_Final,48,GM,LIB_1387
CELL_1388,0.2805335592202735,Tipo_0_Inicial,72,DM,LIB_1388
CELL_1389,7.0012209088488,Tipo_3_Final,0,GM,LIB_1389
CELL_1390,1.2095018443294756,Tipo_1_Intermediario_1,24,DM,LIB_1390
CELL_1391,0.5385070869954405,Tipo_0_Inicial,48,GM,LIB_1391
CELL_1392,0.15267544511187414,Tipo_0_Inicial,72,DM,LIB_1392
CELL_1393,0.37207588020918786,Tipo_0_Inicial,0,GM,LIB_1393
CELL_1394,1.466996690859163,Tipo_2_Intermediario_2,24,DM,LIB_1394
CELL_1395,0.8219701596103333,Tipo_1_Intermediario_1,48,GM,LIB_1395
CELL_1396,3.530819768244315,Tipo_3_Final,72,DM,LIB_1396
CELL_1397,1.1273543813711848,Tipo_1_Intermediario_1,0,GM,LIB_1397
CELL_1398,0.571938473951702,Tipo_1_Intermediario_1,24,DM,LIB_1398
CELL_1399,1.9201978331469356,Tipo_2_Intermediario_2,48,GM,LIB_1399
CELL_1400,2.4536452139186897,Tipo_2_Intermediario_2,72,DM,LIB_1400
CELL_1401,0.36554389537169363,Tipo_0_Inicial,0,GM,LIB_1401
CELL_1402,0.3669305402615214,Tipo_0_Inicial,24,DM,LIB_1402
CELL_1403,0.07472145601896547,Tipo_0_Inicial,48,GM,LIB_1403
CELL_1404,2.666660241579668,Tipo_2_Intermediario_2,72,DM,LIB_1404
CELL_1405,2.180125050294198,Tipo_2_Intermediario_2,0,GM,LIB_1405
CELL_1406,1.2873083392705855,Tipo_1_Intermediario_1,24,DM,LIB_1406
CELL_1407,3.7179849813523003,Tipo_3_Final,48,GM,LIB_1407
CELL_1408,3.2763966423387028,Tipo_3_Final,72,DM,LIB_1408
CELL_1409,1.7606620272718432,Tipo_2_Intermediario_2,0,GM,LIB_1409
CELL_1410,4.054021253058005,Tipo_3_Final,24,DM,LIB_1410
CELL_1411,0.4609437007411471,Tipo_0_Inicial,48,GM,LIB_1411
CELL_1412,0.23738604278056916,Tipo_0_Inicial,72,DM,LIB_1412
CELL_1413,0.6287356114562159,Tipo_1_Intermediario_1,0,GM,LIB_1413
CELL_1414,0.11756221345992542,Tipo_0_Inicial,24,DM,LIB_1414
CELL_1415,1.5150280856678877,Tipo_2_Intermediario_2,48,GM,LIB_1415
CELL_1416,5.516762410803933,Tipo_3_Final,72,DM,LIB_1416
CELL_1417,0.08027683281876447,Tipo_0_Inicial,0,GM,LIB_1417
CELL_1418,0.2604677599662335,Tipo_0_Inicial,24,DM,LIB_1418
CELL_1419,1.2036864966038618,Tipo_1_Intermediario_1,48,GM,LIB_1419
CELL_1420,5.432417307751989,Tipo_3_Final,72,DM,LIB_1420
CELL_1421,0.760051222113574,Tipo_1_Intermediario_1,0,GM,LIB_1421
CELL_1422,1.4154450075426903,Tipo_2_Intermediario_2,24,DM,LIB_1422
CELL_1423,0.08492346600210339,Tipo_0_Inicial,48,GM,LIB_1423
CELL_1424,0.32114330267283786,Tipo_0_Inicial,72,DM,LIB_1424
CELL_1425,8.629502169066757,Tipo_3_Final,0,GM,LIB_1425
CELL_1426,6.711608615639818,Tipo_3_Final,24,DM,LIB_1426
CELL_1427,0.009904445947655232,Tipo_0_Inicial,48,GM,LIB_1427
CELL_1428,6.065281597357631,Tipo_3_Final,72,DM,LIB_1428
CELL_1429,2.038419227137002,Tipo_2_Intermediario_2,0,GM,LIB_1429
CELL_1430,4.048669133953021,Tipo_3_Final,24,DM,LIB_1430
CELL_1431,1.212984538184019,Tipo_1_Intermediario_1,48,GM,LIB_1431
CELL_1432,1.4496721373955421,Tipo_2_Intermediario_2,72,DM,LIB_1432
CELL_1433,1.34217099901772,Tipo_1_Intermediario_1,0,GM,LIB_1433
CELL_1434,2.1984104741311667,Tipo_2_Intermediario_2,24,DM,LIB_1434
CELL_1435,0.30083490841891436,Tipo_0_Inicial,48,GM,LIB_1435
CELL_1436,0.06086396183994254,Tipo_0_Inicial,72,DM,LIB_1436
CELL_1437,0.7361361760275618,Tipo_1_Intermediario_1,0,GM,LIB_1437
CELL_1438,2.439396695081679,Tipo_2_Intermediario_2,24,DM,LIB_1438
CELL_1439,0.4509261088732207,Tipo_0_Inicial,48,GM,LIB_1439
CELL_1440,2.238236818663958,Tipo_2_Intermediario_2,72,DM,LIB_1440
CELL_1441,7.007260780458419,Tipo_3_Final,0,GM,LIB_1441
CELL_1442,0.19721278744357393,Tipo_0_Inicial,24,DM,LIB_1442
CELL_1443,2.2331581678090724,Tipo_2_Intermediario_2,48,GM,LIB_1443
CELL_1444,1.173075679514347,Tipo_1_Intermediario_1,72,DM,LIB_1444
CELL_1445,4.052063244387033,Tipo_3_Final,0,GM,LIB_1445
CELL_1446,0.3899621981172876,Tipo_0_Inicial,24,DM,LIB_1446
CELL_1447,2.3593797527607077,Tipo_2_Intermediario_2,48,GM,LIB_1447
CELL_1448,3.6417417231952913,Tipo_3_Final,72,DM,LIB_1448
CELL_1449,5.786864774760546,Tipo_3_Final,0,GM,LIB_1449
CELL_1450,2.299272469969244,Tipo_2_Intermediario_2,24,DM,LIB_1450
CELL_1451,1.3750252252230792,Tipo_1_Intermediario_1,48,GM,LIB_1451
CELL_1452,1.923869711101883,Tipo_2_Intermediario_2,72,DM,LIB_1452
CELL_1453,4.0636658187358226,Tipo_3_Final,0,GM,LIB_1453
CELL_1454,1.6907781841380116,Tipo_2_Intermediario_2,24,DM,LIB_1454
CELL_1455,0.06171663546781039,Tipo_0_Inicial,48,GM,LIB_1455
CELL_1456,5.345811014598346,Tipo_3_Final,72,DM,LIB_1456
CELL_1457,2.3393150720223006,Tipo_2_Intermediario_2,0,GM,LIB_1457
CELL_1458,2.257195087758978,Tipo_2_Intermediario_2,24,DM,LIB_1458
CELL_1459,0.4858639960360479,Tipo_0_Inicial,48,GM,LIB_1459
CELL_1460,2.1510739873361775,Tipo_2_Intermediario_2,72,DM,LIB_1460
CELL_1461,1.0013031297917176,Tipo_1_Intermediario_1,0,GM,LIB_1461
CELL_1462,2.106702271374473,Tipo_2_Intermediario_2,24,DM,LIB_1462
CELL_1463,0.2254261375653921,Tipo_0_Inicial,48,GM,LIB_1463
CELL_1464,2.144984636931713,Tipo_2_Intermediario_2,72,DM,LIB_1464
CELL_1465,14.883445819408811,Tipo_3_Final,0,GM,LIB_1465
CELL_1466,0.09882599778860138,Tipo_0_Inicial,24,DM,LIB_1466
CELL_1467,7.559726225124457,Tipo_3_Final,48,GM,LIB_1467
CELL_1468,1.0448113649091946,Tipo_1_Intermediario_1,72,DM,LIB_1468
CELL_1469,4.092066922031506,Tipo_3_Final,0,GM,LIB_1469
CELL_1470,3.050060113868585,Tipo_3_Final,24,DM,LIB_1470
CELL_1471,1.6741102118531048,Tipo_2_Intermediario_2,48,GM,LIB_1471
CELL_1472,2.682253571705317,Tipo_2_Intermediario_2,72,DM,LIB_1472
CELL_1473,4.215938201916679,Tipo_3_Final,0,GM,LIB_1473
CELL_1474,1.0355001572974054,Tipo_1_Intermediario_1,24,DM,LIB_1474
CELL_1475,0.7921184495820129,Tipo_1_Intermediario_1,48,GM,LIB_1475
CELL_1476,2.202792634344614,Tipo_2_Intermediario_2,72,DM,LIB_1476
CELL_1477,3.2989156859421467,Tipo_3_Final,0,GM,LIB_1477
CELL_1478,2.873366737641024,Tipo_3_Final,24,DM,LIB_1478
CELL_1479,3.197130952895551,Tipo_3_Final,48,GM,LIB_1479
CELL_1480,1.143924993483773,Tipo_1_Intermediario_1,72,DM,LIB_1480
CELL_1481,3.4056762127717266,Tipo_3_Final,0,GM,LIB_1481
CELL_1482,0.2561419253071429,Tipo_0_Inicial,24,DM,LIB_1482
CELL_1483,1.5726712566885659,Tipo_2_Intermediario_2,48,GM,LIB_1483
CELL_1484,0.011550611032507709,Tipo_0_Inicial,72,DM,LIB_1484
CELL_1485,0.7848583818863757,Tipo_1_Intermediario_1,0,GM,LIB_1485
CELL_1486,0.9128691252583723,Tipo_1_Intermediario_1,24,DM,LIB_1486
CELL_1487,1.0089340703773348,Tipo_1_Intermediario_1,48,GM,LIB_1487
CELL_1488,2.3779530040622885,Tipo_2_Intermediario_2,72,DM,LIB_1488
CELL_1489,0.983870685422813,Tipo_1_Intermediario_1,0,GM,LIB_1489
CELL_1490,1.190929171127857,Tipo_1_Intermediario_1,24,DM,LIB_1490
CELL_1491,0.5424212974639558,Tipo_0_Inicial,48,GM,LIB_1491
CELL_1492,0.9344208011013524,Tipo_1_Intermediario_1,72,DM,LIB_1492
CELL_1493,0.5156501950660977,Tipo_0_Inicial,0,GM,LIB_1493
CELL_1494,0.15202617651077444,Tipo_0_Inicial,24,DM,LIB_1494
CELL_1495,1.8498991906369124,Tipo_2_Intermediario_2,48,GM,LIB_1495
CELL_1496,2.206522950142138,Tipo_2_Intermediario_2,72,DM,LIB_1496
CELL_1497,1.9324874602968365,Tipo_2_Intermediario_2,0,GM,LIB_1497
CELL_1498,1.2453552300338948,Tipo_1_Intermediario_1,24,DM,LIB_1498
CELL_1499,0.9553806895597998,Tipo_1_Intermediario_1,48,GM,LIB_1499
CELL_1500,3.98042544378951,Tipo_3_Final,72,DM,LIB_1500
CELL_1501,1.4641161096031872,Tipo_2_Intermediario_2,0,GM,LIB_1501
CELL_1502,1.3047087830304989,Tipo_1_Intermediario_1,24,DM,LIB_1502
CELL_1503,0.051953107884028946,Tipo_0_Inicial,48,GM,LIB_1503
CELL_1504,0.8348157628215953,Tipo_1_Intermediario_1,72,DM,LIB_1504
CELL_1505,0.9567027297976104,Tipo_1_Intermediario_1,0,GM,LIB_1505
CELL_1506,1.0177310283959984,Tipo_1_Intermediario_1,24,DM,LIB_1506
CELL_1507,1.7358221097305413,Tipo_2_Intermediario_2,48,GM,LIB_1507
CELL_1508,1.5254342087057378,Tipo_2_Intermediario_2,72,DM,LIB_1508
CELL_1509,1.8725027165496395,Tipo_2_Intermediario_2,0,GM,LIB_1509
CELL_1510,2.8953462575737623,Tipo_3_Final,24,DM,LIB_1510
CELL_1511,3.3531408029703296,Tipo_3_Final,48,GM,LIB_1511
CELL_1512,2.532569487662782,Tipo_2_Intermediario_2,72,DM,LIB_1512
CELL_1513,6.225597450008411,Tipo_3_Final,0,GM,LIB_1513
CELL_1514,0.03680168916540005,Tipo_0_Inicial,24,DM,LIB_1514
CELL_1515,0.4357598214250259,Tipo_0_Inicial,48,GM,LIB_1515
CELL_1516,0.015183237062831378,Tipo_0_Inicial,72,DM,LIB_1516
CELL_1517,2.0852658528155033,Tipo_2_Intermediario_2,0,GM,LIB_1517
CELL_1518,4.566164020132954,Tipo_3_Final,24,DM,LIB_1518
CELL_1519,0.558058688555547,Tipo_1_Intermediario_1,48,GM,LIB_1519
CELL_1520,5.235538332447438,Tipo_3_Final,72,DM,LIB_1520
CELL_1521,0.12431980387744128,Tipo_0_Inicial,0,GM,LIB_1521
CELL_1522,5.449457846000236,Tipo_3_Final,24,DM,LIB_1522
CELL_1523,0.8665649586130768,Tipo_1_Intermediario_1,48,GM,LIB_1523
CELL_1524,0.21388092278387372,Tipo_0_Inicial,72,DM,LIB_1524
CELL_1525,1.3305650977988233,Tipo_1_Intermediario_1,0,GM,LIB_1525
CELL_1526,0.5935171261563438,Tipo_1_Intermediario_1,24,DM,LIB_1526
CELL_1527,0.6705899851833239,Tipo_1_Intermediario_1,48,GM,LIB_1527
CELL_1528,0.7342875743225572,Tipo_1_Intermediario_1,72,DM,LIB_1528
CELL_1529,3.249366039930847,Tipo_3_Final,0,GM,LIB_1529
CELL_1530,1.5494142762765208,Tipo_2_Intermediario_2,24,DM,LIB_1530
CELL_1531,0.7459213915069051,Tipo_1_Intermediario_1,48,GM,LIB_1531
CELL_1532,1.8849295219090247,Tipo_2_Intermediario_2,72,DM,LIB_1532
CELL_1533,2.5186234492962027,Tipo_2_Intermediario_2,0,GM,LIB_1533
CELL_1534,0.6366234844160921,Tipo_1_Intermediario_1,24,DM,LIB_1534
CELL_1535,1.0673326679182042,Tipo_1_Intermediario_1,48,GM,LIB_1535
CELL_1536,0.2599579190428011,Tipo_0_Inicial,72,DM,LIB_1536
CELL_1537,0.39970713544427744,Tipo_0_Inicial,0,GM,LIB_1537
CELL_1538,2.2858673852523403,Tipo_2_Intermediario_2,24,DM,LIB_1538
CELL_1539,0.4004131229672945,Tipo_0_Inicial,48,GM,LIB_1539
CELL_1540,1.4895689994642,Tipo_2_Intermediario_2,72,DM,LIB_1540
CELL_1541,2.469181998879371,Tipo_2_Intermediario_2,0,GM,LIB_1541
CELL_1542,0.22606176704094086,Tipo_0_Inicial,24,DM,LIB_1542
CELL_1543,1.6754777451362937,Tipo_2_Intermediario_2,48,GM,LIB_1543
CELL_1544,0.5929419201849683,Tipo_1_Intermediario_1,72,DM,LIB_1544
CELL_1545,6.589725943615852,Tipo_3_Final,0,GM,LIB_1545
CELL_1546,1.3215367426536142,Tipo_1_Intermediario_1,24,DM,LIB_1546
CELL_1547,3.2797174348707183,Tipo_3_Final,48,GM,LIB_1547
CELL_1548,1.5980224999872223,Tipo_2_Intermediario_2,72,DM,LIB_1548
CELL_1549,0.08876609855973225,Tipo_0_Inicial,0,GM,LIB_1549
CELL_1550,2.0056119671487047,Tipo_2_Intermediario_2,24,DM,LIB_1550
CELL_1551,6.048401040249465,Tipo_3_Final,48,GM,LIB_1551
CELL_1552,1.840656845507649,Tipo_2_Intermediario_2,72,DM,LIB_1552
CELL_1553,3.4206044294154583,Tipo_3_Final,0,GM,LIB_1553
CELL_1554,4.3118930603080665,Tipo_3_Final,24,DM,LIB_1554
CELL_1555,0.5177481316730005,Tipo_0_Inicial,48,GM,LIB_1555
CELL_1556,0.4766281883603115,Tipo_0_Inicial,72,DM,LIB_1556
CELL_1557,1.8882541294190607,Tipo_2_Intermediario_2,0,GM,LIB_1557
CELL_1558,1.0587548646671545,Tipo_1_Intermediario_1,24,DM,LIB_1558
CELL_1559,3.6634299643378476,Tipo_3_Final,48,GM,LIB_1559
CELL_1560,4.605632707425712,Tipo_3_Final,72,DM,LIB_1560
CELL_1561,0.8721209568470294,Tipo_1_Intermediario_1,0,GM,LIB_1561
CELL_1562,0.5406552292168861,Tipo_0_Inicial,24,DM,LIB_1562
CELL_1563,3.0330385915848974,Tipo_3_Final,48,GM,LIB_1563
CELL_1564,0.6426322454683315,Tipo_1_Intermediario_1,72,DM,LIB_1564
CELL_1565,3.45885785103807,Tipo_3_Final,0,GM,LIB_1565
CELL_1566,1.1023866015108204,Tipo_1_Intermediario_1,24,DM,LIB_1566
CELL_1567,2.2025310064107404,Tipo_2_Intermediario_2,48,GM,LIB_1567
CELL_1568,0.2008240345822516,Tipo_0_Inicial,72,DM,LIB_1568
CELL_1569,1.9555841381307484,Tipo_2_Intermediario_2,0,GM,LIB_1569
CELL_1570,1.20211227592557,Tipo_1_Intermediario_1,24,DM,LIB_1570
CELL_1571,1.7667202081332096,Tipo_2_Intermediario_2,48,GM,LIB_1571
CELL_1572,0.36787982984631584,Tipo_0_Inicial,72,DM,LIB_1572
CELL_1573,2.6702426094970653,Tipo_2_Intermediario_2,0,GM,LIB_1573
CELL_1574,3.9725885264237553,Tipo_3_Final,24,DM,LIB_1574
CELL_1575,0.48858065337707873,Tipo_0_Inicial,48,GM,LIB_1575
CELL_1576,0.20122042252560193,Tipo_0_Inicial,72,DM,LIB_1576
CELL_1577,0.04784491986314798,Tipo_0_Inicial,0,GM,LIB_1577
CELL_1578,2.0542853760991746,Tipo_2_Intermediario_2,24,DM,LIB_1578
CELL_1579,1.868369946647836,Tipo_2_Intermediario_2,48,GM,LIB_1579
CELL_1580,1.5823908267671314,Tipo_2_Intermediario_2,72,DM,LIB_1580
CELL_1581,0.5277933258825777,Tipo_0_Inicial,0,GM,LIB_1581
CELL_1582,0.9915653301304104,Tipo_1_Intermediario_1,24,DM,LIB_1582
CELL_1583,1.805152095078644,Tipo_2_Intermediario_2,48,GM,LIB_1583
CELL_1584,1.3734034299838318,Tipo_1_Intermediario_1,72,DM,LIB_1584
CELL_1585,8.810266326762653,Tipo_3_Final,0,GM,LIB_1585
CELL_1586,0.29338322523065463,Tipo_0_Inicial,24,DM,LIB_1586
CELL_1587,2.3758351248409273,Tipo_2_Intermediario_2,48,GM,LIB_1587
CELL_1588,1.0360992016207988,Tipo_1_Intermediario_1,72,DM,LIB_1588
CELL_1589,1.1179306513034315,Tipo_1_Intermediario_1,0,GM,LIB_1589
CELL_1590,2.528845722838106,Tipo_2_Intermediario_2,24,DM,LIB_1590
CELL_1591,2.358145150639629,Tipo_2_Intermediario_2,48,GM,LIB_1591
CELL_1592,9.47877361572874,Tipo_3_Final,72,DM,LIB_1592
CELL_1593,0.2748362482731662,Tipo_0_Inicial,0,GM,LIB_1593
CELL_1594,0.21987450008131082,Tipo_0_Inicial,24,DM,LIB_1594
CELL_1595,2.5771655313470845,Tipo_2_Intermediario_2,48,GM,LIB_1595
CELL_1596,1.7273345009359609,Tipo_2_Intermediario_2,72,DM,LIB_1596
CELL_1597,0.6408531849000523,Tipo_1_Intermediario_1,0,GM,LIB_1597
CELL_1598,0.16550137469559495,Tipo_0_Inicial,24,DM,LIB_1598
CELL_1599,0.17910174212781588,Tipo_0_Inicial,48,GM,LIB_1599
CELL_1600,4.492237024931178,Tipo_3_Final,72,DM,LIB_1600
CELL_1601,0.42605806371992805,Tipo_0_Inicial,0,GM,LIB_1601
CELL_1602,0.7812659858951616,Tipo_1_Intermediario_1,24,DM,LIB_1602
CELL_1603,0.5140636601912666,Tipo_0_Inicial,48,GM,LIB_1603
CELL_1604,0.8769984696208415,Tipo_1_Intermediario_1,72,DM,LIB_1604
CELL_1605,0.14390272146325966,Tipo_0_Inicial,0,GM,LIB_1605
